horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate
3d,bear,cart,combined_rank_based,rank_based_joint_score,1,,,11,11,0.02115960089245619,0.9090909090909091,0.9090909090909091,0.38461538461538464,1.5384615384615383
3d,bear,cart,combined_rank_based,rank_based_joint_score,3,,,11,33,0.012866620070428792,0.6060606060606061,0.6060606060606061,0.7692307692307693,1.0256410256410255
3d,bear,cart,combined_rank_based,rank_based_joint_score,5,,,11,44,0.010438513312539519,0.5909090909090909,0.5909090909090909,1.0,1.0
3d,bear,cart,combined_weighted_linear,combined_score,1,,,11,11,0.021594544761801598,0.9090909090909091,0.9090909090909091,0.38461538461538464,1.5384615384615383
3d,bear,cart,combined_weighted_linear,combined_score,3,,,11,33,0.012866620070428792,0.6060606060606061,0.6060606060606061,0.7692307692307693,1.0256410256410255
3d,bear,cart,combined_weighted_linear,combined_score,5,,,11,44,0.010438513312539519,0.5909090909090909,0.5909090909090909,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.5,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.55,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.6,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.65,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.5,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.55,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.6,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.65,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.5,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.55,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.6,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.65,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.5,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.55,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.6,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.65,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.65,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.5,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.55,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.6,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.65,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.5,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.55,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.6,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.65,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.5,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.55,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.6,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.65,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.5,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.55,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.6,9,9,0.018830197131998645,0.8888888888888888,0.8888888888888888,1.0,1.0
