horizon,regime,model_name,signal_bucket,observations,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
3d,bear,cart,moderate_positive,0,,,,,,0.0,
3d,bear,cart,reject,18,-0.0012785163981109556,0.00292344279997795,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.3076923076923077,0.752136752136752
3d,bear,cart,strong_or_moderate_positive,9,0.018830197131998645,0.0244765854151916,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.3076923076923077,1.504273504273504
3d,bear,cart,strong_positive,9,0.018830197131998645,0.0244765854151916,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.3076923076923077,1.504273504273504
3d,bear,cart,weak_or_uncertain,17,0.018402123925279307,0.0103694754857546,0.6470588235294118,0.5882352941176471,0.5882352941176471,0.38461538461538464,0.995475113122172
3d,bear,lightgbm,moderate_positive,0,,,,,,0.0,
3d,bear,lightgbm,reject,33,0.006941348366876927,0.0075578649031646,0.6060606060606061,0.5757575757575758,0.5757575757575758,0.7307692307692307,0.9743589743589743
3d,bear,lightgbm,strong_or_moderate_positive,1,0.0361005331302359,0.0361005331302359,1.0,1.0,1.0,0.038461538461538464,1.6923076923076923
3d,bear,lightgbm,strong_positive,1,0.0361005331302359,0.0361005331302359,1.0,1.0,1.0,0.038461538461538464,1.6923076923076923
3d,bear,lightgbm,weak_or_uncertain,10,0.01941295565145643,0.00771185696149195,0.6,0.6,0.6,0.23076923076923078,1.0153846153846153
3d,bear,xgboost,moderate_positive,2,0.0353126239795665,0.0353126239795665,1.0,1.0,1.0,0.07692307692307693,1.6923076923076923
3d,bear,xgboost,reject,37,0.007297872061870817,0.0046525740871852,0.5945945945945946,0.5405405405405406,0.5405405405405406,0.7692307692307693,0.9147609147609148
3d,bear,xgboost,strong_or_moderate_positive,2,0.0353126239795665,0.0353126239795665,1.0,1.0,1.0,0.07692307692307693,1.6923076923076923
3d,bear,xgboost,strong_positive,0,,,,,,0.0,
3d,bear,xgboost,weak_or_uncertain,5,0.023729614300677097,0.0151538580485541,0.6,0.8,0.8,0.15384615384615385,1.353846153846154
3d,sideway,cart,moderate_positive,4,0.005596294677811224,-0.0023617881661103504,0.5,0.5,0.5,0.04878048780487805,1.6097560975609757
3d,sideway,cart,reject,59,-0.01249188593368039,-0.0085909205760971,0.288135593220339,0.22033898305084745,0.22033898305084745,0.3170731707317073,0.7093840429929723
3d,sideway,cart,strong_or_moderate_positive,24,-0.00011831771103513443,0.0073819775925809,0.5416666666666666,0.5,0.5,0.2926829268292683,1.6097560975609757
3d,sideway,cart,strong_positive,20,-0.0012612401888044051,0.0073819775925809,0.55,0.5,0.5,0.24390243902439024,1.6097560975609757
3d,sideway,cart,weak_or_uncertain,49,-0.003567080554420486,-0.0061852481830834,0.42857142857142855,0.32653061224489793,0.32653061224489793,0.3902439024390244,1.051269288203086
3d,sideway,lightgbm,moderate_positive,9,0.01738807096116553,0.0104733975701718,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.17073170731707318,2.5040650406504064
3d,sideway,lightgbm,reject,77,-0.010698548977549547,-0.0084241823587709,0.35064935064935066,0.2857142857142857,0.2857142857142857,0.5365853658536586,0.9198606271777003
3d,sideway,lightgbm,strong_or_moderate_positive,16,0.011053258839602714,0.0100993688969288,0.6875,0.625,0.625,0.24390243902439024,2.0121951219512195
3d,sideway,lightgbm,strong_positive,7,0.002908500397593372,0.0016694490818029,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.07317073170731707,1.3797909407665505
3d,sideway,lightgbm,weak_or_uncertain,39,-0.006864402884126109,-0.0088570223534374,0.3333333333333333,0.23076923076923078,0.23076923076923078,0.21951219512195122,0.7429643527204504
3d,sideway,xgboost,moderate_positive,8,0.00983906645996296,0.0077341137123745,0.75,0.625,0.625,0.12195121951219512,2.0121951219512195
3d,sideway,xgboost,reject,86,-0.009763965003106077,-0.0084241823587709,0.37209302325581395,0.27906976744186046,0.27906976744186046,0.5853658536585366,0.8984685195689166
3d,sideway,xgboost,strong_or_moderate_positive,10,0.00847570455915862,0.0077341137123745,0.7,0.6,0.6,0.14634146341463414,1.9317073170731707
3d,sideway,xgboost,strong_positive,2,0.003022256955941249,0.003022256955941249,0.5,0.5,0.5,0.024390243902439025,1.6097560975609757
3d,sideway,xgboost,weak_or_uncertain,36,-0.004436219378973708,-0.0060898574146280495,0.3333333333333333,0.3055555555555556,0.3055555555555556,0.2682926829268293,0.983739837398374
