horizon,regime,model_name,signal_bucket,observations,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
5d,bear,cart,moderate_positive,0,,,,,,0.0,
5d,bear,cart,reject,24,0.014333450391200167,0.01844313540248405,0.7083333333333334,0.625,0.625,0.4838709677419355,0.8870967741935484
5d,bear,cart,strong_or_moderate_positive,2,0.045515175610449196,0.045515175610449196,1.0,1.0,1.0,0.06451612903225806,1.4193548387096773
5d,bear,cart,strong_positive,2,0.045515175610449196,0.045515175610449196,1.0,1.0,1.0,0.06451612903225806,1.4193548387096773
5d,bear,cart,weak_or_uncertain,18,0.025370587025677523,0.02428588697550755,0.7222222222222222,0.7777777777777778,0.7777777777777778,0.45161290322580644,1.103942652329749
5d,bear,lightgbm,moderate_positive,1,0.0428963070472505,0.0428963070472505,1.0,1.0,1.0,0.03225806451612903,1.4193548387096773
5d,bear,lightgbm,reject,38,0.017250331138104712,0.01898023108392595,0.6842105263157895,0.6578947368421053,0.6578947368421053,0.8064516129032258,0.933786078098472
5d,bear,lightgbm,strong_or_moderate_positive,2,0.045515175610449196,0.045515175610449196,1.0,1.0,1.0,0.06451612903225806,1.4193548387096773
5d,bear,lightgbm,strong_positive,1,0.0481340441736479,0.0481340441736479,1.0,1.0,1.0,0.03225806451612903,1.4193548387096773
5d,bear,lightgbm,weak_or_uncertain,4,0.03629019815075507,0.039038859721011454,1.0,1.0,1.0,0.12903225806451613,1.4193548387096773
5d,bear,xgboost,moderate_positive,1,0.0481340441736479,0.0481340441736479,1.0,1.0,1.0,0.03225806451612903,1.4193548387096773
5d,bear,xgboost,reject,37,0.016316517019315035,0.0167342799188641,0.6756756756756757,0.6486486486486487,0.6486486486486487,0.7741935483870968,0.9206625980819529
5d,bear,xgboost,strong_or_moderate_positive,1,0.0481340441736479,0.0481340441736479,1.0,1.0,1.0,0.03225806451612903,1.4193548387096773
5d,bear,xgboost,strong_positive,0,,,,,,0.0,
5d,bear,xgboost,weak_or_uncertain,6,0.039976425530598936,0.042436746679518744,1.0,1.0,1.0,0.1935483870967742,1.4193548387096773
5d,sideway,cart,moderate_positive,6,-0.0076912111676581164,-0.0203237703814711,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.06451612903225806,1.4193548387096773
5d,sideway,cart,reject,48,-0.01575179501611529,-0.0163532297628782,0.2708333333333333,0.22916666666666666,0.22916666666666666,0.3548387096774194,0.9758064516129031
5d,sideway,cart,strong_or_moderate_positive,29,-0.0015407759341470484,-0.0049916805324458,0.41379310344827586,0.3448275862068966,0.3448275862068966,0.3225806451612903,1.4682981090100111
5d,sideway,cart,strong_positive,23,6.368543111670792e-05,-0.0046743533811156,0.43478260869565216,0.34782608695652173,0.34782608695652173,0.25806451612903225,1.4810659186535764
5d,sideway,cart,weak_or_uncertain,55,-0.015286183954897763,-0.0087463556851311,0.2909090909090909,0.18181818181818182,0.18181818181818182,0.3225806451612903,0.7741935483870968
5d,sideway,lightgbm,moderate_positive,10,0.002658508968856459,-0.01192037305308165,0.3,0.3,0.3,0.0967741935483871,1.2774193548387096
5d,sideway,lightgbm,reject,70,-0.01899300098169411,-0.0163532297628782,0.2571428571428571,0.18571428571428572,0.18571428571428572,0.41935483870967744,0.7907834101382488
5d,sideway,lightgbm,strong_or_moderate_positive,31,0.002895308424385168,-0.0050272308336825,0.45161290322580644,0.3225806451612903,0.3225806451612903,0.3225806451612903,1.3735691987513006
5d,sideway,lightgbm,strong_positive,21,0.003008070069875028,0.0031308703819661,0.5238095238095238,0.3333333333333333,0.3333333333333333,0.22580645161290322,1.4193548387096773
5d,sideway,lightgbm,weak_or_uncertain,31,-0.012959782994210566,-0.0051347881899872,0.2903225806451613,0.25806451612903225,0.25806451612903225,0.25806451612903225,1.0988553590010406
5d,sideway,xgboost,moderate_positive,23,-0.007011864862153984,-0.0105263157894737,0.30434782608695654,0.17391304347826086,0.17391304347826086,0.12903225806451613,0.7405329593267882
5d,sideway,xgboost,reject,73,-0.016806497324496808,-0.0149077739408743,0.2876712328767123,0.2191780821917808,0.2191780821917808,0.5161290322580645,0.9332744144940344
5d,sideway,xgboost,strong_or_moderate_positive,27,-0.007212177743681245,-0.0105263157894737,0.3333333333333333,0.14814814814814814,0.14814814814814814,0.12903225806451613,0.6308243727598566
5d,sideway,xgboost,strong_positive,4,-0.008363976812463002,-0.00353330546265335,0.5,0.0,0.0,0.0,0.0
5d,sideway,xgboost,weak_or_uncertain,32,-0.006872052394234838,-0.0066884773829772,0.34375,0.34375,0.34375,0.3548387096774194,1.4637096774193548
