horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate
5d,bear,cart,combined_rank_based,rank_based_joint_score,1,,,11,11,0.03315942219481926,0.8181818181818182,0.8181818181818182,0.2903225806451613,1.1612903225806452
5d,bear,cart,combined_rank_based,rank_based_joint_score,3,,,11,33,0.02412134327490072,0.7272727272727273,0.7272727272727273,0.7741935483870968,1.032258064516129
5d,bear,cart,combined_rank_based,rank_based_joint_score,5,,,11,44,0.020265993797088586,0.7045454545454546,0.7045454545454546,1.0,1.0
5d,bear,cart,combined_weighted_linear,combined_score,1,,,11,11,0.03315942219481926,0.8181818181818182,0.8181818181818182,0.2903225806451613,1.1612903225806452
5d,bear,cart,combined_weighted_linear,combined_score,3,,,11,33,0.02412134327490072,0.7272727272727273,0.7272727272727273,0.7741935483870968,1.032258064516129
5d,bear,cart,combined_weighted_linear,combined_score,5,,,11,44,0.020265993797088586,0.7045454545454546,0.7045454545454546,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.5,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.55,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.6,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.65,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.5,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.55,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.6,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.65,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.5,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.55,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.6,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.65,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.5,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.55,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.6,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.65,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.65,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.5,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.55,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.6,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.65,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.5,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.55,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.6,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.65,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.5,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.55,2,2,0.045515175610449196,1.0,1.0,1.0,1.0
