fold_id,horizon,regime,model_name,observations_regression,mae,rmse,directional_accuracy,average_actual_return_x,average_predicted_return,observations_classification,accuracy,precision,recall,f1,roc_auc,positive_class_precision,realized_profit_rate,ranking_method,profit_rate,average_actual_return_y,rank_regression_rmse,rank_classification_f1,rank_combined_profit_rate,overall_rank
fold_005,3d,bull,lightgbm,4,0.014473495282444127,0.015757809797075698,0.75,-0.0017432188870967003,0.012730276395347424,4,0.75,0.6666666666666666,1.0,0.8,1.0,0.6666666666666666,0.5,combined_weighted_linear_gated,1.0,0.00787362207319315,2.0,2.0,1.0,1.6666666666666667
fold_005,3d,bull,xgboost,4,0.018736501829991252,0.025029356250971784,0.75,-0.0017432188870967003,0.0135416296543553,4,1.0,1.0,1.0,1.0,1.0,1.0,0.5,combined_weighted_linear_gated,1.0,0.00787362207319315,4.0,1.0,1.0,2.0
fold_005,5d,bull,xgboost,12,0.013701867289403159,0.01579898718814298,0.4166666666666667,0.006652746961759884,0.01432705204933879,12,0.5,0.5,0.5,0.5,0.5277777777777778,0.5,0.5,combined_weighted_linear_gated,1.0,0.0240725770232641,3.0,3.0,1.0,2.3333333333333335
fold_005,3d,bull,cart,4,0.03366513493580772,0.04405066404472789,0.5,-0.0017432188870967003,0.018871691375067823,4,1.0,1.0,1.0,1.0,1.0,1.0,0.5,combined_weighted_linear_gated,1.0,0.0131423757371524,6.0,1.0,1.0,2.6666666666666665
fold_005,5d,bull,lightgbm,12,0.013913878449673059,0.01569781262226007,0.5833333333333334,0.006652746961759884,0.013997051259277022,12,0.4166666666666667,0.42857142857142855,0.5,0.46153846153846156,0.4444444444444445,0.42857142857142855,0.5,combined_weighted_linear_gated,0.5,0.01203628851163205,1.0,4.0,3.0,2.6666666666666665
fold_005,5d,bull,cart,12,0.026033816416030208,0.0293297924542165,0.4166666666666667,0.006652746961759884,0.003459254427468942,12,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.5833333333333334,0.6666666666666666,0.5,combined_rank_based,0.5555555555555556,0.009503339816987401,5.0,5.0,2.0,4.0
fold_005,20d,bull,lightgbm,16,0.07058618042100463,0.08306019480111386,0.25,-0.03989152289517818,0.011202892708075583,16,0.3125,0.0,0.0,0.0,,0.0,0.0,combined_weighted_linear_gated,0.0,-0.03561991551153706,7.0,6.0,4.0,5.666666666666667
fold_005,20d,bull,xgboost,16,0.08482719229590738,0.09204406287933677,0.0625,-0.03989152289517818,0.0449356694007292,16,0.25,0.0,0.0,0.0,,0.0,0.0,combined_rank_based,0.0,-0.03724004995126622,8.0,6.0,4.0,6.0
fold_005,20d,bull,cart,16,0.10253400892550762,0.12524330623365307,0.5,-0.03989152289517818,-0.0034498018906877065,16,0.5,0.0,0.0,0.0,,0.0,0.0,combined_rank_based,0.0,-0.03583280905216916,9.0,6.0,4.0,6.333333333333333
fold_005,5d,sideway,cart,132,0.04085994194879278,0.05005068389588739,0.5,-0.00669451881780149,0.007765799302611602,132,0.48484848484848486,0.2698412698412698,0.4358974358974359,0.3333333333333333,0.4706368899917287,0.2698412698412698,0.29545454545454547,combined_weighted_linear_gated,0.36,-0.004243377233365899,5.0,1.0,1.0,2.3333333333333335
fold_005,3d,sideway,lightgbm,140,0.01941267711133403,0.027136038705279742,0.4357142857142857,-0.0033192510807738317,0.0061642218157437695,140,0.5785714285714286,0.25,0.2564102564102564,0.25316455696202533,0.4452906829144453,0.25,0.2785714285714286,combined_weighted_linear_gated,0.28125,-0.012922942537767925,1.0,6.0,5.0,4.0
fold_005,20d,sideway,cart,128,0.10922975278557874,0.1251474904399729,0.4453125,-0.008585491172375673,-0.012285415518278867,128,0.484375,0.26785714285714285,0.375,0.3125,0.4545454545454546,0.26785714285714285,0.3125,combined_rank_based,0.3229166666666667,-0.006214015606093831,9.0,2.0,2.0,4.333333333333333
fold_005,20d,sideway,lightgbm,128,0.06413413161429643,0.0796859728679728,0.3671875,-0.008585491172375673,-0.0011002149908071368,128,0.390625,0.2361111111111111,0.425,0.30357142857142855,0.3588068181818182,0.2361111111111111,0.3125,combined_weighted_linear,0.3125,-0.00781263339533709,8.0,3.0,3.0,4.666666666666667
fold_005,20d,sideway,xgboost,128,0.06473550202677807,0.07539809098479837,0.3046875,-0.008585491172375673,0.024766436273921475,128,0.2890625,0.20689655172413793,0.45,0.28346456692913385,0.25852272727272724,0.20689655172413793,0.3125,combined_rank_based,0.2916666666666667,-0.012058191850754504,7.0,5.0,4.0,5.333333333333333
fold_005,3d,sideway,xgboost,140,0.020948393357026546,0.028365334597654335,0.38571428571428573,-0.0033192510807738317,0.007765872446881437,140,0.5428571428571428,0.2222222222222222,0.2564102564102564,0.23809523809523808,0.3797918253363798,0.2222222222222222,0.2785714285714286,combined_weighted_linear_gated,0.2631578947368421,-0.011060066867484675,2.0,8.0,6.0,5.333333333333333
fold_005,5d,sideway,lightgbm,132,0.03131816712862907,0.040729234708416995,0.4166666666666667,-0.00669451881780149,0.01351343575846436,132,0.3939393939393939,0.22666666666666666,0.4358974358974359,0.2982456140350877,0.42321477805348773,0.22666666666666666,0.29545454545454547,combined_weighted_linear_gated,0.23684210526315788,-0.014753936816404262,4.0,4.0,9.0,5.666666666666667
fold_005,5d,sideway,xgboost,132,0.03160660917824829,0.04042688835973548,0.4393939393939394,-0.00669451881780149,0.014368182607458091,132,0.3939393939393939,0.19402985074626866,0.3333333333333333,0.24528301886792453,0.3826854149434794,0.19402985074626866,0.29545454545454547,combined_rank_based,0.25252525252525254,-0.009471583740885423,3.0,7.0,7.0,5.666666666666667
fold_005,3d,sideway,cart,140,0.04498732374947838,0.05361999918150781,0.4857142857142857,-0.0033192510807738317,0.012699158302740123,140,0.42857142857142855,0.19402985074626866,0.3333333333333333,0.24528301886792453,0.3993399339933993,0.19402985074626866,0.2785714285714286,combined_weighted_linear_gated,0.25,-0.0006849202738390927,6.0,7.0,8.0,7.0
