fold_id,horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate,rank_in_regime
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.5,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.55,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.6,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.65,1,1,0.0131423757371524,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.55,1,2,0.00787362207319315,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.6,1,1,0.0026048684092339,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.65,1,1,0.0026048684092339,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,1,2,0.00787362207319315,1.0,1.0,1.0,1.0,1.0
fold_005,3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,1,2,0.00787362207319315,1.0,1.0,1.0,1.0,1.0
