step_size,ticker,horizon,model_name,observations,mae,rmse,mape,smape,correlation,directional_accuracy,precision,recall,f1,brier_score
1,ACB,long_3m,cart,243,0.14107180547950668,0.19646504016309552,264.6201064193968,139.1177731588307,-0.426880523377087,0.6748971193415638,0.6,0.5567010309278351,0.5775401069518716,0.29207440045267485
1,ACB,long_3m,stacking_final,243,0.14958035475702425,0.1789873208061001,320.51268939770466,169.69025648147564,-0.49597872167720963,0.3004115226337449,0.1523809523809524,0.16494845360824742,0.15841584158415842,
1,ACB,long_6m,cart,180,0.21106909586561473,0.2360658971037246,144.07860701501056,177.61313264692262,-0.0035946883598910488,0.22777777777777777,0.8,0.05517241379310345,0.1032258064516129,0.7402563935555555
1,ACB,long_6m,stacking_final,180,0.23514145275732556,0.25220373877541064,172.17101599297982,188.2763101401143,-0.5318206071800059,0.08333333333333333,0.3,0.10344827586206896,0.15384615384615385,
1,ACB,short_10d,cart,296,0.06938497584979422,0.08668133341890052,424.4658792883102,159.08552689167058,-0.17937191656626136,0.4189189189189189,0.45454545454545453,0.27607361963190186,0.3435114503816794,0.5039399870608108
1,ACB,short_10d,stacking_final,296,0.03988302108601209,0.055293747380551546,168.50207175975385,162.20149864456806,-0.07086359662276079,0.46621621621621623,0.5120772946859904,0.6503067484662577,0.572972972972973,
1,ACB,short_20d,cart,286,0.07060320205390748,0.08951682545260474,299.46113094416546,163.50670845760905,-0.1329835275574798,0.45104895104895104,0.45217391304347826,0.3561643835616438,0.39846743295019155,0.42459981650349643
1,ACB,short_20d,stacking_final,286,0.06332207691350147,0.07743721657079908,191.33155397218567,178.47776162304987,-0.27926604242355535,0.27972027972027974,0.3170731707317073,0.3561643835616438,0.33548387096774196,
1,ACB,short_30d,cart,276,0.10632885213954604,0.14287296262378532,275.0308993578651,162.04108616778674,-0.12531720609640679,0.39492753623188404,0.35443037974683544,0.19444444444444445,0.25112107623318386,0.48706322739130437
1,ACB,short_30d,stacking_final,276,0.08440065848660432,0.09977976001436205,223.28445255556636,178.1579226341318,-0.2790005683819366,0.2391304347826087,0.2962962962962963,0.3333333333333333,0.3137254901960784,
1,ACB,short_5d,cart,301,0.05262231612409069,0.06578756923120234,519.7145363050707,169.09097831957027,-0.08550954285793393,0.5448504983388704,0.5655737704918032,0.45098039215686275,0.5018181818181818,0.3081871314950166
1,ACB,short_5d,stacking_final,301,0.027154723878909274,0.03888605764569022,152.78920475600006,166.7641394184166,-0.019305775917932956,0.45514950166112955,0.47058823529411764,0.5751633986928104,0.5176470588235295,
1,DGC,long_3m,cart,243,0.394899091188122,0.4388702696450789,833.1876040863726,156.3586859077296,-0.266600084106209,0.7366255144032922,0.26666666666666666,0.07017543859649122,0.1111111111111111,0.25947971123456787
1,DGC,long_3m,stacking_final,243,0.3041216860580674,0.36168423662580806,280.0654846748617,180.5954614305932,-0.46130912997415574,0.18518518518518517,0.013793103448275862,0.03508771929824561,0.019801980198019802,
1,DGC,long_6m,cart,180,0.3029640729776164,0.3359464137636399,818.7421615741863,117.63136126561474,0.324451379993709,0.7555555555555555,0.0,0.0,0.0,0.24444444444444444
1,DGC,long_6m,stacking_final,180,0.3613636939106945,0.3772858189079466,836.1540857923889,162.12100761678488,-0.6067470721981261,0.4777777777777778,0.0,0.0,0.0,
1,DGC,short_10d,cart,296,0.1309853547901897,0.16228731266319585,927.9396576299712,156.78565103911362,-0.11490665715696001,0.5608108108108109,0.5454545454545454,0.38848920863309355,0.453781512605042,0.3875279383108108
1,DGC,short_10d,stacking_final,296,0.06582657220281099,0.0985939589941275,207.41890188457077,167.74954905117053,-0.0075280100059001665,0.40202702702702703,0.4144144144144144,0.6618705035971223,0.5096952908587258,
1,DGC,short_20d,cart,286,0.1458311060874187,0.1682229798230366,1065.1802232555726,151.0362958036881,0.020378208898680045,0.493006993006993,0.40217391304347827,0.29133858267716534,0.3378995433789954,0.3663058163636364
1,DGC,short_20d,stacking_final,286,0.10368646190606509,0.13469221995416233,525.13786303785,166.3980534731998,-0.1281901129566982,0.5209790209790209,0.4576271186440678,0.4251968503937008,0.44081632653061226,
1,DGC,short_30d,cart,276,0.12417917602282111,0.16110128291228237,396.779960799542,130.95484892118185,0.002684507268466161,0.6159420289855072,0.5267175572519084,0.6106194690265486,0.5655737704918032,0.33827006097826084
1,DGC,short_30d,stacking_final,276,0.11709178637883177,0.14641585254311024,213.49572160949486,171.60595212509097,-0.2591125083538128,0.3079710144927536,0.27325581395348836,0.415929203539823,0.3298245614035088,
1,DGC,short_5d,cart,301,0.08612524687842799,0.10734925839512652,742.3421997035832,154.24001226647644,0.13436780048083222,0.5016611295681063,0.42391304347826086,0.2867647058823529,0.34210526315789475,0.3415705848504983
1,DGC,short_5d,stacking_final,301,0.04884797491914528,0.07339024977225028,246.89549491497647,171.6335226886502,0.0018245791963396893,0.4186046511627907,0.38461538461538464,0.47794117647058826,0.4262295081967213,
1,FPT,long_3m,cart,243,0.1082548812738535,0.14413136983670885,297.29917035667495,123.97818030113417,0.005206604742471634,0.6337448559670782,0.3617021276595745,0.2236842105263158,0.2764227642276423,0.2851079092181069
1,FPT,long_3m,stacking_final,243,0.11449560677113889,0.13693722900949476,298.97739196612383,148.46143399274567,0.08692744383498612,0.5267489711934157,0.3142857142857143,0.4342105263157895,0.36464088397790057,
1,FPT,long_6m,cart,180,0.0829373204838321,0.09789528216272952,165.1345764250194,97.17178061837727,0.21697715330564757,0.7666666666666667,0.06060606060606061,0.15384615384615385,0.08695652173913043,0.23333333333333334
1,FPT,long_6m,stacking_final,180,0.11461532456979096,0.14965006469696404,184.03668155031244,127.02987823404735,-0.04472167470690683,0.5277777777777778,0.09090909090909091,0.6153846153846154,0.15841584158415842,
1,FPT,short_10d,cart,296,0.06282355123529097,0.07780202499576214,330.70648208591115,141.79058259751415,0.1905193327761601,0.42567567567567566,0.31382978723404253,0.59,0.4097222222222222,0.37512341155405404
1,FPT,short_10d,stacking_final,296,0.05021631658227807,0.06455218459656022,144.8266844500209,175.21392021312337,-0.190302350898675,0.3108108108108108,0.23737373737373738,0.47,0.31543624161073824,
1,FPT,short_20d,cart,286,0.089608474134309,0.12309002401569977,576.9557912417858,140.27970614679947,0.09325523242261856,0.6363636363636364,0.5,0.6538461538461539,0.5666666666666667,0.2660617892657343
1,FPT,short_20d,stacking_final,286,0.07970993693519193,0.10076117248535049,287.0921400428224,160.09635902672943,-0.10171770893535216,0.3881118881118881,0.31413612565445026,0.5769230769230769,0.4067796610169492,
1,FPT,short_30d,cart,276,0.09420004268566537,0.13482502342105518,209.36370613234575,126.28692375863876,0.06820580982144178,0.6123188405797102,0.5,0.616822429906542,0.5523012552301255,0.23465483579710147
1,FPT,short_30d,stacking_final,276,0.0889954267124556,0.11186661079392707,156.27819497060932,154.00249542613363,0.054619875607763026,0.39492753623188404,0.32142857142857145,0.5046728971962616,0.3927272727272727,
1,FPT,short_5d,cart,301,0.06468781792487509,0.07751258390457268,638.4341484312631,152.34638890842223,-0.012060888723433659,0.5149501661129569,0.40789473684210525,0.5254237288135594,0.45925925925925926,0.3239152557142857
1,FPT,short_5d,stacking_final,301,0.03506846571270211,0.04596213543512634,133.8998710727875,168.15160205871126,-0.04586679932179464,0.4318936877076412,0.3551912568306011,0.5508474576271186,0.4318936877076412,
1,MSN,long_3m,cart,243,0.1745705763939422,0.20776144842755861,395.48076022453046,133.3483361192061,-0.061431263452845844,0.6502057613168725,0.588957055214724,0.8421052631578947,0.6931407942238267,0.33048955921810697
1,MSN,long_3m,stacking_final,243,0.19907057006007475,0.23871575748264445,281.9785055307959,183.47042542003925,-0.695845880135937,0.1646090534979424,0.2129032258064516,0.2894736842105263,0.24535315985130113,
1,MSN,long_6m,cart,180,0.3651892000879004,0.3882435591435658,685.204690716638,122.57478829618542,0.46555304509652434,0.8,0.8,1.0,0.8888888888888888,0.2000276645
1,MSN,long_6m,stacking_final,180,0.30360282151704987,0.3311735749137195,540.5884456693032,115.6821975775109,0.6428791699927537,0.7944444444444444,0.7988826815642458,0.9930555555555556,0.8854489164086687,
1,MSN,short_10d,cart,296,0.05639917418276432,0.1050699209124319,215.3457122769973,151.91929042302934,-0.006081465833905579,0.5033783783783784,0.5527950310559007,0.5426829268292683,0.5476923076923077,0.31849445195945947
1,MSN,short_10d,stacking_final,296,0.05858969808294883,0.10549145498341887,165.89098866803164,168.58118460313884,-0.06060555186048505,0.38175675675675674,0.45701357466063347,0.6158536585365854,0.5246753246753246,
1,MSN,short_20d,cart,286,0.06431241169649403,0.08433075810519892,165.4875084058491,147.04155491767705,0.16136690734823697,0.5524475524475524,0.6421052631578947,0.3935483870967742,0.488,0.3586519337762238
1,MSN,short_20d,stacking_final,286,0.06776686699757828,0.08810631015407014,145.3846842013559,161.1686468731929,-0.3227342249213979,0.3776223776223776,0.44651162790697674,0.6193548387096774,0.518918918918919,
1,MSN,short_30d,cart,276,0.08294340756826424,0.1025915761412544,208.74948629659445,135.75486899254332,0.18473572403483665,0.4492753623188406,0.50625,0.525974025974026,0.5159235668789809,0.3620037493478261
1,MSN,short_30d,stacking_final,276,0.09125778480472307,0.11267154239427436,166.78064304863562,162.27848929536188,-0.5439264691873418,0.34782608695652173,0.4375,0.5909090909090909,0.5027624309392266,
1,MSN,short_5d,cart,301,0.036703538306335146,0.052507290177252176,122.49980923216643,159.13329721759817,0.006829228402988414,0.5116279069767442,0.5648854961832062,0.45121951219512196,0.5016949152542373,0.28218101803986706
1,MSN,short_5d,stacking_final,301,0.038250128214718404,0.0532719360525319,131.54401682993907,175.10477876484742,-0.11637170568767759,0.43521594684385384,0.4855769230769231,0.6158536585365854,0.543010752688172,
1,MWG,long_3m,cart,243,0.400104717713881,0.4201434913821149,888.7420933464044,195.12629332429304,0.031855780984777,0.09876543209876543,0.4,0.037209302325581395,0.06808510638297872,0.8741899973251028
1,MWG,long_3m,stacking_final,243,0.20955733287883258,0.2579825573625116,510.83112028252845,148.64243154642912,0.16103171792615847,0.4732510288065844,0.8717948717948718,0.4744186046511628,0.6144578313253012,
1,MWG,long_6m,cart,180,0.4950461907927369,0.5453677017979612,305.6718790688323,164.95915132651413,0.279623099916768,0.2611111111111111,1.0,0.24858757062146894,0.39819004524886875,0.732874529
1,MWG,long_6m,stacking_final,180,0.3819882894051971,0.46150364190897697,141.12403451513137,142.91964663833068,-0.0804758225539855,0.5055555555555555,0.9680851063829787,0.5141242937853108,0.6715867158671587,
1,MWG,short_10d,cart,296,0.07350049940605001,0.09747223327532256,354.1953625066121,138.84733403455738,0.003744489478721708,0.4831081081081081,0.5966386554621849,0.4034090909090909,0.48135593220338985,0.37909735304054054
1,MWG,short_10d,stacking_final,296,0.04988959621720963,0.0630453820705962,122.90813546039199,168.53439986185427,-0.15938099222427882,0.4527027027027027,0.5321100917431193,0.6590909090909091,0.5888324873096447,
1,MWG,short_20d,cart,286,0.11353265000165126,0.1408987009074977,453.75944593309816,139.9977885229171,0.11424143218409868,0.44755244755244755,0.6349206349206349,0.4166666666666667,0.5031446540880503,0.4373524263286713
1,MWG,short_20d,stacking_final,286,0.06807294540967108,0.08551111367659633,160.99193657997927,165.87003979448866,-0.05917867409831751,0.5314685314685315,0.6907894736842105,0.546875,0.6104651162790697,
1,MWG,short_30d,cart,276,0.18214970196002372,0.22028765858818583,706.8875517520802,161.8434164002412,-0.11613259969591239,0.4384057971014493,0.82,0.3744292237442922,0.5141065830721003,0.49131483286231886
1,MWG,short_30d,stacking_final,276,0.0784464383316773,0.09803597512803204,164.90600864028812,165.57062667853822,-0.28400835398175117,0.4746376811594203,0.7176470588235294,0.5570776255707762,0.6272493573264781,
1,MWG,short_5d,cart,301,0.042277291479457885,0.05819298944670867,417.03845884087525,142.28567063601756,-0.029455581484927676,0.5049833887043189,0.5725806451612904,0.4251497005988024,0.4879725085910653,0.4003390416611296
1,MWG,short_5d,stacking_final,301,0.03824442747028654,0.05145282340237583,211.92653734448487,173.0227970230206,-0.10509591689787198,0.49169435215946844,0.5336538461538461,0.6646706586826348,0.592,
1,SSI,long_3m,cart,243,0.22796020240798504,0.2727504641969428,521.4480888918373,126.58711236864502,0.5151156623302939,0.551440329218107,0.4421052631578947,0.42857142857142855,0.43523316062176165,0.4089811509465021
1,SSI,long_3m,stacking_final,243,0.31148676857369445,0.39353748366512814,291.96950168559624,189.13357160522185,-0.8481404261739166,0.09465020576131687,0.12804878048780488,0.21428571428571427,0.16030534351145037,
1,SSI,long_6m,cart,180,0.4980708314209481,0.5258060377164925,549.8906127831676,180.22547914970622,0.6699701549020901,0.35,0.65625,0.42857142857142855,0.5185185185185185,0.5539862735
1,SSI,long_6m,stacking_final,180,0.43097387688222166,0.49192215879723666,134.43178983168198,186.58985400659213,-0.7338834259938093,0.09444444444444444,0.34,0.11564625850340136,0.17258883248730963,
1,SSI,short_10d,cart,296,0.0734363658700444,0.09532553003173526,267.1967971289749,146.62387585107035,0.0684026319455287,0.5912162162162162,0.6098654708520179,0.8,0.6921119592875318,0.3384963073986486
1,SSI,short_10d,stacking_final,296,0.06376271375182405,0.0816406505400617,122.84914451488038,171.04423056814463,-0.10375034235393613,0.42567567567567566,0.5,0.6352941176470588,0.5595854922279793,
1,SSI,short_20d,cart,286,0.12853152569351345,0.16138658531340103,383.2417938091264,130.39696891037545,0.20509013025900133,0.4965034965034965,0.6228070175438597,0.4127906976744186,0.4965034965034965,0.4562854408741259
1,SSI,short_20d,stacking_final,286,0.10595500938252857,0.13781010359056517,178.4152048086982,175.2742535412169,0.013343408912097957,0.44405594405594406,0.5363128491620112,0.5581395348837209,0.5470085470085471,
1,SSI,short_30d,cart,276,0.1902215230532931,0.2366372471583353,283.26141886870425,137.076609181268,0.04656464662948978,0.5253623188405797,0.6396396396396397,0.4382716049382716,0.5201465201465202,0.4325899292028985
