model_name,ranking_method,score_column,top_k,ranking_group_mode,return_threshold,probability_threshold,groups_covered,observations,coverage_ratio,average_actual_return,median_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_base_rate
cart,combined_rank_based,rank_based_joint_score,1,date,,,42,42,1.0,0.002365473974965956,0.00202991073467535,0.40476190476190477,0.40476190476190477,0.2125,0.8500000000000001
cart,combined_rank_based,rank_based_joint_score,3,date,,,42,126,1.0,0.0046336737553156985,0.0055056627344235,0.4603174603174603,0.4603174603174603,0.725,0.9666666666666667
cart,combined_rank_based,rank_based_joint_score,5,date,,,42,168,0.8,0.010822001886539265,0.0064643927778668,0.47619047619047616,0.47619047619047616,1.0,1.0
cart,combined_weighted_linear,combined_score,1,date,,,42,42,1.0,0.003590124657123315,0.0041894135770689,0.42857142857142855,0.42857142857142855,0.225,0.9
cart,combined_weighted_linear,combined_score,3,date,,,42,126,1.0,0.004633673755315698,0.0055056627344235,0.4603174603174603,0.4603174603174603,0.725,0.9666666666666667
cart,combined_weighted_linear,combined_score,5,date,,,42,168,0.8,0.010822001886539265,0.0064643927778668,0.47619047619047616,0.47619047619047616,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.5,25,25,1.0,0.007977742718938707,0.0070224719101124,0.48,0.48,0.9230769230769231,1.0707692307692307
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.55,25,25,1.0,0.007977742718938707,0.0070224719101124,0.48,0.48,0.9230769230769231,1.0707692307692307
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.6,25,25,1.0,0.007977742718938707,0.0070224719101124,0.48,0.48,0.9230769230769231,1.0707692307692307
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.65,25,25,1.0,0.007977742718938707,0.0070224719101124,0.48,0.48,0.9230769230769231,1.0707692307692307
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.5,23,23,1.0,0.006831932300660043,0.0070224719101124,0.4782608695652174,0.4782608695652174,0.9166666666666666,1.0760869565217392
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.55,23,23,1.0,0.006831932300660043,0.0070224719101124,0.4782608695652174,0.4782608695652174,0.9166666666666666,1.0760869565217392
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.6,23,23,1.0,0.006831932300660043,0.0070224719101124,0.4782608695652174,0.4782608695652174,0.9166666666666666,1.0760869565217392
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.65,23,23,1.0,0.006831932300660043,0.0070224719101124,0.4782608695652174,0.4782608695652174,0.9166666666666666,1.0760869565217392
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.5,21,21,1.0,0.006122667380367499,0.0059063136456212,0.47619047619047616,0.47619047619047616,0.9090909090909091,0.9956709956709956
