model_name,bucket_family,signal_bucket,observations,coverage_ratio,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
cart,combined_signal,moderate_positive,7,0.041666666666666664,0.03032190435123403,0.0133995037220844,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.0375,0.9
cart,combined_signal,reject,77,0.4583333333333333,0.019765519751787086,0.0125482625482626,0.6493506493506493,0.5454545454545454,0.5454545454545454,0.525,1.1454545454545455
cart,combined_signal,strong_or_moderate_positive,27,0.16071428571428573,0.009641499622111619,0.0059063136456212,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.15,0.9333333333333333
cart,combined_signal,strong_positive,20,0.11904761904761904,0.0024033579669187743,0.0020185773835583497,0.5,0.45,0.45,0.1125,0.9450000000000001
cart,combined_signal,weak_or_uncertain,64,0.38095238095238093,0.0005598563477183954,0.00259403808626595,0.546875,0.40625,0.40625,0.325,0.853125
cart,predicted_return_only,moderate_positive,14,0.08333333333333333,0.012681668474113058,0.00097799511002435,0.5,0.2857142857142857,0.2857142857142857,0.05,0.6
cart,predicted_return_only,reject,119,0.7083333333333334,0.0125619814468014,0.0074116305587228,0.6050420168067226,0.5042016806722689,0.5042016806722689,0.75,1.0588235294117647
cart,predicted_return_only,strong_or_moderate_positive,44,0.2619047619047619,0.008218605830627494,0.00556474276772995,0.5681818181818182,0.4318181818181818,0.4318181818181818,0.2375,0.9068181818181819
cart,predicted_return_only,strong_positive,30,0.17857142857142858,0.006135843263667567,0.00709897241950495,0.6,0.5,0.5,0.1875,1.05
cart,predicted_return_only,weak_or_uncertain,5,0.02976190476190476,-0.0076796263556758605,0.0025906735751295,0.6,0.2,0.2,0.0125,0.42000000000000004
cart,profit_probability_only,moderate_positive,0,0.0,,,,,,0.0,
cart,profit_probability_only,reject,97,0.5773809523809523,0.01590243227630449,0.0071754729288975,0.6288659793814433,0.5051546391752577,0.5051546391752577,0.6125,1.0608247422680412
cart,profit_probability_only,strong_or_moderate_positive,71,0.4226190476190476,0.003881132199113533,0.0025906735751295,0.5492957746478874,0.43661971830985913,0.43661971830985913,0.3875,0.9169014084507042
cart,profit_probability_only,strong_positive,71,0.4226190476190476,0.003881132199113533,0.0025906735751295,0.5492957746478874,0.43661971830985913,0.43661971830985913,0.3875,0.9169014084507042
cart,profit_probability_only,weak_or_uncertain,0,0.0,,,,,,0.0,
lightgbm,combined_signal,moderate_positive,15,0.08928571428571429,0.013104839677526793,0.0019559902200487,0.6666666666666666,0.4,0.4,0.075,0.8400000000000001
lightgbm,combined_signal,reject,92,0.5476190476190477,0.005378052694509981,0.0025906735751295,0.532608695652174,0.41304347826086957,0.41304347826086957,0.475,0.8673913043478262
lightgbm,combined_signal,strong_or_moderate_positive,33,0.19642857142857142,0.020595979756629815,0.0093840230991337,0.6666666666666666,0.48484848484848486,0.48484848484848486,0.2,1.0181818181818183
lightgbm,combined_signal,strong_positive,18,0.10714285714285714,0.026838596489215664,0.035471707606131345,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.125,1.1666666666666667
lightgbm,combined_signal,weak_or_uncertain,43,0.25595238095238093,0.014968561327323123,0.0179119754350052,0.6744186046511628,0.6046511627906976,0.6046511627906976,0.325,1.2697674418604652
lightgbm,predicted_return_only,moderate_positive,27,0.16071428571428573,0.021684016970302138,0.0118471953578336,0.8148148148148148,0.5555555555555556,0.5555555555555556,0.1875,1.1666666666666667
lightgbm,predicted_return_only,reject,96,0.5714285714285714,0.006187131690031861,0.00259403808626595,0.5416666666666666,0.4270833333333333,0.4270833333333333,0.5125,0.896875
lightgbm,predicted_return_only,strong_or_moderate_positive,54,0.32142857142857145,0.01786039727067591,0.0121977289530481,0.6851851851851852,0.5185185185185185,0.5185185185185185,0.35,1.0888888888888888
lightgbm,predicted_return_only,strong_positive,27,0.16071428571428573,0.014036777571049684,0.0151589242053791,0.5555555555555556,0.48148148148148145,0.48148148148148145,0.1625,1.011111111111111
lightgbm,predicted_return_only,weak_or_uncertain,18,0.10714285714285714,0.014426123448835485,0.019252767382856903,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.1375,1.2833333333333334
lightgbm,profit_probability_only,moderate_positive,5,0.02976190476190476,0.008701030150098498,-0.00325430032543,0.4,0.4,0.4,0.025,0.8400000000000001
lightgbm,profit_probability_only,reject,121,0.7202380952380952,0.006833474053679582,0.0045132172791746,0.5702479338842975,0.45454545454545453,0.45454545454545453,0.6875,0.9545454545454546
lightgbm,profit_probability_only,strong_or_moderate_positive,42,0.25,0.023093079004852232,0.0114444810202514,0.6666666666666666,0.5238095238095238,0.5238095238095238,0.275,1.1
lightgbm,profit_probability_only,strong_positive,37,0.22023809523809523,0.025037950471710844,0.0118471953578336,0.7027027027027027,0.5405405405405406,0.5405405405405406,0.25,1.1351351351351353
lightgbm,profit_probability_only,weak_or_uncertain,5,0.02976190476190476,0.004267327647914683,0.0246851385390427,0.6,0.6,0.6,0.0375,1.26
xgboost,combined_signal,moderate_positive,16,0.09523809523809523,0.03220577849483816,0.0229808671418617,0.75,0.6875,0.6875,0.1375,1.44375
xgboost,combined_signal,reject,61,0.3630952380952381,-0.0026849799477718633,-0.0051679586563307,0.47540983606557374,0.3114754098360656,0.3114754098360656,0.2375,0.6540983606557378
xgboost,combined_signal,strong_or_moderate_positive,46,0.27380952380952384,0.020441996837668695,0.0122841313432048,0.6521739130434783,0.5434782608695652,0.5434782608695652,0.3125,1.141304347826087
xgboost,combined_signal,strong_positive,30,0.17857142857142858,0.014167979953844978,0.00820324750462305,0.6,0.4666666666666667,0.4666666666666667,0.175,0.9800000000000001
xgboost,combined_signal,weak_or_uncertain,61,0.3630952380952381,0.017074561298687216,0.0141965678627147,0.6721311475409836,0.5901639344262295,0.5901639344262295,0.45,1.239344262295082
xgboost,predicted_return_only,moderate_positive,38,0.2261904761904762,0.014822390004602193,0.01272411581363185,0.7105263157894737,0.5789473684210527,0.5789473684210527,0.275,1.2157894736842108
xgboost,predicted_return_only,reject,68,0.40476190476190477,0.0019794576037265583,-9.996344030316351e-17,0.5,0.35294117647058826,0.35294117647058826,0.3,0.7411764705882354
xgboost,predicted_return_only,strong_or_moderate_positive,81,0.48214285714285715,0.015948896883648565,0.0137885751805646,0.6790123456790124,0.5679012345679012,0.5679012345679012,0.575,1.1925925925925926
