date,ticker,horizon,model_name,actual_return,predicted_return,actual_profit_label,predicted_profit_label,predicted_profit_probability
2024-12-23,ACB,20d,cart,0.0,0.012364760432766575,0,1,1.0
2024-12-24,ACB,20d,cart,0.0,0.012364760432766575,0,1,1.0
2024-12-25,ACB,20d,cart,0.015766841853798397,0.13613231552162852,1,1,1.0
2024-12-26,ACB,20d,cart,0.016182770109471667,0.12222925902469917,1,1,1.0
2024-12-27,ACB,20d,cart,0.014251781472684133,0.13613231552162852,1,1,1.0
2024-12-30,ACB,20d,cart,0.009995240361732272,0.1286173633440515,1,1,1.0
2024-12-31,ACB,20d,cart,0.03207276208712284,0.09648562300319496,1,1,1.0
2025-01-02,ACB,20d,cart,0.021978021978022122,0.11208515967438948,1,0,0.0
2025-01-03,ACB,20d,cart,-0.023288309268747143,0.052169137836353574,0,1,1.0
2025-01-06,ACB,20d,cart,-0.03313112459169387,0.0858676207513418,0,1,1.0
2025-01-07,ACB,20d,cart,-0.019709056780853995,-0.0025839793281654533,0,1,1.0
2025-01-08,ACB,20d,cart,-0.013692162417374809,-0.011553273427471145,0,1,1.0
2025-01-09,ACB,20d,cart,-0.017436380772855697,-0.011553273427471145,0,1,1.0
2025-01-10,ACB,20d,cart,-0.023651844843897818,-0.011553273427471145,0,0,0.0
2025-01-13,ACB,20d,cart,-0.015706806282722585,-0.009026434558349505,0,0,0.0
2025-01-14,ACB,20d,cart,-0.019514516896715906,-0.009026434558349505,0,0,0.0
2025-01-15,ACB,20d,cart,-0.01187648456057011,-0.009026434558349505,0,0,0.0
2025-01-16,ACB,20d,cart,-0.011899095668729154,-0.0025839793281654533,0,0,0.0
2025-01-17,ACB,20d,cart,0.006274131274131456,-0.05346912794398484,0,1,1.0
2025-01-20,ACB,20d,cart,0.008204633204633272,-0.060723514211886376,0,0,0.0
2025-01-21,ACB,20d,cart,0.0024038461538462563,-0.060723514211886376,0,1,1.0
2025-01-22,ACB,20d,cart,-0.006223073240784971,-0.060723514211886376,0,1,1.0
2025-01-23,ACB,20d,cart,-0.005644402634054635,-0.05346912794398484,0,0,0.0
2025-01-24,ACB,20d,cart,-0.00796252927400476,-0.05346912794398484,0,0,0.0
2025-02-03,ACB,20d,cart,-0.01779859484777524,-0.04916985951468711,0,0,0.0
2025-02-04,ACB,20d,cart,-0.005655042412818001,-0.060723514211886376,0,0,0.0
2025-02-05,ACB,20d,cart,-0.01576994434137291,-0.04916985951468711,0,0,0.0
2025-02-06,ACB,20d,cart,-0.003740065451145469,-0.060723514211886376,0,0,0.0
2025-02-07,ACB,20d,cart,0.023843586075345646,-0.060723514211886376,1,1,1.0
2025-02-10,ACB,20d,cart,0.04054054054054057,-0.05346912794398484,1,1,1.0
2025-02-11,ACB,20d,cart,0.03398755385351837,-0.060723514211886376,1,1,1.0
2025-02-12,ACB,20d,cart,0.02584968884633798,-0.060723514211886376,1,1,1.0
2025-02-13,ACB,20d,cart,0.029736211031174964,-0.060723514211886376,1,0,0.0
2025-02-14,ACB,20d,cart,0.04215116279069764,-0.060723514211886376,1,0,0.0
2025-02-17,ACB,20d,cart,0.042553191489361764,-0.009026434558349505,1,0,0.0
2025-02-18,ACB,20d,cart,0.0441747572815534,-0.009026434558349505,1,0,0.0
2024-12-23,ACB,20d,lightgbm,0.0,0.01064831434780613,0,1,0.8570366176470722
2024-12-24,ACB,20d,lightgbm,0.0,0.018491924189420295,0,1,0.9164464022189538
2024-12-25,ACB,20d,lightgbm,0.015766841853798397,0.02413125137245879,1,1,0.829568981812636
2024-12-26,ACB,20d,lightgbm,0.016182770109471667,0.02305414754574164,1,1,0.9122327578550813
2024-12-27,ACB,20d,lightgbm,0.014251781472684133,-0.010267718616146242,1,1,0.7952626387591523
2024-12-30,ACB,20d,lightgbm,0.009995240361732272,0.00851011464837,1,1,0.8909887820938558
2024-12-31,ACB,20d,lightgbm,0.03207276208712284,0.028851834508707947,1,1,0.9247031031226984
2025-01-02,ACB,20d,lightgbm,0.021978021978022122,0.020026851089725954,1,1,0.9274754888874496
2025-01-03,ACB,20d,lightgbm,-0.023288309268747143,0.034457001446910746,0,1,0.687922827752923
2025-01-06,ACB,20d,lightgbm,-0.03313112459169387,0.05901478815215655,0,1,0.5141602824566153
2025-01-07,ACB,20d,lightgbm,-0.019709056780853995,0.06534712539811852,0,1,0.9540698475851256
2025-01-08,ACB,20d,lightgbm,-0.013692162417374809,0.05704302892554032,0,1,0.9468441726516774
2025-01-09,ACB,20d,lightgbm,-0.017436380772855697,0.05737085439811615,0,1,0.9484543879114421
2025-01-10,ACB,20d,lightgbm,-0.023651844843897818,0.0511977639545096,0,1,0.8875801619093626
2025-01-13,ACB,20d,lightgbm,-0.015706806282722585,0.03074648916066976,0,1,0.9651579868175909
2025-01-14,ACB,20d,lightgbm,-0.019514516896715906,0.014035184491077463,0,1,0.954465781871502
2025-01-15,ACB,20d,lightgbm,-0.01187648456057011,0.015920997895543555,0,1,0.9574011275270278
2025-01-16,ACB,20d,lightgbm,-0.011899095668729154,0.009035263701606495,0,1,0.9691440335240293
2025-01-17,ACB,20d,lightgbm,0.006274131274131456,-0.031278906126714766,0,1,0.7018665663041074
2025-01-20,ACB,20d,lightgbm,0.008204633204633272,-0.038746532223905894,0,0,0.4563114828868013
2025-01-21,ACB,20d,lightgbm,0.0024038461538462563,-0.023601188875763,0,1,0.7088680313515932
2025-01-22,ACB,20d,lightgbm,-0.006223073240784971,-0.02455390654636544,0,1,0.7387281262288887
2025-01-23,ACB,20d,lightgbm,-0.005644402634054635,-0.012781816627227006,0,1,0.7173920465865764
2025-01-24,ACB,20d,lightgbm,-0.00796252927400476,0.0019916489770686083,0,1,0.6685613291560125
2025-02-03,ACB,20d,lightgbm,-0.01779859484777524,0.011061455921053655,0,1,0.8800464829356617
2025-02-04,ACB,20d,lightgbm,-0.005655042412818001,0.002323457206628503,0,0,0.3967638760854932
2025-02-05,ACB,20d,lightgbm,-0.01576994434137291,0.005804802603167327,0,0,0.2688704629400594
2025-02-06,ACB,20d,lightgbm,-0.003740065451145469,0.005712637217823555,0,0,0.47690630269241996
2025-02-07,ACB,20d,lightgbm,0.023843586075345646,-0.01411879271296867,1,1,0.858010626373182
2025-02-10,ACB,20d,lightgbm,0.04054054054054057,-0.01772106814565441,1,1,0.7488045433471825
2025-02-11,ACB,20d,lightgbm,0.03398755385351837,-0.029243233307003926,1,1,0.582700166254316
2025-02-12,ACB,20d,lightgbm,0.02584968884633798,-0.008758957525925667,1,1,0.8341692730484556
2025-02-13,ACB,20d,lightgbm,0.029736211031174964,-0.01307626104894607,1,1,0.5000754946090628
2025-02-14,ACB,20d,lightgbm,0.04215116279069764,-0.008097304741210613,1,0,0.46372449704238233
2025-02-17,ACB,20d,lightgbm,0.042553191489361764,0.018135236807869513,1,1,0.92508901714667
2025-02-18,ACB,20d,lightgbm,0.0441747572815534,0.023951626547994518,1,1,0.9711906765203717
2024-12-23,ACB,20d,xgboost,0.0,-0.002764595439657569,0,1,0.7415637969970703
2024-12-24,ACB,20d,xgboost,0.0,-0.007173605263233185,0,1,0.6613870859146118
2024-12-25,ACB,20d,xgboost,0.015766841853798397,-7.505889516323805e-05,1,1,0.6601331233978271
2024-12-26,ACB,20d,xgboost,0.016182770109471667,0.018385643139481544,1,0,0.4753872752189636
2024-12-27,ACB,20d,xgboost,0.014251781472684133,0.012406560592353344,1,1,0.5224911570549011
2024-12-30,ACB,20d,xgboost,0.009995240361732272,0.02364366129040718,1,1,0.6343849301338196
2024-12-31,ACB,20d,xgboost,0.03207276208712284,0.03715282306075096,1,1,0.7859838008880615
2025-01-02,ACB,20d,xgboost,0.021978021978022122,0.03467610850930214,1,1,0.6034164428710938
2025-01-03,ACB,20d,xgboost,-0.023288309268747143,0.025404520332813263,0,1,0.5164675712585449
2025-01-06,ACB,20d,xgboost,-0.03313112459169387,0.023117968812584877,0,0,0.30089271068573
2025-01-07,ACB,20d,xgboost,-0.019709056780853995,0.08150848001241684,0,1,0.6140575408935547
2025-01-08,ACB,20d,xgboost,-0.013692162417374809,0.06709488481283188,0,1,0.7777183055877686
2025-01-09,ACB,20d,xgboost,-0.017436380772855697,0.05019860714673996,0,1,0.7240622043609619
2025-01-10,ACB,20d,xgboost,-0.023651844843897818,0.04825585335493088,0,1,0.5663288831710815
2025-01-13,ACB,20d,xgboost,-0.015706806282722585,0.038971077650785446,0,1,0.7970411777496338
2025-01-14,ACB,20d,xgboost,-0.019514516896715906,0.034693725407123566,0,0,0.344291090965271
2025-01-15,ACB,20d,xgboost,-0.01187648456057011,0.041220735758543015,0,1,0.5559749603271484
2025-01-16,ACB,20d,xgboost,-0.011899095668729154,0.053115516901016235,0,1,0.5659722685813904
2025-01-17,ACB,20d,xgboost,0.006274131274131456,0.022090855985879898,0,0,0.47003740072250366
2025-01-20,ACB,20d,xgboost,0.008204633204633272,0.018736056983470917,0,0,0.4492419958114624
2025-01-21,ACB,20d,xgboost,0.0024038461538462563,0.03832552209496498,0,0,0.4574054479598999
2025-01-22,ACB,20d,xgboost,-0.006223073240784971,0.028707366436719894,0,0,0.3663251996040344
2025-01-23,ACB,20d,xgboost,-0.005644402634054635,0.03747865930199623,0,0,0.47022125124931335
