horizon,ticker,model_name,regression_observations,regression_mae,regression_rmse,regression_mape,regression_directional_accuracy,classification_observations,classification_accuracy,classification_precision,classification_recall,classification_f1,classification_roc_auc,classification_positive_class_precision,classification_true_negative,classification_false_positive,classification_false_negative,classification_true_positive
20d,ACB,cart,36,0.05782304137584498,0.06923016590590558,492.03447301768125,0.5833333333333334,36,0.5833333333333334,0.47368421052631576,0.6428571428571429,0.5454545454545454,0.5941558441558441,0.47368421052631576,12,10,5,9
20d,ACB,lightgbm,36,0.033477503855957,0.04168977919096595,231.74565357024517,0.25,36,0.4722222222222222,0.41935483870967744,0.9285714285714286,0.5777777777777777,0.5292207792207793,0.41935483870967744,4,18,1,13
20d,ACB,xgboost,36,0.03497150137228565,0.042517259893298645,288.17118885416966,0.3888888888888889,36,0.5555555555555556,0.45,0.6428571428571429,0.5294117647058824,0.5064935064935064,0.45,11,11,5,9
20d,DGC,cart,36,0.13889298667089198,0.1563347541655379,290.80703854919835,0.75,36,0.6944444444444444,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.6481481481481481,0.4166666666666667,20,7,4,5
20d,DGC,lightgbm,36,0.048661989924289974,0.06439660626310188,99.68409028586449,0.75,36,0.7222222222222222,0.0,0.0,0.0,0.5555555555555556,0.0,26,1,9,0
20d,DGC,xgboost,36,0.07266823799193961,0.08188051954137056,157.62896174428658,0.3055555555555556,36,0.25,0.05,0.1111111111111111,0.06896551724137931,0.13991769547325106,0.05,8,19,8,1
20d,HPG,cart,36,0.0820854840328104,0.08642435771959459,822.6556452870714,0.19444444444444445,36,0.4722222222222222,0.07692307692307693,0.125,0.09523809523809523,0.3482142857142857,0.07692307692307693,16,12,7,1
20d,HPG,lightgbm,36,0.08097568750604217,0.0925852243138227,761.5507987767968,0.25,36,0.2777777777777778,0.09090909090909091,0.25,0.13333333333333333,0.11160714285714285,0.09090909090909091,8,20,6,2
20d,HPG,xgboost,36,0.07831276641016283,0.08703992953977632,606.3646338390854,0.25,36,0.16666666666666666,0.07692307692307693,0.25,0.11764705882352941,0.15625,0.07692307692307693,4,24,6,2
20d,MWG,cart,36,0.1551416129027362,0.161107726246709,557.2668297313326,0.2777777777777778,36,0.19444444444444445,0.0,0.0,0.0,0.12962962962962965,0.0,7,20,9,0
20d,MWG,lightgbm,36,0.09628892241832267,0.10576623143462809,329.9413348627683,0.16666666666666666,36,0.05555555555555555,0.06896551724137931,0.2222222222222222,0.10526315789473684,0.09876543209876543,0.06896551724137931,0,27,7,2
20d,MWG,xgboost,36,0.0819191424523375,0.08882665402457181,266.40461587625094,0.16666666666666666,36,0.16666666666666666,0.18181818181818182,0.6666666666666666,0.2857142857142857,0.24279835390946503,0.18181818181818182,0,27,3,6
20d,OVERALL,cart,144,0.10848578124557089,0.12515814026161798,541.37629979602,0.4513888888888889,144,0.4861111111111111,0.234375,0.375,0.28846153846153844,0.4519230769230769,0.234375,55,49,25,15
20d,OVERALL,lightgbm,144,0.06485102592615294,0.08006790877174301,357.476734385238,0.3541666666666667,144,0.3819444444444444,0.20481927710843373,0.425,0.2764227642276423,0.3526442307692308,0.20481927710843373,38,66,23,17
20d,OVERALL,xgboost,144,0.0669679120566814,0.07742457728119875,330.22645094076194,0.2777777777777778,144,0.2847222222222222,0.18181818181818182,0.45,0.2589928057553957,0.25432692307692306,0.18181818181818182,23,81,22,18
3d,ACB,cart,36,0.07139778854109242,0.0727420749115494,1378.9565141313383,0.6111111111111112,36,0.3888888888888889,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.3571428571428571,0.21428571428571427,11,11,11,3
3d,ACB,lightgbm,36,0.01106984246872822,0.015020262621732809,160.04046253798364,0.5833333333333334,36,0.6111111111111112,0.0,0.0,0.0,0.4805194805194805,0.0,22,0,14,0
3d,ACB,xgboost,36,0.012063828138110836,0.01572033618739876,155.44773330525786,0.5555555555555556,36,0.6111111111111112,0.0,0.0,0.0,0.36688311688311687,0.0,22,0,14,0
3d,DGC,cart,36,0.04470703655054139,0.05639662863371841,565.6321558741513,0.4166666666666667,36,0.3611111111111111,0.16666666666666666,0.5714285714285714,0.25806451612903225,0.4408866995073891,0.16666666666666666,9,20,3,4
3d,DGC,lightgbm,36,0.019708223880717236,0.025448395676482116,175.23180390904636,0.3055555555555556,36,0.7222222222222222,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7339901477832512,0.2857142857142857,24,5,5,2
3d,DGC,xgboost,36,0.024363825184199377,0.030556249907529396,242.91089428913878,0.3611111111111111,36,0.6111111111111112,0.29411764705882354,0.7142857142857143,0.4166666666666667,0.6748768472906405,0.29411764705882354,17,12,2,5
3d,HPG,cart,36,0.03030971682043381,0.03794654950912425,228.93678657154385,0.4166666666666667,36,0.5833333333333334,0.2857142857142857,0.16666666666666666,0.21052631578947367,0.4791666666666667,0.2857142857142857,19,5,10,2
