date,ticker,model_name,prediction_date,entry_date,target_date,horizon,horizon_days,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability
2024-12-23,ACB,cart,2024-11-25,2024-11-26,2024-12-23,20d,20,-0.006975585450921695,0,1,1.0
2024-12-24,ACB,cart,2024-11-26,2024-11-27,2024-12-24,20d,20,-0.005070502641235208,0,1,1.0
2024-12-25,ACB,cart,2024-11-27,2024-11-28,2024-12-25,20d,20,0.004840507059181487,1,1,1.0
2024-12-26,ACB,cart,2024-11-28,2024-11-29,2024-12-26,20d,20,0.009094300362818775,1,1,1.0
2024-12-27,ACB,cart,2024-11-29,2024-12-02,2024-12-27,20d,20,0.004790106664588789,1,1,1.0
2024-12-30,ACB,cart,2024-12-02,2024-12-03,2024-12-30,20d,20,0.0010440891558878285,1,1,1.0
2024-12-31,ACB,cart,2024-12-03,2024-12-04,2024-12-31,20d,20,0.026839634421013114,1,1,1.0
2025-01-02,ACB,cart,2024-12-04,2024-12-05,2025-01-02,20d,20,0.016792351709180586,1,0,0.0
2025-01-03,ACB,cart,2024-12-05,2024-12-06,2025-01-03,20d,20,-0.02281924105611588,0,1,1.0
2025-01-06,ACB,cart,2024-12-06,2024-12-09,2025-01-06,20d,20,-0.03808013700528756,0,1,1.0
2025-01-07,ACB,cart,2024-12-09,2024-12-10,2025-01-07,20d,20,-0.026547160022043825,0,1,1.0
2025-01-08,ACB,cart,2024-12-10,2024-12-11,2025-01-08,20d,20,-0.020572237019346185,0,1,1.0
2025-01-09,ACB,cart,2024-12-11,2024-12-12,2025-01-09,20d,20,-0.024290337259741612,0,1,1.0
2025-01-10,ACB,cart,2024-12-12,2024-12-13,2025-01-10,20d,20,-0.030462444830039015,0,0,0.0
2025-01-13,ACB,cart,2024-12-13,2024-12-16,2025-01-13,20d,20,-0.022572827564258158,0,0,0.0
2025-01-14,ACB,cart,2024-12-16,2024-12-17,2025-01-14,20d,20,-0.030506969681942553,0,0,0.0
2025-01-15,ACB,cart,2024-12-17,2024-12-18,2025-01-15,20d,20,-0.02109441598953421,0,0,0.0
2025-01-16,ACB,cart,2024-12-18,2024-12-19,2025-01-16,20d,20,-0.015041240036365644,0,0,0.0
2025-01-17,ACB,cart,2024-12-19,2024-12-20,2025-01-17,20d,20,-0.0026705663127033485,0,1,1.0
2025-01-20,ACB,cart,2024-12-20,2024-12-23,2025-01-20,20d,20,-0.0007572244734950218,0,0,0.0
2025-01-21,ACB,cart,2024-12-23,2024-12-24,2025-01-21,20d,20,-0.004588507531332664,0,1,1.0
2025-01-22,ACB,cart,2024-12-24,2024-12-25,2025-01-22,20d,20,-0.013155249112548395,0,1,1.0
