horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate
5d,bull,cart,combined_rank_based,rank_based_joint_score,1,,,20,20,0.025174284352764087,0.7,0.7,0.3783783783783784,1.5135135135135134
5d,bull,cart,combined_rank_based,rank_based_joint_score,3,,,20,60,0.009645572241080126,0.4666666666666667,0.4666666666666667,0.7567567567567568,1.009009009009009
5d,bull,cart,combined_rank_based,rank_based_joint_score,5,,,20,80,0.01134524618560592,0.4625,0.4625,1.0,1.0
5d,bull,cart,combined_weighted_linear,combined_score,1,,,20,20,0.022958015477946757,0.65,0.65,0.35135135135135137,1.4054054054054055
5d,bull,cart,combined_weighted_linear,combined_score,3,,,20,60,0.009645572241080126,0.4666666666666667,0.4666666666666667,0.7567567567567568,1.009009009009009
5d,bull,cart,combined_weighted_linear,combined_score,5,,,20,80,0.01134524618560592,0.4625,0.4625,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.5,9,9,0.037084975577754156,0.8888888888888888,0.8888888888888888,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.55,9,9,0.037084975577754156,0.8888888888888888,0.8888888888888888,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.6,9,9,0.037084975577754156,0.8888888888888888,0.8888888888888888,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.65,9,9,0.037084975577754156,0.8888888888888888,0.8888888888888888,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.5,8,8,0.03903563332449611,0.875,0.875,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.55,8,8,0.03903563332449611,0.875,0.875,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.6,8,8,0.03903563332449611,0.875,0.875,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.65,8,8,0.03903563332449611,0.875,0.875,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.5,6,6,0.03825447071298196,0.8333333333333334,0.8333333333333334,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.55,6,6,0.03825447071298196,0.8333333333333334,0.8333333333333334,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.6,6,6,0.03825447071298196,0.8333333333333334,0.8333333333333334,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.65,6,6,0.03825447071298196,0.8333333333333334,0.8333333333333334,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.5,5,5,0.02991307198467278,0.8,0.8,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.55,5,5,0.02991307198467278,0.8,0.8,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.6,5,5,0.02991307198467278,0.8,0.8,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.65,5,5,0.02991307198467278,0.8,0.8,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,9,9,0.037084975577754156,0.8888888888888888,0.8888888888888888,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,9,9,0.037084975577754156,0.8888888888888888,0.8888888888888888,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,9,9,0.037084975577754156,0.8888888888888888,0.8888888888888888,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,9,9,0.037084975577754156,0.8888888888888888,0.8888888888888888,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,8,8,0.03903563332449611,0.875,0.875,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,8,8,0.03903563332449611,0.875,0.875,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,8,8,0.03903563332449611,0.875,0.875,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.65,8,8,0.03903563332449611,0.875,0.875,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.5,6,6,0.03825447071298196,0.8333333333333334,0.8333333333333334,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.55,6,6,0.03825447071298196,0.8333333333333334,0.8333333333333334,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.6,6,6,0.03825447071298196,0.8333333333333334,0.8333333333333334,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.65,6,6,0.03825447071298196,0.8333333333333334,0.8333333333333334,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.5,5,5,0.02991307198467278,0.8,0.8,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.55,5,5,0.02991307198467278,0.8,0.8,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.6,5,5,0.02991307198467278,0.8,0.8,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.65,5,5,0.02991307198467278,0.8,0.8,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.5,9,9,0.037084975577754156,0.8888888888888888,0.8888888888888888,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.55,9,9,0.037084975577754156,0.8888888888888888,0.8888888888888888,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.6,9,9,0.037084975577754156,0.8888888888888888,0.8888888888888888,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.65,9,9,0.037084975577754156,0.8888888888888888,0.8888888888888888,1.0,1.0
