horizon,regime,model_name,signal_bucket,observations,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
5d,bull,cart,moderate_positive,3,0.054239902224201664,0.0628152223750573,1.0,1.0,1.0,0.08108108108108109,2.162162162162162
5d,bull,cart,reject,38,0.010786255071889512,0.0077606489987147,0.5789473684210527,0.42105263157894735,0.42105263157894735,0.43243243243243246,0.910384068278805
5d,bull,cart,strong_or_moderate_positive,8,0.03903563332449611,0.02222602651592705,0.875,0.875,0.875,0.1891891891891892,1.8918918918918919
5d,bull,cart,strong_positive,5,0.02991307198467278,0.0214797136038185,0.8,0.8,0.8,0.10810810810810811,1.7297297297297298
5d,bull,cart,weak_or_uncertain,34,0.005454615750608915,0.0,0.47058823529411764,0.4117647058823529,0.4117647058823529,0.3783783783783784,0.8903020667726549
5d,bull,lightgbm,moderate_positive,7,0.0029964652458194427,0.0111003861003862,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.10810810810810811,1.2355212355212355
5d,bull,lightgbm,reject,60,0.014048010760463532,0.0077606489987147,0.5666666666666667,0.45,0.45,0.7297297297297297,0.9729729729729729
5d,bull,lightgbm,strong_or_moderate_positive,9,0.004926763688950711,0.0111003861003862,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.13513513513513514,1.2012012012012012
5d,bull,lightgbm,strong_positive,2,0.01168280823991015,0.01168280823991015,1.0,0.5,0.5,0.02702702702702703,1.081081081081081
5d,bull,lightgbm,weak_or_uncertain,11,0.0018543796381913723,0.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.13513513513513514,0.9828009828009827
5d,bull,xgboost,moderate_positive,3,0.010321586758531133,0.0229723394280356,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.05405405405405406,1.4414414414414414
5d,bull,xgboost,reject,52,0.01790993228537012,0.0129773193714346,0.6538461538461539,0.5192307692307693,0.5192307692307693,0.7297297297297297,1.1226611226611227
5d,bull,xgboost,strong_or_moderate_positive,11,0.007796691522490435,0.0199430199430199,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.1891891891891892,1.3759213759213758
5d,bull,xgboost,strong_positive,8,0.006849855808975174,0.01552170302170305,0.75,0.625,0.625,0.13513513513513514,1.3513513513513513
5d,bull,xgboost,weak_or_uncertain,17,-0.006438846514009866,-0.0073834794646977,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.08108108108108109,0.3815580286168522
5d,sideway,cart,moderate_positive,1,0.0324100033643601,0.0324100033643601,1.0,1.0,1.0,0.02631578947368421,1.7894736842105263
5d,sideway,cart,reject,30,0.01672282942100172,0.010710163080852701,0.6333333333333333,0.5333333333333333,0.5333333333333333,0.42105263157894735,0.9543859649122807
5d,sideway,cart,strong_or_moderate_positive,4,0.023468827090304074,0.023578931273045847,1.0,0.75,0.75,0.07894736842105263,1.3421052631578947
5d,sideway,cart,strong_positive,3,0.020488434998952067,0.0147478591817316,1.0,0.6666666666666666,0.6666666666666666,0.05263157894736842,1.1929824561403508
5d,sideway,cart,weak_or_uncertain,34,0.01387319789535198,0.0099801776444274,0.6470588235294118,0.5588235294117647,0.5588235294117647,0.5,1.0
5d,sideway,lightgbm,moderate_positive,4,0.027575293887895775,0.0291289379917656,1.0,1.0,1.0,0.10526315789473684,1.7894736842105263
5d,sideway,lightgbm,reject,52,0.017148063570161638,0.01117830198453005,0.6923076923076923,0.5769230769230769,0.5769230769230769,0.7894736842105263,1.0323886639676112
5d,sideway,lightgbm,strong_or_moderate_positive,7,0.02425762379856924,0.0250709555345316,1.0,0.8571428571428571,0.8571428571428571,0.15789473684210525,1.5338345864661653
5d,sideway,lightgbm,strong_positive,3,0.0198340636794672,0.0147478591817316,1.0,0.6666666666666666,0.6666666666666666,0.05263157894736842,1.1929824561403508
5d,sideway,lightgbm,weak_or_uncertain,9,0.0006384719105383662,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.05263157894736842,0.39766081871345027
5d,sideway,xgboost,moderate_positive,2,0.00647608226254545,0.00647608226254545,1.0,0.5,0.5,0.02631578947368421,0.8947368421052632
5d,sideway,xgboost,reject,56,0.01634935742558649,0.01061648353478045,0.6607142857142857,0.5535714285714286,0.5535714285714286,0.8157894736842105,0.9906015037593985
5d,sideway,xgboost,strong_or_moderate_positive,6,0.022769407690164185,0.019909407358131598,1.0,0.8333333333333334,0.8333333333333334,0.13157894736842105,1.4912280701754386
5d,sideway,xgboost,strong_positive,4,0.03091607040397355,0.0330060660025599,1.0,1.0,1.0,0.10526315789473684,1.7894736842105263
5d,sideway,xgboost,weak_or_uncertain,6,0.0025114095765677506,-0.0045195052331113,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.05263157894736842,0.5964912280701754
