date,ticker,horizon,model_name,actual_return,predicted_return,actual_profit_label,predicted_profit_label,predicted_profit_probability,ranking_group,normalized_predicted_return,return_strength,profit_confidence,combined_score,gated_valid_signal,return_only_signal_label,probability_only_signal_label,combined_signal_label,return_rank_score,profit_probability_rank_score,rank_based_joint_score
2023-12-27,ACB,3d,cart,0.0042997542997542,-0.0637223974763406,0,0,0.0,2023-12-27,0.4902137862480731,0.4902137862480731,0.0,0.24510689312403655,False,reject,reject,reject,0.36363636363636365,0.09090909090909094,0.2272727272727273
2023-12-27,DGC,3d,cart,0.0398057102239071,-0.0824090638044126,1,0,0.0,2023-12-27,0.410424110586036,0.410424110586036,0.0,0.205212055293018,False,reject,reject,reject,0.0,0.09090909090909094,0.04545454545454547
2023-12-27,HPG,3d,cart,0.0258662762323085,0.0502939255388632,1,1,1.0,2023-12-27,0.9770489056773071,0.9770489056773071,1.0,0.9885244528386535,True,strong_positive,strong_positive,strong_positive,1.0,1.0,1.0
2023-12-27,MWG,3d,cart,0.0118300338000965,-0.0726256983240223,1,0,0.0,2023-12-27,0.4521978301387226,0.4521978301387226,0.0,0.2260989150693613,False,reject,reject,reject,0.18181818181818177,0.09090909090909094,0.13636363636363635
2023-12-27,ACB,3d,lightgbm,0.0042997542997542,-0.0297987183914349,0,0,0.0171547465055939,2023-12-27,0.424036904044086,0.424036904044086,0.0171547465055939,0.22059582527483995,False,reject,reject,reject,0.4545454545454546,0.2727272727272727,0.36363636363636365
2023-12-27,DGC,3d,lightgbm,0.0398057102239071,-0.0681937581616674,1,0,0.1198136920296141,2023-12-27,0.04767513346060614,0.04767513346060614,0.1198136920296141,0.08374441274511012,False,reject,reject,reject,0.2727272727272727,0.4545454545454546,0.36363636363636365
2023-12-27,HPG,3d,lightgbm,0.0258662762323085,0.0142705864188232,1,0,0.4894360601462661,2023-12-27,0.8560198290788676,0.8560198290788676,0.4894360601462661,0.6727279446125669,False,moderate_positive,reject,weak_or_uncertain,0.9090909090909091,0.8181818181818181,0.8636363636363635
2023-12-27,MWG,3d,lightgbm,0.0118300338000965,-0.0258042072945769,1,0,0.1227732411864159,2023-12-27,0.46319251575918047,0.46319251575918047,0.1227732411864159,0.2929828784727982,False,reject,reject,reject,0.5454545454545454,0.5454545454545454,0.5454545454545454
2023-12-27,ACB,3d,xgboost,0.0042997542997542,-0.0230871140956878,0,0,0.1055869758129119,2023-12-27,0.5519536282748528,0.5519536282748528,0.1055869758129119,0.32877030204388236,False,reject,reject,reject,0.6363636363636364,0.36363636363636365,0.5
2023-12-27,DGC,3d,xgboost,0.0398057102239071,-0.0798146054148674,1,0,0.2953138947486877,2023-12-27,0.0034749979019191896,0.0034749979019191896,0.2953138947486877,0.14939444632530344,False,reject,reject,reject,0.09090909090909094,0.7272727272727273,0.4090909090909091
2023-12-27,HPG,3d,xgboost,0.0258662762323085,0.0048256600275635,1,1,0.5218857526779175,2023-12-27,0.8218326545637127,0.8218326545637127,0.5218857526779175,0.6718592036208151,True,weak_or_uncertain,weak_or_uncertain,weak_or_uncertain,0.8181818181818181,0.9090909090909091,0.8636363636363635
2023-12-27,MWG,3d,xgboost,0.0118300338000965,-0.0194537881761789,1,0,0.1901387572288513,2023-12-27,0.5870830087161302,0.5870830087161302,0.1901387572288513,0.38861088297249075,False,reject,reject,reject,0.7272727272727273,0.6363636363636364,0.6818181818181819
2023-12-28,ACB,3d,cart,0.0170835875533863,-0.0396618985695709,1,0,0.0,2023-12-28,0.5929490398419135,0.5929490398419135,0.0,0.29647451992095675,False,reject,reject,reject,0.36363636363636365,0.09090909090909094,0.2272727272727273
2023-12-28,DGC,3d,cart,0.0239430039710346,-0.138516422684217,1,0,0.0,2023-12-28,0.17085286290191215,0.17085286290191215,0.0,0.08542643145095608,False,reject,reject,reject,0.0,0.09090909090909094,0.04545454545454547
2023-12-28,HPG,3d,cart,0.0182780182780184,0.0556690500510728,1,1,1.0,2023-12-28,1.0,1.0,1.0,1.0,True,strong_positive,strong_positive,strong_positive,1.0,1.0,1.0
2023-12-28,MWG,3d,cart,0.0093502757132581,-0.0726256983240223,1,0,0.0,2023-12-28,0.4521978301387226,0.4521978301387226,0.0,0.2260989150693613,False,reject,reject,reject,0.18181818181818177,0.09090909090909094,0.13636363636363635
2023-12-28,ACB,3d,lightgbm,0.0170835875533863,-0.0339345662168914,1,0,0.0124710983026986,2023-12-28,0.38349585968607364,0.38349585968607364,0.0124710983026986,0.19798347899438612,False,reject,reject,reject,0.4545454545454546,0.2727272727272727,0.36363636363636365
2023-12-28,DGC,3d,lightgbm,0.0239430039710346,-0.0730573994460446,1,0,0.0969940437669079,2023-12-28,0.0,0.0,0.0969940437669079,0.04849702188345395,False,reject,reject,reject,0.09090909090909094,0.5454545454545454,0.3181818181818182
2023-12-28,HPG,3d,lightgbm,0.0182780182780184,4.883567375558708e-05,1,0,0.3912023030864777,2023-12-28,0.7166131941791075,0.7166131941791075,0.3912023030864777,0.5539077486327926,False,weak_or_uncertain,reject,weak_or_uncertain,0.8181818181818181,0.8181818181818181,0.8181818181818181
2023-12-28,MWG,3d,lightgbm,0.0093502757132581,-0.0166448842568076,1,0,0.1084211650425241,2023-12-28,0.5529754423161032,0.5529754423161032,0.1084211650425241,0.33069830367931363,False,reject,reject,reject,0.6363636363636364,0.6363636363636364,0.6363636363636364
2023-12-28,ACB,3d,xgboost,0.0170835875533863,-0.0195811633020639,1,0,0.0296617746353149,2023-12-28,0.585851462371239,0.585851462371239,0.0296617746353149,0.30775661850327696,False,reject,reject,reject,0.5454545454545454,0.36363636363636365,0.45454545454545453
2023-12-28,DGC,3d,xgboost,0.0239430039710346,-0.0708124935626983,1,0,0.0678329318761825,2023-12-28,0.09051332560375261,0.09051332560375261,0.0678329318761825,0.07917312873996755,False,reject,reject,reject,0.2727272727272727,0.4545454545454546,0.36363636363636365
2023-12-28,HPG,3d,xgboost,0.0182780182780184,0.0022465460933744,1,0,0.4310797154903412,2023-12-28,0.7968960877368712,0.7968960877368712,0.4310797154903412,0.6139879016136062,False,weak_or_uncertain,reject,weak_or_uncertain,0.9090909090909091,0.9090909090909091,0.9090909090909091
2023-12-28,MWG,3d,xgboost,0.0093502757132581,-0.0115111349150538,1,0,0.1494823098182678,2023-12-28,0.6638777951747395,0.6638777951747395,0.1494823098182678,0.4066800524965037,False,reject,reject,reject,0.7272727272727273,0.7272727272727273,0.7272727272727273
2023-12-29,ACB,3d,cart,0.0275735294117647,-0.042209807572936,1,0,0.0,2023-12-29,0.5820697942115957,0.5820697942115957,0.0,0.29103489710579783,False,reject,reject,reject,0.18181818181818177,0.09090909090909094,0.13636363636363635
2023-12-29,DGC,3d,cart,0.0053665220369947,-0.0256782945736434,0,0,0.0,2023-12-29,0.6526572407501351,0.6526572407501351,0.0,0.32632862037506755,False,reject,reject,reject,0.2727272727272727,0.09090909090909094,0.18181818181818182
2023-12-29,HPG,3d,cart,0.0052231718898387,0.0556690500510728,0,1,1.0,2023-12-29,1.0,1.0,1.0,1.0,True,strong_positive,strong_positive,strong_positive,1.0,1.0,1.0
2023-12-29,MWG,3d,cart,0.0023946360153257,0.0029171528588098,0,0,0.0,2023-12-29,0.774756144641768,0.774756144641768,0.0,0.387378072320884,False,weak_or_uncertain,reject,weak_or_uncertain,0.8181818181818181,0.09090909090909094,0.45454545454545453
2023-12-29,ACB,3d,lightgbm,0.0275735294117647,-0.0246014786030689,1,0,0.090784421168776,2023-12-29,0.4749820881252039,0.4749820881252039,0.090784421168776,0.28288325464698993,False,reject,reject,reject,0.36363636363636365,0.4545454545454546,0.4090909090909091
2023-12-29,DGC,3d,lightgbm,0.0053665220369947,-0.0622605015415054,0,0,0.0299111443842882,2023-12-29,0.10583501505608235,0.10583501505608235,0.0299111443842882,0.06787307972018528,False,reject,reject,reject,0.09090909090909094,0.2727272727272727,0.18181818181818182
2023-12-29,HPG,3d,lightgbm,0.0052231718898387,0.0098413414463258,0,0,0.1660916610242748,2023-12-29,0.8126028020312875,0.8126028020312875,0.1660916610242748,0.48934723152778115,False,moderate_positive,reject,weak_or_uncertain,0.9090909090909091,0.6363636363636364,0.7727272727272727
2023-12-29,MWG,3d,lightgbm,0.0023946360153257,-8.907341442879684e-05,0,0,0.1937269810103407,2023-12-29,0.7152613604808165,0.7152613604808165,0.1937269810103407,0.4544941707455786,False,reject,reject,reject,0.7272727272727273,0.7272727272727273,0.7272727272727273
2023-12-29,ACB,3d,xgboost,0.0275735294117647,-0.0180182736366987,1,0,0.0934977754950523,2023-12-29,0.6009625057674715,0.6009625057674715,0.0934977754950523,0.3472301406312619,False,reject,reject,reject,0.4545454545454546,0.5454545454545454,0.5
2023-12-29,DGC,3d,xgboost,0.0053665220369947,-0.0635392442345619,0,0,0.0585427545011043,2023-12-29,0.16083587534267166,0.16083587534267166,0.0585427545011043,0.10968931492188798,False,reject,reject,reject,0.0,0.36363636363636365,0.18181818181818182
2023-12-29,HPG,3d,xgboost,0.0052231718898387,-0.0024996665306389,0,0,0.4563969671726227,2023-12-29,0.7510065879733342,0.7510065879733342,0.4563969671726227,0.6037017775729785,False,reject,reject,reject,0.6363636363636364,0.9090909090909091,0.7727272727272727
2023-12-29,MWG,3d,xgboost,0.0023946360153257,-0.0121593568474054,0,0,0.4445922374725342,2023-12-29,0.6576103599442008,0.6576103599442008,0.4445922374725342,0.5511012987083674,False,reject,reject,reject,0.5454545454545454,0.8181818181818181,0.6818181818181818
2024-01-02,ACB,3d,cart,0.0495412844036695,-0.0085679314565483,1,0,0.0,2024-01-02,0.7257163032711899,0.7257163032711899,0.0,0.3628581516355949,False,reject,reject,reject,0.4545454545454546,0.13636363636363635,0.29545454545454547
2024-01-02,DGC,3d,cart,-0.0031901560897801,-0.0468713922881551,0,0,0.0,2024-01-02,0.5621654235780982,0.5621654235780982,0.0,0.2810827117890491,False,reject,reject,reject,0.18181818181818177,0.13636363636363635,0.15909090909090906
