model_name,probability_bucket,bucket_min_probability,bucket_max_probability,observations,avg_predicted_probability,realized_profit_rate,calibration_gap
cart,lt_0.50,0.0,0.5,107,0.0,0.4392523364485981,0.4392523364485981
cart,0.50-0.55,0.5,0.55,0,,,
cart,0.55-0.60,0.55,0.6,0,,,
cart,0.60-0.65,0.6,0.65,0,,,
cart,0.65+,0.65,1.0,41,1.0,0.4146341463414634,-0.5853658536585367
lightgbm,lt_0.50,0.0,0.5,135,0.12283858092800636,0.4074074074074074,0.284568826479401
lightgbm,0.50-0.55,0.5,0.55,1,0.5438586384834828,0.0,-0.5438586384834828
lightgbm,0.55-0.60,0.55,0.6,5,0.5791346539653582,1.0,0.42086534603464176
lightgbm,0.60-0.65,0.6,0.65,5,0.6254092527672156,0.6,-0.025409252767215618
lightgbm,0.65+,0.65,1.0,2,0.7856672622479156,0.5,-0.2856672622479156
xgboost,lt_0.50,0.0,0.5,124,0.20329656265676022,0.43548387096774194,0.23218730831098172
xgboost,0.50-0.55,0.5,0.55,6,0.5216214855511984,0.5,-0.02162148555119836
xgboost,0.55-0.60,0.55,0.6,4,0.578275516629219,0.5,-0.07827551662921906
xgboost,0.60-0.65,0.6,0.65,3,0.6298812429110209,0.0,-0.6298812429110209
xgboost,0.65+,0.65,1.0,11,0.7359683296897195,0.45454545454545453,-0.28142287514426495
