horizon,regime,model_name,signal_bucket,observations,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
3d,bear,cart,moderate_positive,3,-0.018152130410549968,-0.0183184593705965,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.7272727272727273
3d,bear,cart,reject,6,0.0232665845634452,0.024072416082846448,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.45454545454545453,1.8181818181818183
3d,bear,cart,strong_or_moderate_positive,9,-0.020189378387280344,-0.0183434190620273,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.18181818181818182,0.48484848484848486
3d,bear,cart,strong_positive,6,-0.021208002375645536,-0.02462045891796795,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.09090909090909091,0.36363636363636365
3d,bear,cart,weak_or_uncertain,9,-0.0086606725438799,0.008230452674897,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.36363636363636365,0.9696969696969697
3d,bear,lightgbm,moderate_positive,9,-0.020352460499497835,-0.0396239086635326,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.36363636363636365,0.9696969696969697
3d,bear,lightgbm,reject,2,-0.000978286470668801,-0.000978286470668801,0.5,0.5,0.5,0.09090909090909091,1.090909090909091
3d,bear,lightgbm,strong_or_moderate_positive,16,-0.0003904910279420135,0.0063360385201896505,0.5625,0.5,0.5,0.7272727272727273,1.090909090909091
3d,bear,lightgbm,strong_positive,7,0.025274898292629754,0.0221914008321775,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.36363636363636365,1.2467532467532467
3d,bear,lightgbm,weak_or_uncertain,6,-0.018641086935226866,-0.02118269099978505,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.7272727272727273
3d,bear,xgboost,moderate_positive,7,-0.03480071725756871,-0.0516811955168118,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.18181818181818182,0.6233766233766234
3d,bear,xgboost,reject,0,,,,,,0.0,
