horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate
3d,bear,cart,combined_rank_based,rank_based_joint_score,1,,,6,6,-0.012160818975431751,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.7272727272727273
3d,bear,cart,combined_rank_based,rank_based_joint_score,3,,,6,18,-0.01150099156114708,0.3888888888888889,0.3888888888888889,0.6363636363636364,0.8484848484848485
3d,bear,cart,combined_rank_based,rank_based_joint_score,5,,,6,24,-0.005002122958323792,0.4583333333333333,0.4583333333333333,1.0,1.0
3d,bear,cart,combined_weighted_linear,combined_score,1,,,6,6,-0.012160818975431751,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.7272727272727273
3d,bear,cart,combined_weighted_linear,combined_score,3,,,6,18,-0.01150099156114708,0.3888888888888889,0.3888888888888889,0.6363636363636364,0.8484848484848485
3d,bear,cart,combined_weighted_linear,combined_score,5,,,6,24,-0.005002122958323792,0.4583333333333333,0.4583333333333333,1.0,1.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.5,5,5,-0.016965734397001102,0.2,0.2,0.5,0.9000000000000001
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.55,5,5,-0.016965734397001102,0.2,0.2,0.5,0.9000000000000001
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.6,5,5,-0.016965734397001102,0.2,0.2,0.5,0.9000000000000001
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.65,5,5,-0.016965734397001102,0.2,0.2,0.5,0.9000000000000001
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.5,5,5,-0.016965734397001102,0.2,0.2,0.5,0.9000000000000001
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.55,5,5,-0.016965734397001102,0.2,0.2,0.5,0.9000000000000001
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.6,5,5,-0.016965734397001102,0.2,0.2,0.5,0.9000000000000001
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.65,5,5,-0.016965734397001102,0.2,0.2,0.5,0.9000000000000001
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.5,4,4,-0.0066248348229436494,0.25,0.25,0.5,0.875
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.55,4,4,-0.0066248348229436494,0.25,0.25,0.5,0.875
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.6,4,4,-0.0066248348229436494,0.25,0.25,0.5,0.875
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.65,4,4,-0.0066248348229436494,0.25,0.25,0.5,0.875
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.5,4,4,-0.0066248348229436494,0.25,0.25,1.0,1.5
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.55,4,4,-0.0066248348229436494,0.25,0.25,1.0,1.5
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.6,4,4,-0.0066248348229436494,0.25,0.25,1.0,1.5
3d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.65,4,4,-0.0066248348229436494,0.25,0.25,1.0,1.5
