date,ticker,horizon,model_name,actual_return,predicted_return,actual_profit_label,predicted_profit_label,predicted_profit_probability,ranking_group,normalized_predicted_return,return_strength,profit_confidence,combined_score,gated_valid_signal,return_only_signal_label,probability_only_signal_label,combined_signal_label,return_rank_score,profit_probability_rank_score,rank_based_joint_score
2024-06-24,ACB,20d,cart,-0.0256410256410256,-0.0281517747858016,0,0,0.0,2024-06-24,0.42563028544517506,0.42563028544517506,0.0,0.21281514272258753,False,reject,reject,reject,0.6363636363636364,0.09090909090909094,0.36363636363636365
2024-06-24,DGC,20d,cart,-0.0134125636672325,-0.1932314410480349,0,0,0.0,2024-06-24,0.1171899056991755,0.1171899056991755,0.0,0.05859495284958775,False,reject,reject,reject,0.0,0.09090909090909094,0.04545454545454547
2024-06-24,HPG,20d,cart,-0.006644518272425,0.0455062571103526,0,1,1.0,2024-06-24,0.5632554202894803,0.5632554202894803,1.0,0.7816277101447402,True,strong_positive,strong_positive,strong_positive,0.9090909090909091,1.0,0.9545454545454546
2024-06-24,MWG,20d,cart,0.0334014996591682,0.270560190703218,1,0,0.0,2024-06-24,0.9837537306655488,0.9837537306655488,0.0,0.4918768653327744,False,strong_positive,reject,weak_or_uncertain,1.0,0.09090909090909094,0.5454545454545454
2024-06-24,ACB,20d,lightgbm,-0.0256410256410256,-0.0777955976050076,0,0,0.0006738560235936,2024-06-24,0.39836544937268187,0.39836544937268187,0.0006738560235936,0.19951965269813773,False,reject,reject,reject,0.4545454545454546,0.2727272727272727,0.36363636363636365
2024-06-24,DGC,20d,lightgbm,-0.0134125636672325,-0.1918462752939709,0,0,0.006493293846009,2024-06-24,0.13631136975575872,0.13631136975575872,0.006493293846009,0.07140233180088386,False,reject,reject,reject,0.09090909090909094,0.36363636363636365,0.2272727272727273
2024-06-24,HPG,20d,lightgbm,-0.006644518272425,0.0206604269351061,0,1,0.959985483865936,2024-06-24,0.6245877166700681,0.6245877166700681,0.959985483865936,0.792286600268002,True,strong_positive,strong_positive,strong_positive,0.7272727272727273,0.9090909090909091,0.8181818181818181
2024-06-24,MWG,20d,lightgbm,0.0334014996591682,-0.0822989460326127,1,1,0.8876143857241143,2024-06-24,0.3880181121073236,0.3880181121073236,0.8876143857241143,0.637816248915719,False,reject,strong_positive,weak_or_uncertain,0.36363636363636365,0.7272727272727273,0.5454545454545454
2024-06-24,ACB,20d,xgboost,-0.0256410256410256,-0.0853626579046249,0,0,0.0094870571047067,2024-06-24,0.34787580781984057,0.34787580781984057,0.0094870571047067,0.17868143246227364,False,reject,reject,reject,0.18181818181818177,0.4545454545454546,0.3181818181818182
2024-06-24,DGC,20d,xgboost,-0.0134125636672325,-0.0839220061898231,0,0,0.2595073878765106,2024-06-24,0.3517445835319299,0.3517445835319299,0.2595073878765106,0.3056259857042203,False,reject,reject,reject,0.2727272727272727,0.5454545454545454,0.40909090909090906
