horizon,regime,model_name,signal_bucket,observations,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
20d,bull,cart,moderate_positive,0,,,,,,0.0,
20d,bull,cart,reject,15,0.05059525732295647,0.0695748205411375,0.8,0.8,0.8,0.2857142857142857,0.9142857142857144
20d,bull,cart,strong_or_moderate_positive,19,0.03968172446342446,0.041527446300716,0.8947368421052632,0.8421052631578947,0.8421052631578947,0.38095238095238093,0.9624060150375939
20d,bull,cart,strong_positive,19,0.03968172446342446,0.041527446300716,0.8947368421052632,0.8421052631578947,0.8421052631578947,0.38095238095238093,0.9624060150375939
20d,bull,cart,weak_or_uncertain,14,0.08034961752581025,0.0887841822418794,1.0,1.0,1.0,0.3333333333333333,1.1428571428571428
20d,bull,lightgbm,moderate_positive,0,,,,,,0.0,
20d,bull,lightgbm,reject,35,0.05975269349755852,0.077313769751693,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.9795918367346939
20d,bull,lightgbm,strong_or_moderate_positive,12,0.03481788618767962,0.030949194165184553,1.0,0.9166666666666666,0.9166666666666666,0.2619047619047619,1.0476190476190477
20d,bull,lightgbm,strong_positive,12,0.03481788618767962,0.030949194165184553,1.0,0.9166666666666666,0.9166666666666666,0.2619047619047619,1.0476190476190477
20d,bull,lightgbm,weak_or_uncertain,1,0.1286173633440515,0.1286173633440515,1.0,1.0,1.0,0.023809523809523808,1.1428571428571428
20d,bull,xgboost,moderate_positive,0,,,,,,0.0,
20d,bull,xgboost,reject,35,0.06042949719960079,0.077313769751693,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.9795918367346939
20d,bull,xgboost,strong_or_moderate_positive,12,0.03481788618767962,0.030949194165184553,1.0,0.9166666666666666,0.9166666666666666,0.2619047619047619,1.0476190476190477
20d,bull,xgboost,strong_positive,12,0.03481788618767962,0.030949194165184553,1.0,0.9166666666666666,0.9166666666666666,0.2619047619047619,1.0476190476190477
20d,bull,xgboost,weak_or_uncertain,1,0.104929233772572,0.104929233772572,1.0,1.0,1.0,0.023809523809523808,1.1428571428571428
20d,sideway,cart,moderate_positive,0,,,,,,0.0,
20d,sideway,cart,reject,45,0.027926101567491878,0.0181461500735655,0.6666666666666666,0.6444444444444445,0.6444444444444445,0.4084507042253521,0.9076682316118937
20d,sideway,cart,strong_or_moderate_positive,24,0.015121087535372753,0.012099724344555151,0.875,0.5833333333333334,0.5833333333333334,0.19718309859154928,0.8215962441314555
20d,sideway,cart,strong_positive,24,0.015121087535372753,0.012099724344555151,0.875,0.5833333333333334,0.5833333333333334,0.19718309859154928,0.8215962441314555
20d,sideway,cart,weak_or_uncertain,31,0.08376556330078304,0.1019777503090233,0.967741935483871,0.9032258064516129,0.9032258064516129,0.39436619718309857,1.2721490231712858
20d,sideway,lightgbm,moderate_positive,0,,,,,,0.0,
20d,sideway,lightgbm,reject,73,0.04964249287220668,0.0529485570890839,0.7808219178082192,0.7534246575342466,0.7534246575342466,0.7746478873239436,1.0611614894848544
20d,sideway,lightgbm,strong_or_moderate_positive,25,0.014745033357122761,0.0113300492610837,0.88,0.56,0.56,0.19718309859154928,0.7887323943661972
20d,sideway,lightgbm,strong_positive,25,0.014745033357122761,0.0113300492610837,0.88,0.56,0.56,0.19718309859154928,0.7887323943661972
20d,sideway,lightgbm,weak_or_uncertain,2,0.11189266005559934,0.11189266005559934,1.0,1.0,1.0,0.028169014084507043,1.4084507042253522
20d,sideway,xgboost,moderate_positive,0,,,,,,0.0,
20d,sideway,xgboost,reject,73,0.04986240112673511,0.0529485570890839,0.7808219178082192,0.7534246575342466,0.7534246575342466,0.7746478873239436,1.0611614894848544
20d,sideway,xgboost,strong_or_moderate_positive,24,0.01467204115570415,0.0092656007227166,0.875,0.5416666666666666,0.5416666666666666,0.18309859154929578,0.7629107981220657
20d,sideway,xgboost,strong_positive,24,0.01467204115570415,0.0092656007227166,0.875,0.5416666666666666,0.5416666666666666,0.18309859154929578,0.7629107981220657
20d,sideway,xgboost,weak_or_uncertain,3,0.07474295457393086,0.0889610389610389,1.0,1.0,1.0,0.04225352112676056,1.4084507042253522
