date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error
2024-06-24,ACB,cart,2024-05-27,2024-06-24,20d,20,-0.02564102564102566,-0.028151774785801664,0.0025107491447760033,9.791921664626406
2024-06-25,ACB,cart,2024-05-28,2024-06-25,20d,20,-0.034598750600672745,-0.074385122975405,0.03978637237473226,114.99366793308035
2024-06-26,ACB,cart,2024-05-29,2024-06-26,20d,20,-0.018996590355577214,-0.08143712574850293,0.06244053539292571,328.693382465837
2024-06-27,ACB,cart,2024-05-30,2024-06-27,20d,20,-0.0300533204071739,-0.028151774785801664,0.001901545621372236,6.327239704662803
2024-06-28,ACB,cart,2024-05-31,2024-06-28,20d,20,-0.03495145631067975,-0.028151774785801664,0.006799681524878087,19.45464436284556
2024-07-01,ACB,cart,2024-06-03,2024-07-01,20d,20,-0.04054054054054057,-0.0667506297229219,0.026210089182381324,64.65155331654056
2024-07-02,ACB,cart,2024-06-04,2024-07-02,20d,20,-0.018563751831949138,-0.028151774785801664,0.009588022953852526,51.64916575404258
2024-07-03,ACB,cart,2024-06-05,2024-07-03,20d,20,-0.003933136676499416,-0.028151774785801664,0.02421863810930225,615.7588739290242
2024-07-04,ACB,cart,2024-06-06,2024-07-04,20d,20,-0.007866273352999054,-0.0911835748792269,0.08331730152622785,1059.1711956521665
2024-07-05,ACB,cart,2024-06-07,2024-07-05,20d,20,-0.012165450121654486,-0.0911835748792269,0.07901812475757242,649.528985507246
2024-07-08,ACB,cart,2024-06-10,2024-07-08,20d,20,-0.006375674350171612,-0.0911835748792269,0.08480790052905529,1330.1793013749605
2024-07-09,ACB,cart,2024-06-11,2024-07-09,20d,20,0.005946481665014991,-0.028151774785801664,0.034098256450816655,573.419012647888
2024-07-10,ACB,cart,2024-06-12,2024-07-10,20d,20,-0.012189176011701663,-0.0911835748792269,0.07899439886752524,648.0700483091741
2024-07-11,ACB,cart,2024-06-13,2024-07-11,20d,20,-0.026061776061776065,-0.0911835748792269,0.06512179881745084,249.87475398103354
2024-07-12,ACB,cart,2024-06-14,2024-07-12,20d,20,-0.024330900243308973,-0.09661835748792258,0.0722874572446136,297.1014492753623
2024-07-15,ACB,cart,2024-06-17,2024-07-15,20d,20,-0.024378352023403216,-0.0911835748792269,0.06680522285582369,274.0350241545888
2024-07-16,ACB,cart,2024-06-18,2024-07-16,20d,20,-0.018039980497318475,-0.028151774785801664,0.010111794288483189,56.052135366699765
2024-07-17,ACB,cart,2024-06-19,2024-07-17,20d,20,-0.00631067961165066,-0.028151774785801664,0.021841095174151004,346.0973542980756
2024-07-18,ACB,cart,2024-06-20,2024-07-18,20d,20,0.0,-0.028151774785801664,0.028151774785801664,
2024-07-19,ACB,cart,2024-06-21,2024-07-19,20d,20,0.022428083861530723,-0.08578284343131382,0.10821092729284454,482.47959103831846
2024-07-22,ACB,cart,2024-06-24,2024-07-22,20d,20,0.02681231380337623,-0.009073233959818627,0.03588554776319486,133.8398022131015
2024-07-23,ACB,cart,2024-06-25,2024-07-23,20d,20,-0.0019910403185664505,-0.0217821782178218,0.01979113789925535,994.0099009901003
2024-07-24,ACB,cart,2024-06-26,2024-07-24,20d,20,0.003972194637537063,-0.017891373801916965,0.02186356843945403,550.4153354632796
2024-07-25,ACB,cart,2024-06-27,2024-07-25,20d,20,0.003998000999500206,-0.0217821782178218,0.025780179217322008,644.8267326732737
2024-07-26,ACB,cart,2024-06-28,2024-07-26,20d,20,0.01307847082494984,-0.0159893404397069,0.02906781126465674,222.25695690052683
2024-07-29,ACB,cart,2024-07-01,2024-07-29,20d,20,0.015090543259557387,-0.0217821782178218,0.03687272147737919,244.34323432343206
2024-07-30,ACB,cart,2024-07-02,2024-07-30,20d,20,0.004479840716774541,-0.025198938992042508,0.02967877970881705,662.4963159445899
