ticker,model_name,observations,mae,rmse,mape,directional_accuracy
ACB,cart,44,0.04038858735887938,0.04771935792831611,370.7467173676318,0.7045454545454546
ACB,lightgbm,44,0.04248000129398932,0.04618057625406638,435.3107278830854,0.7045454545454546
ACB,xgboost,44,0.03940641782620655,0.043646500327985935,382.64210632551044,0.7045454545454546
DGC,cart,44,0.1481285241043112,0.16623599057199231,467.0390836795826,0.6590909090909091
DGC,lightgbm,44,0.09055747822769307,0.10863573767312262,354.1564431753436,0.7272727272727273
DGC,xgboost,44,0.060637577907255415,0.07313016203172555,184.8012179062772,0.7272727272727273
HPG,cart,44,0.22779586161639911,0.2442912313148451,894.2051638867422,0.09090909090909091
HPG,lightgbm,44,0.10312713938710588,0.12725926895327638,249.7116017836132,0.06818181818181818
HPG,xgboost,44,0.11676227970477343,0.1330395950446771,314.1258712447967,0.045454545454545456
MWG,cart,44,0.1885497370552116,0.19957020630327713,662.1284709104011,0.45454545454545453
MWG,lightgbm,44,0.07134322479883205,0.08338624983298329,250.70147779090024,0.6590909090909091
MWG,xgboost,44,0.03649472417570198,0.04508783210523771,96.43531974966861,0.7272727272727273
OVERALL,cart,176,0.1512156775337003,0.17987357686983796,599.831476913052,0.4772727272727273
OVERALL,lightgbm,176,0.07687696092690507,0.09628415928733058,321.8252588569507,0.5397727272727273
OVERALL,xgboost,176,0.06332524990348434,0.08213629533170627,243.71175179216925,0.5511363636363636
