date,ticker,model_name,prediction_date,entry_date,target_date,horizon,horizon_days,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability
2023-01-03,ACB,cart,2022-12-28,2022-12-29,2023-01-03,3d,3,0.024585655631645942,1,0,0.0
2023-01-04,ACB,cart,2022-12-29,2022-12-30,2023-01-04,3d,3,0.022276296528043193,1,0,0.0
2023-01-05,ACB,cart,2022-12-30,2023-01-03,2023-01-05,3d,3,0.0315137329424533,1,0,0.0
2023-01-06,ACB,cart,2023-01-03,2023-01-04,2023-01-06,3d,3,0.0056224854799247215,1,0,0.0
2023-01-09,ACB,cart,2023-01-04,2023-01-05,2023-01-09,3d,3,0.007912336806185749,1,0,0.0
2023-01-10,ACB,cart,2023-01-05,2023-01-06,2023-01-10,3d,3,0.02124799551606782,1,0,0.0
2023-01-11,ACB,cart,2023-01-06,2023-01-09,2023-01-11,3d,3,0.029292654671396523,1,1,1.0
2023-01-12,ACB,cart,2023-01-09,2023-01-10,2023-01-12,3d,3,0.04620914108032004,1,1,1.0
2023-01-13,ACB,cart,2023-01-10,2023-01-11,2023-01-13,3d,3,0.015984516619577116,1,0,0.0
2023-01-16,ACB,cart,2023-01-11,2023-01-12,2023-01-16,3d,3,0.02591528663068976,1,0,0.0
2023-01-17,ACB,cart,2023-01-12,2023-01-13,2023-01-17,3d,3,0.021258811911430753,1,0,0.0
2023-01-18,ACB,cart,2023-01-13,2023-01-16,2023-01-18,3d,3,0.04842620038903367,1,0,0.0
2023-01-19,ACB,cart,2023-01-16,2023-01-17,2023-01-19,3d,3,0.030203681261262938,1,1,1.0
2023-01-27,ACB,cart,2023-01-17,2023-01-18,2023-01-27,3d,3,0.0345399328916558,1,1,1.0
2023-01-30,ACB,cart,2023-01-18,2023-01-19,2023-01-30,3d,3,-0.010960967716670544,0,1,1.0
2023-01-31,ACB,cart,2023-01-19,2023-01-27,2023-01-31,3d,3,-0.018544801931105304,0,1,1.0
2023-02-01,ACB,cart,2023-01-27,2023-01-30,2023-02-01,3d,3,-0.04883459125227729,0,1,1.0
2023-02-02,ACB,cart,2023-01-30,2023-01-31,2023-02-02,3d,3,-0.022314444775722864,0,1,1.0
2023-02-03,ACB,cart,2023-01-31,2023-02-01,2023-02-03,3d,3,-0.0679849285670091,0,0,0.0
2023-02-06,ACB,cart,2023-02-01,2023-02-02,2023-02-06,3d,3,-0.016407296308240116,0,1,1.0
2023-02-07,ACB,cart,2023-02-02,2023-02-03,2023-02-07,3d,3,-0.02323246536168433,0,0,0.0
2023-02-08,ACB,cart,2023-02-03,2023-02-06,2023-02-08,3d,3,0.0034407545618306834,1,0,0.0
2023-02-09,ACB,cart,2023-02-06,2023-02-07,2023-02-09,3d,3,-0.027296685339375015,0,0,0.0
2023-02-10,ACB,cart,2023-02-07,2023-02-08,2023-02-10,3d,3,-0.030879199281195313,0,1,1.0
2023-02-13,ACB,cart,2023-02-08,2023-02-09,2023-02-13,3d,3,-0.03721300707040931,0,1,1.0
2023-02-14,ACB,cart,2023-02-09,2023-02-10,2023-02-14,3d,3,-0.037275914327592585,0,1,1.0
2023-02-15,ACB,cart,2023-02-10,2023-02-13,2023-02-15,3d,3,0.00915404840121714,1,1,1.0
2023-02-16,ACB,cart,2023-02-13,2023-02-14,2023-02-16,3d,3,0.02183828645036079,1,1,1.0
2023-02-17,ACB,cart,2023-02-14,2023-02-15,2023-02-17,3d,3,0.030590648646937835,1,1,1.0
2023-02-20,ACB,cart,2023-02-15,2023-02-16,2023-02-20,3d,3,0.03263611746781736,1,1,1.0
2023-02-21,ACB,cart,2023-02-16,2023-02-17,2023-02-21,3d,3,0.018923472718511913,1,0,0.0
2023-02-22,ACB,cart,2023-02-17,2023-02-20,2023-02-22,3d,3,-0.000803472377067016,0,0,0.0
