ticker,model_name,observations,accuracy,precision,recall,f1,roc_auc,positive_class_precision,true_negative,false_positive,false_negative,true_positive
ACB,cart,37,0.4594594594594595,0.5294117647058824,0.42857142857142855,0.47368421052631576,0.4642857142857143,0.5294117647058824,8,8,12,9
ACB,lightgbm,37,0.6216216216216216,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6101190476190476,0.6666666666666666,9,7,7,14
ACB,xgboost,37,0.6216216216216216,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6904761904761905,0.6666666666666666,9,7,7,14
DGC,cart,37,0.4864864864864865,0.3333333333333333,0.7272727272727273,0.45714285714285713,0.5559440559440559,0.3333333333333333,10,16,3,8
DGC,lightgbm,37,0.40540540540540543,0.2962962962962963,0.7272727272727273,0.42105263157894735,0.37762237762237766,0.2962962962962963,7,19,3,8
DGC,xgboost,37,0.3783783783783784,0.3,0.8181818181818182,0.43902439024390244,0.40909090909090906,0.3,5,21,2,9
HPG,cart,37,0.4864864864864865,0.5333333333333333,0.4,0.45714285714285713,0.4941176470588235,0.5333333333333333,10,7,12,8
HPG,lightgbm,37,0.43243243243243246,0.48,0.6,0.5333333333333333,0.47058823529411764,0.48,4,13,8,12
HPG,xgboost,37,0.4864864864864865,0.5217391304347826,0.6,0.5581395348837209,0.44117647058823534,0.5217391304347826,6,11,8,12
MWG,cart,37,0.4864864864864865,0.42857142857142855,0.5625,0.4864864864864865,0.4955357142857143,0.42857142857142855,9,12,7,9
MWG,lightgbm,37,0.4864864864864865,0.42105263157894735,0.5,0.45714285714285713,0.5863095238095237,0.42105263157894735,10,11,8,8
MWG,xgboost,37,0.5675675675675675,0.5,0.5,0.5,0.6458333333333334,0.5,13,8,8,8
OVERALL,cart,148,0.4797297297297297,0.44155844155844154,0.5,0.4689655172413793,0.48125000000000007,0.44155844155844154,37,43,34,34
OVERALL,lightgbm,148,0.4864864864864865,0.45652173913043476,0.6176470588235294,0.525,0.4954044117647059,0.45652173913043476,30,50,26,42
OVERALL,xgboost,148,0.5135135135135135,0.4777777777777778,0.6323529411764706,0.5443037974683544,0.5286764705882352,0.4777777777777778,33,47,25,43
