date,ticker,model_name,prediction_date,entry_date,target_date,horizon,horizon_days,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability
2024-12-23,ACB,cart,2024-12-18,2024-12-19,2024-12-23,3d,3,-0.013143438957437636,0,0,0.0
2024-12-24,ACB,cart,2024-12-19,2024-12-20,2024-12-24,3d,3,-0.0007572244734950218,0,1,1.0
2024-12-25,ACB,cart,2024-12-20,2024-12-23,2024-12-25,3d,3,0.01694118753918117,1,1,1.0
2024-12-26,ACB,cart,2024-12-23,2024-12-24,2024-12-26,3d,3,0.01928227166455887,1,0,0.0
2024-12-27,ACB,cart,2024-12-24,2024-12-25,2024-12-27,3d,3,0.01489091673637244,1,0,0.0
2024-12-30,ACB,cart,2024-12-25,2024-12-26,2024-12-30,3d,3,-0.008843928657975564,0,0,0.0
2024-12-31,ACB,cart,2024-12-26,2024-12-27,2024-12-31,3d,3,0.0009166141972005715,1,0,0.0
2025-01-02,ACB,cart,2024-12-27,2024-12-30,2025-01-02,3d,3,0.0028702656848340613,1,0,0.0
2025-01-03,ACB,cart,2024-12-30,2024-12-31,2025-01-03,3d,3,-0.018674742078502837,0,0,0.0
2025-01-06,ACB,cart,2024-12-31,2025-01-02,2025-01-06,3d,3,-0.03808013700528756,0,1,1.0
2025-01-07,ACB,cart,2025-01-02,2025-01-03,2025-01-07,3d,3,-0.026547160022043825,0,1,1.0
2025-01-08,ACB,cart,2025-01-03,2025-01-06,2025-01-08,3d,3,-0.006975585450921695,0,0,0.0
2025-01-09,ACB,cart,2025-01-06,2025-01-07,2025-01-09,3d,3,-0.0007452199156233741,0,1,1.0
2025-01-10,ACB,cart,2025-01-07,2025-01-08,2025-01-10,3d,3,-0.018859554030972947,0,0,0.0
2025-01-13,ACB,cart,2025-01-08,2025-01-09,2025-01-13,3d,3,-0.015072187392089376,0,0,0.0
2025-01-14,ACB,cart,2025-01-09,2025-01-10,2025-01-14,3d,3,-0.016523897129278264,0,1,1.0
2025-01-15,ACB,cart,2025-01-10,2025-01-13,2025-01-15,3d,3,0.009033112976103208,1,0,0.0
2025-01-16,ACB,cart,2025-01-13,2025-01-14,2025-01-16,3d,3,-0.0031340983540201206,0,0,0.0
2025-01-17,ACB,cart,2025-01-14,2025-01-15,2025-01-17,3d,3,-0.0026705663127033485,0,1,1.0
2025-01-20,ACB,cart,2025-01-15,2025-01-16,2025-01-20,3d,3,-0.0007572244734950218,0,1,1.0
2025-01-21,ACB,cart,2025-01-16,2025-01-17,2025-01-21,3d,3,-0.0026705663127033485,0,0,0.0
2025-01-22,ACB,cart,2025-01-17,2025-01-20,2025-01-22,3d,3,-0.01126202177271629,0,1,1.0
2025-01-23,ACB,cart,2025-01-20,2025-01-21,2025-01-23,3d,3,0.002987870213450483,1,0,0.0
2025-01-24,ACB,cart,2025-01-21,2025-01-22,2025-01-24,3d,3,0.0068098181019375925,1,1,1.0
2025-02-03,ACB,cart,2025-01-22,2025-01-23,2025-02-03,3d,3,0.0011404794756812997,1,0,0.0
2025-02-04,ACB,cart,2025-01-23,2025-01-24,2025-02-04,3d,3,-0.004616857625389548,0,0,0.0
2025-02-05,ACB,cart,2025-01-24,2025-02-03,2025-02-05,3d,3,0.006783472371306276,1,0,0.0
2025-02-06,ACB,cart,2025-02-03,2025-02-04,2025-02-06,3d,3,0.0029075959261068984,1,1,1.0
2025-02-07,ACB,cart,2025-02-04,2025-02-05,2025-02-07,3d,3,0.010437638880033573,1,0,0.0
