scope,step_size,ticker,horizon,competitor_model,stacking_mae_minus_model,stacking_rmse_minus_model,stacking_directional_accuracy_minus_model,stacking_better_mae,stacking_better_rmse,stacking_better_directional_accuracy
overall_horizon,1,OVERALL,long_3m,cart,0.0,0.0,-0.46153846153846156,False,False,False
overall_horizon,1,OVERALL,long_6m,cart,0.0,0.0,-0.9230769230769231,False,False,False
overall_horizon,1,OVERALL,short_10d,cart,0.0,0.0,-0.38461538461538464,False,False,False
overall_horizon,1,OVERALL,short_20d,cart,0.0,0.0,0.0,False,False,False
overall_horizon,1,OVERALL,short_30d,cart,0.0,0.0,-0.30769230769230765,False,False,False
overall_horizon,1,OVERALL,short_5d,cart,0.0,0.0,-0.7692307692307693,False,False,False
ticker,1,SSI,long_3m,cart,0.0,0.0,-0.46153846153846156,False,False,False
ticker,1,SSI,long_6m,cart,0.0,0.0,-0.9230769230769231,False,False,False
ticker,1,SSI,short_10d,cart,0.0,0.0,-0.38461538461538464,False,False,False
ticker,1,SSI,short_20d,cart,0.0,0.0,0.0,False,False,False
ticker,1,SSI,short_30d,cart,0.0,0.0,-0.30769230769230765,False,False,False
ticker,1,SSI,short_5d,cart,0.0,0.0,-0.7692307692307693,False,False,False
