step_size,ticker,horizon,model_name,total_return,cagr,sharpe,sortino,max_drawdown,turnover,win_rate,observations
1,SSI,long_3m,cart,-0.32520947041882453,-0.7195711189930363,-15.284820911146634,-24.7505862523825,-0.32520947041882453,1.0,0.0,13
1,SSI,long_3m,stacking_final,-0.6178470408184694,-0.9553660812300493,-23.24416930082736,-23.24416930082736,-0.518586260721753,0.0,0.0,13
1,SSI,long_6m,cart,17.285375622957616,167.64488028996678,38.83854823409739,1000000.0,0.0,1.0,1.0,13
1,SSI,long_6m,stacking_final,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
1,SSI,short_10d,cart,0.2110087283588571,5.0076717370007655,8.723188394720093,24.161162432406826,-0.0625100046931153,2.0,0.6363636363636364,13
1,SSI,short_10d,stacking_final,-0.005963373303662145,-0.05447644142610264,-0.02243988542118114,-0.03309682524354979,-0.0625100046931154,1.0,0.375,13
1,SSI,short_20d,cart,0.318459898061322,5.721130778985298,12.777971233389916,33.21552494153857,-0.013810559971579539,0.0,0.8333333333333334,13
1,SSI,short_20d,stacking_final,0.318459898061322,5.721130778985298,12.777971233389916,33.21552494153857,-0.013810559971579539,0.0,0.8333333333333334,13
1,SSI,short_30d,cart,0.6012712422610935,12.020836895182665,13.48419797349133,1000000.0,0.0,1.0,0.875,13
1,SSI,short_30d,stacking_final,0.08771365557801869,0.5814627433238071,4.58257569495584,1000000.0,0.0,1.0,1.0,13
1,SSI,short_5d,cart,0.05167153894408205,0.7772194907441987,2.73288464704342,3.7625727995388707,-0.02444057226705798,6.0,0.75,13
1,SSI,short_5d,stacking_final,-0.18675149325929497,-0.905532408202889,-10.863320319766967,-13.454951227802765,-0.13508629400753258,1.0,0.0,13
