experiment_id,policy_id,candidate_type,candidate_date,ticker,horizon,rank,candidate_score,forecast_score,risk_penalty,risk_adjusted_score,expected_return_proxy,directional_confidence,realized_volatility,max_drawdown,var_95,cvar_95,model_name,model_type,source_experiment,diagnostics,diagnostic_only,realized_return,prediction_count,model_consensus_count,consensus_score,missing_prediction_rate,current_close,y_true
EXP-RK-001,candidate_policy_risk_aware,risk_aware,2024-07-02,FPT,5,1,0.0499999999999999,0.75,1.0,0.0499999999999999,0.0042839122525101,0.5,0.0178792883177488,-0.0595630310386683,-0.0179303821658739,-0.0293913646610022,ets,model,EXP-FC-003,"{""candidate_evidence"": ""aggregated_source_model_predictions"", ""not_investment_advice"": true, ""policy_ranking"": ""risk_aware"", ""realized_outcome_source"": ""forecast_artifact_y_true_vs_local_candidate_date_close"", ""risk_confidence_level"": 0.95, ""risk_controls_enabled"": true, ""risk_lookback_window"": 20, ""source_model_names"": [""ets"", ""lightgbm"", ""sarimax"", ""xgboost""], ""source_model_types"": [""model""], ""source_rows"": 4, ""source_selection"": ""highest_priority_source_experiment_per_date_ticker_horizon""}",True,0.0742140684060108,4,2,0.5,0.0,108.47,116.52
EXP-RK-001,candidate_policy_risk_aware,risk_aware,2024-07-04,MWG,1,1,0.0499999999999999,0.75,1.0,0.0499999999999999,0.028057348952908,0.5,0.0163486736937482,-0.0311551366032912,-0.0161325108514652,-0.0235104669887278,sarimax,model,EXP-FC-003,"{""candidate_evidence"": ""aggregated_source_model_predictions"", ""not_investment_advice"": true, ""policy_ranking"": ""risk_aware"", ""realized_outcome_source"": ""forecast_artifact_y_true_vs_local_candidate_date_close"", ""risk_confidence_level"": 0.95, ""risk_controls_enabled"": true, ""risk_lookback_window"": 20, ""source_model_names"": [""ets"", ""lightgbm"", ""sarimax"", ""xgboost""], ""source_model_types"": [""model""], ""source_rows"": 4, ""source_selection"": ""highest_priority_source_experiment_per_date_ticker_horizon""}",True,0.0076347771891553,4,2,0.5,0.0,64.18,64.67
EXP-RK-001,candidate_policy_risk_aware,risk_aware,2024-07-08,MWG,1,1,-0.025,0.625,1.0,-0.025,0.1300053551786628,0.25,0.0166788066445764,-0.0311551366032912,-0.0161325108514652,-0.0235104669887278,sarimax,model,EXP-FC-003,"{""candidate_evidence"": ""aggregated_source_model_predictions"", ""not_investment_advice"": true, ""policy_ranking"": ""risk_aware"", ""realized_outcome_source"": ""forecast_artifact_y_true_vs_local_candidate_date_close"", ""risk_confidence_level"": 0.95, ""risk_controls_enabled"": true, ""risk_lookback_window"": 20, ""source_model_names"": [""ets"", ""lightgbm"", ""sarimax"", ""xgboost""], ""source_model_types"": [""model""], ""source_rows"": 4, ""source_selection"": ""highest_priority_source_experiment_per_date_ticker_horizon""}",True,-0.0030280090840273,4,1,0.25,0.0,66.05,65.85
EXP-RK-001,candidate_policy_risk_aware,risk_aware,2024-07-10,MWG,1,1,0.0499999999999999,0.75,1.0,0.0499999999999999,0.4972183788196341,0.5,0.0171754623451702,-0.0311551366032912,-0.0235346399187143,-0.0239939255884585,sarimax,model,EXP-FC-003,"{""candidate_evidence"": ""aggregated_source_model_predictions"", ""not_investment_advice"": true, ""policy_ranking"": ""risk_aware"", ""realized_outcome_source"": ""forecast_artifact_y_true_vs_local_candidate_date_close"", ""risk_confidence_level"": 0.95, ""risk_controls_enabled"": true, ""risk_lookback_window"": 20, ""source_model_names"": [""ets"", ""lightgbm"", ""sarimax"", ""xgboost""], ""source_model_types"": [""model""], ""source_rows"": 4, ""source_selection"": ""highest_priority_source_experiment_per_date_ticker_horizon""}",True,-0.0060681499922202,4,2,0.5,0.0,64.27,63.88
EXP-RK-001,candidate_policy_risk_aware,risk_aware,2024-07-12,MWG,1,1,0.0499999999999999,0.75,1.0,0.0499999999999999,1.441124291401812,0.5,0.0167379733699892,-0.0328538985616956,-0.0235346399187143,-0.0239939255884585,sarimax,model,EXP-FC-003,"{""candidate_evidence"": ""aggregated_source_model_predictions"", ""not_investment_advice"": true, ""policy_ranking"": ""risk_aware"", ""realized_outcome_source"": ""forecast_artifact_y_true_vs_local_candidate_date_close"", ""risk_confidence_level"": 0.95, ""risk_controls_enabled"": true, ""risk_lookback_window"": 20, ""source_model_names"": [""ets"", ""lightgbm"", ""sarimax"", ""xgboost""], ""source_model_types"": [""model""], ""source_rows"": 4, ""source_selection"": ""highest_priority_source_experiment_per_date_ticker_horizon""}",True,-0.0076706324358172,4,2,0.5,0.0,63.88,63.39
EXP-RK-001,candidate_policy_risk_aware,risk_aware,2024-07-16,MWG,1,1,0.0499999999999999,0.75,1.0,0.0499999999999999,4.022472906415287,0.5,0.0164425879033385,-0.0433005299015897,-0.0235346399187143,-0.0239939255884585,sarimax,model,EXP-FC-003,"{""candidate_evidence"": ""aggregated_source_model_predictions"", ""not_investment_advice"": true, ""policy_ranking"": ""risk_aware"", ""realized_outcome_source"": ""forecast_artifact_y_true_vs_local_candidate_date_close"", ""risk_confidence_level"": 0.95, ""risk_controls_enabled"": true, ""risk_lookback_window"": 20, ""source_model_names"": [""ets"", ""lightgbm"", ""sarimax"", ""xgboost""], ""source_model_types"": [""model""], ""source_rows"": 4, ""source_selection"": ""highest_priority_source_experiment_per_date_ticker_horizon""}",True,-0.0093369203987971,4,2,0.5,0.0,63.19,62.6
EXP-RK-001,candidate_policy_risk_aware,risk_aware,2024-07-18,MWG,1,1,0.0499999999999999,0.75,1.0,0.0499999999999999,10.777476942068825,0.5,0.0169604102438399,-0.05223315669947,-0.0235346399187143,-0.0239939255884585,sarimax,model,EXP-FC-003,"{""candidate_evidence"": ""aggregated_source_model_predictions"", ""not_investment_advice"": true, ""policy_ranking"": ""risk_aware"", ""realized_outcome_source"": ""forecast_artifact_y_true_vs_local_candidate_date_close"", ""risk_confidence_level"": 0.95, ""risk_controls_enabled"": true, ""risk_lookback_window"": 20, ""source_model_names"": [""ets"", ""lightgbm"", ""sarimax"", ""xgboost""], ""source_model_types"": [""model""], ""source_rows"": 4, ""source_selection"": ""highest_priority_source_experiment_per_date_ticker_horizon""}",True,0.0092072409488139,4,2,0.5,0.0,64.08,64.67
EXP-RK-001,candidate_policy_risk_aware,risk_aware,2024-07-18,FPT,5,1,0.0499999999999999,0.75,1.0,0.0499999999999999,0.002071305176127,0.5,0.0186485806645083,-0.0837700760777683,-0.0294381678718597,-0.0303274288781535,ets,model,EXP-FC-003,"{""candidate_evidence"": ""aggregated_source_model_predictions"", ""not_investment_advice"": true, ""policy_ranking"": ""risk_aware"", ""realized_outcome_source"": ""forecast_artifact_y_true_vs_local_candidate_date_close"", ""risk_confidence_level"": 0.95, ""risk_controls_enabled"": true, ""risk_lookback_window"": 20, ""source_model_names"": [""ets"", ""lightgbm"", ""sarimax"", ""xgboost""], ""source_model_types"": [""model""], ""source_rows"": 4, ""source_selection"": ""highest_priority_source_experiment_per_date_ticker_horizon""}",True,-0.0226958206476611,4,2,0.5,0.0,108.39,105.93
EXP-RK-001,candidate_policy_risk_aware,risk_aware,2024-07-19,FPT,5,1,0.0499999999999999,0.75,1.0,0.0499999999999999,0.0173001027510667,0.5,0.0180718812700121,-0.0973795435333896,-0.0294381678718597,-0.0303274288781535,ets,model,EXP-FC-003,"{""candidate_evidence"": ""aggregated_source_model_predictions"", ""not_investment_advice"": true, ""policy_ranking"": ""risk_aware"", ""realized_outcome_source"": ""forecast_artifact_y_true_vs_local_candidate_date_close"", ""risk_confidence_level"": 0.95, ""risk_controls_enabled"": true, ""risk_lookback_window"": 20, ""source_model_names"": [""ets"", ""lightgbm"", ""sarimax"", ""xgboost""], ""source_model_types"": [""model""], ""source_rows"": 4, ""source_selection"": ""highest_priority_source_experiment_per_date_ticker_horizon""}",True,0.0158269338827494,4,2,0.5,0.0,106.78,108.47
EXP-RK-001,candidate_policy_risk_aware,risk_aware,2024-07-22,MWG,1,1,0.1899999999999999,0.75,0.65,0.1899999999999999,29.09634388752222,0.5,0.016079637706512,-0.05223315669947,-0.0100697706582802,-0.0239939255884585,sarimax,model,EXP-FC-003,"{""candidate_evidence"": ""aggregated_source_model_predictions"", ""not_investment_advice"": true, ""policy_ranking"": ""risk_aware"", ""realized_outcome_source"": ""forecast_artifact_y_true_vs_local_candidate_date_close"", ""risk_confidence_level"": 0.95, ""risk_controls_enabled"": true, ""risk_lookback_window"": 20, ""source_model_names"": [""ets"", ""lightgbm"", ""sarimax"", ""xgboost""], ""source_model_types"": [""model""], ""source_rows"": 4, ""source_selection"": ""highest_priority_source_experiment_per_date_ticker_horizon""}",True,-0.0428771166692559,4,2,0.5,0.0,64.37,61.61
