date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error,entry_date,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability,actual_return_combined,predicted_return_combined,actual_profit_label_combined,predicted_profit_label_combined,predicted_profit_probability_combined,ranking_group,normalized_predicted_return,return_strength,profit_confidence,combined_score,gated_valid_signal,return_only_signal_label,probability_only_signal_label,combined_signal_label,return_rank_score,profit_probability_rank_score,rank_based_joint_score,benchmark_date,close,m_ret,market_return_lookback,market_volatility_lookback,regime,benchmark_stale_days,benchmark_data_available,fold_id,fold_number,selector_score,signal_active,selector_mode,selection_family,selected_model_name,selected_horizon,selected_combined_method,selected_return_threshold,selected_probability_threshold,selection_reason,prior_utility_score,prior_weighted_rank_score,prior_fold_count,prior_sample_count,fallback_used,selection_regime
2023-12-27,ACB,lightgbm,2023-11-29,2023-12-27,20d,20,0.056201550387597,-0.0052409354028344,0.0614424857904314,109.32525057883645,2023-11-30,0.0488339262194723,1,0,0.1582944112297814,0.056201550387597,-0.0052409354028344,1,0,0.1582944112297814,2023-12-27,0.4481739903865623,0.4481739903865623,0.1582944112297814,0.3032342008081718,False,reject,reject,reject,0.4545454545454546,0.3636363636363636,0.4090909090909091,2023-11-29,1102.8,0.0067279515806577,0.0607313929553892,0.013989174647007,bull,0,True,fold_003,3,-1.0,False,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 2 prior folds and 132 samples,0.9917990154029775,0.9594972067039106,2,132,False,bull
2023-12-27,DGC,lightgbm,2023-11-29,2023-12-27,20d,20,0.0147993987744248,-0.0647044976177282,0.079503896392153,537.2103124185395,2023-11-30,0.0077205788527296,1,0,0.0044912438465456,0.0147993987744248,-0.0647044976177282,1,0,0.0044912438465456,2023-12-27,0.2646003114296905,0.2646003114296905,0.0044912438465456,0.134545777638118,False,reject,reject,reject,0.0909090909090909,0.1818181818181817,0.1363636363636363,2023-11-29,1102.8,0.0067279515806577,0.0607313929553892,0.013989174647007,bull,0,True,fold_003,3,-1.0,False,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 2 prior folds and 132 samples,0.9917990154029775,0.9594972067039106,2,132,False,bull
2023-12-27,HPG,lightgbm,2023-11-29,2023-12-27,20d,20,0.0278728606356968,0.0414292987558949,0.0135564381201981,48.63669465930738,2023-11-30,0.0167254356464501,1,1,0.9370360646932988,0.0278728606356968,0.0414292987558949,1,1,0.9370360646932988,2023-12-27,0.5922525868106213,0.5922525868106213,0.9370360646932988,0.7646443257519601,True,strong_positive,strong_positive,strong_positive,0.9090909090909092,0.8181818181818181,0.8636363636363635,2023-11-29,1102.8,0.0067279515806577,0.0607313929553892,0.013989174647007,bull,0,True,fold_003,3,0.7646443257519601,True,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 2 prior folds and 132 samples,0.9917990154029775,0.9594972067039106,2,132,False,bull
2023-12-27,MWG,lightgbm,2023-11-29,2023-12-27,20d,20,0.1043478260869563,-0.0040314213216991,0.1083792474086555,103.86344543329508,2023-11-30,0.095201400361891,1,0,0.3259410312917578,0.1043478260869563,-0.0040314213216991,1,0,0.3259410312917578,2023-12-27,0.4519079568923317,0.4519079568923317,0.3259410312917578,0.3889244940920447,False,reject,reject,reject,0.5454545454545454,0.4545454545454546,0.5,2023-11-29,1102.8,0.0067279515806577,0.0607313929553892,0.013989174647007,bull,0,True,fold_003,3,-1.0,False,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 2 prior folds and 132 samples,0.9917990154029775,0.9594972067039106,2,132,False,bull
2024-01-03,ACB,lightgbm,2023-12-05,2024-01-03,20d,20,0.1286173633440515,-0.0158403597452718,0.1444577230893233,112.31587970194884,2023-12-06,0.1207445964846509,1,1,0.6562706854676802,0.1286173633440515,-0.0158403597452718,1,1,0.6562706854676802,2024-01-03,0.415451845111537,0.415451845111537,0.6562706854676802,0.5358612652896086,False,reject,strong_positive,weak_or_uncertain,0.4545454545454546,0.7272727272727273,0.5909090909090909,2023-12-05,1115.97,-0.0040339494328374,0.0330281683621991,0.0122467615450623,bull,0,True,fold_003,3,-1.0,False,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 2 prior folds and 132 samples,0.9917990154029775,0.9594972067039106,2,132,False,bull
2024-01-03,DGC,lightgbm,2023-12-05,2024-01-03,20d,20,-0.0020489470688672,-0.0568740247525635,0.0548250776836963,2675.7683747294445,2023-12-06,-0.0059551219054843,0,0,0.0185189532790956,-0.0020489470688672,-0.0568740247525635,0,0,0.0185189532790956,2024-01-03,0.2887742535597534,0.2887742535597534,0.0185189532790956,0.1536466034194245,False,reject,reject,reject,0.1818181818181817,0.2727272727272727,0.2272727272727272,2023-12-05,1115.97,-0.0040339494328374,0.0330281683621991,0.0122467615450623,bull,0,True,fold_003,3,-1.0,False,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 2 prior folds and 132 samples,0.9917990154029775,0.9594972067039106,2,132,False,bull
2024-01-03,HPG,lightgbm,2023-12-05,2024-01-03,20d,20,0.0203488372093021,0.0679503763130715,0.0476015391037693,233.9275635956689,2023-12-06,0.0132313067056,1,1,0.9808332047247916,0.0203488372093021,0.0679503763130715,1,1,0.9808332047247916,2024-01-03,0.6741274627132292,0.6741274627132292,0.9808332047247916,0.8274803337190104,True,strong_positive,strong_positive,strong_positive,1.0,0.9090909090909092,0.9545454545454546,2023-12-05,1115.97,-0.0040339494328374,0.0330281683621991,0.0122467615450623,bull,0,True,fold_003,3,0.8274803337190104,True,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 2 prior folds and 132 samples,0.9917990154029775,0.9594972067039106,2,132,False,bull
2024-01-03,MWG,lightgbm,2023-12-05,2024-01-03,20d,20,0.0800102249488752,-0.0177478591857669,0.0977580841346421,122.181988860933,2023-12-06,0.0724765213368752,1,0,0.2564975653864549,0.0800102249488752,-0.0177478591857669,1,0,0.2564975653864549,2024-01-03,0.409563084383843,0.409563084383843,0.2564975653864549,0.3330303248851489,False,reject,reject,reject,0.3636363636363636,0.4545454545454546,0.4090909090909091,2023-12-05,1115.97,-0.0040339494328374,0.0330281683621991,0.0122467615450623,bull,0,True,fold_003,3,-1.0,False,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 2 prior folds and 132 samples,0.9917990154029775,0.9594972067039106,2,132,False,bull
2024-01-26,ACB,lightgbm,2023-12-28,2024-01-26,20d,20,0.1073785242951408,-0.0903217723374807,0.1977002966326216,184.1153041824473,2023-12-29,0.0930966423718537,1,0,0.0005545812901623,0.1073785242951408,-0.0903217723374807,1,0,0.0005545812901623,2024-01-26,0.1855156217476457,0.1855156217476457,0.0005545812901623,0.093035101518904,False,reject,reject,reject,0.2727272727272727,0.1818181818181817,0.2272727272727272,2023-12-28,1128.93,0.0061854383728909,0.0318060925118586,0.0071627711181774,bull,0,True,fold_003,3,-1.0,False,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 2 prior folds and 132 samples,0.9917990154029775,0.9594972067039106,2,132,False,bull
2024-01-26,DGC,lightgbm,2023-12-28,2024-01-26,20d,20,-0.0541804494125698,-0.0596595692147015,0.0054791198021317,10.112724906376656,2023-12-29,-0.0577688012998104,0,0,0.0028600348332706,-0.0541804494125698,-0.0596595692147015,0,0,0.0028600348332706,2024-01-26,0.2801748251742718,0.2801748251742718,0.0028600348332706,0.1415174300037711,False,reject,reject,reject,0.6363636363636364,0.2727272727272727,0.4545454545454545,2023-12-28,1128.93,0.0061854383728909,0.0318060925118586,0.0071627711181774,bull,0,True,fold_003,3,-1.0,False,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 2 prior folds and 132 samples,0.9917990154029775,0.9594972067039106,2,132,False,bull
