ticker,model_name,observations,accuracy,precision,recall,f1,roc_auc,positive_class_precision,true_negative,false_positive,false_negative,true_positive
ACB,cart,37,0.4864864864864865,0.3333333333333333,0.05555555555555555,0.09523809523809523,0.4751461988304093,0.3333333333333333,17,2,17,1
ACB,lightgbm,37,0.5135135135135135,0.0,0.0,0.0,0.6140350877192983,0.0,19,0,18,0
ACB,xgboost,37,0.5135135135135135,0.0,0.0,0.0,0.4970760233918129,0.0,19,0,18,0
DGC,cart,37,0.5675675675675675,0.631578947368421,0.5714285714285714,0.6,0.5669642857142857,0.631578947368421,9,7,9,12
DGC,lightgbm,37,0.43243243243243246,0.0,0.0,0.0,0.47023809523809523,0.0,16,0,21,0
DGC,xgboost,37,0.40540540540540543,0.0,0.0,0.0,0.3571428571428571,0.0,15,1,21,0
HPG,cart,37,0.6216216216216216,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.6169590643274854,0.6666666666666666,15,4,10,8
HPG,lightgbm,37,0.6756756756756757,0.65,0.7222222222222222,0.6842105263157895,0.7280701754385965,0.65,12,7,5,13
HPG,xgboost,37,0.7567567567567568,0.7368421052631579,0.7777777777777778,0.7567567567567568,0.7280701754385965,0.7368421052631579,14,5,4,14
MWG,cart,37,0.6216216216216216,0.8333333333333334,0.2777777777777778,0.4166666666666667,0.6125730994152047,0.8333333333333334,18,1,13,5
MWG,lightgbm,37,0.4864864864864865,0.0,0.0,0.0,0.4239766081871345,0.0,18,1,18,0
MWG,xgboost,37,0.5135135135135135,0.0,0.0,0.0,0.5087719298245614,0.0,19,0,18,0
OVERALL,cart,148,0.5743243243243243,0.65,0.3466666666666667,0.45217391304347826,0.5774429223744293,0.65,59,14,49,26
OVERALL,lightgbm,148,0.527027027027027,0.6190476190476191,0.17333333333333334,0.2708333333333333,0.5415525114155252,0.6190476190476191,65,8,62,13
OVERALL,xgboost,148,0.5472972972972973,0.7,0.18666666666666668,0.29473684210526313,0.5178082191780823,0.7,67,6,61,14
