date,ticker,model_name,prediction_date,entry_date,target_date,horizon,horizon_days,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability
2024-06-24,ACB,cart,2024-06-19,2024-06-20,2024-06-24,3d,3,-0.024889726522748234,0,0,0.0
2024-06-25,ACB,cart,2024-06-20,2024-06-21,2024-06-25,3d,3,-0.03902406125765989,0,0,0.0
2024-06-26,ACB,cart,2024-06-21,2024-06-24,2024-06-26,3d,3,-0.02678775138596423,0,0,0.0
2024-06-27,ACB,cart,2024-06-24,2024-06-25,2024-06-27,3d,3,-0.008956681539797673,0,0,0.0
2024-06-28,ACB,cart,2024-06-25,2024-06-26,2024-06-28,3d,3,-0.015395243828644767,0,0,0.0
2024-07-01,ACB,cart,2024-06-26,2024-06-27,2024-07-01,3d,3,-0.015395243828644767,0,0,0.0
2024-07-02,ACB,cart,2024-06-27,2024-06-28,2024-07-02,3d,3,0.0035141090689629895,1,1,1.0
2024-07-03,ACB,cart,2024-06-28,2024-07-01,2024-07-03,3d,3,0.01200576653744112,1,0,0.0
2024-07-04,ACB,cart,2024-07-01,2024-07-02,2024-07-04,3d,3,0.008009692434627791,1,0,0.0
2024-07-05,ACB,cart,2024-07-02,2024-07-03,2024-07-05,3d,3,-0.0010705839768935244,0,1,1.0
2024-07-08,ACB,cart,2024-07-03,2024-07-04,2024-07-08,3d,3,-0.008932283804712893,0,0,0.0
2024-07-09,ACB,cart,2024-07-04,2024-07-05,2024-07-09,3d,3,-0.0010705839768935244,0,0,0.0
2024-07-10,ACB,cart,2024-07-05,2024-07-08,2024-07-10,3d,3,-0.008932283804712893,0,0,0.0
2024-07-11,ACB,cart,2024-07-08,2024-07-09,2024-07-11,3d,3,-0.006975585450921695,0,0,0.0
2024-07-12,ACB,cart,2024-07-09,2024-07-10,2024-07-12,3d,3,-0.02735029253986221,0,0,0.0
2024-07-15,ACB,cart,2024-07-10,2024-07-11,2024-07-15,3d,3,-0.023086601026201636,0,0,0.0
2024-07-16,ACB,cart,2024-07-11,2024-07-12,2024-07-16,3d,3,-0.006975585450921695,0,0,0.0
2024-07-17,ACB,cart,2024-07-12,2024-07-15,2024-07-17,3d,3,0.013825923482275737,1,0,0.0
2024-07-18,ACB,cart,2024-07-15,2024-07-16,2024-07-18,3d,3,0.026207774037750653,1,0,0.0
2024-07-19,ACB,cart,2024-07-16,2024-07-17,2024-07-19,3d,3,0.025799111975082223,1,0,0.0
2024-07-22,ACB,cart,2024-07-17,2024-07-18,2024-07-22,3d,3,0.003211768093548617,1,0,0.0
2024-07-23,ACB,cart,2024-07-18,2024-07-19,2024-07-23,3d,3,-0.03908593090207435,0,0,0.0
2024-07-24,ACB,cart,2024-07-19,2024-07-22,2024-07-24,3d,3,-0.04249148010575299,0,0,0.0
2024-07-25,ACB,cart,2024-07-22,2024-07-23,2024-07-25,3d,3,-0.037168895352751696,0,0,0.0
2024-07-26,ACB,cart,2024-07-23,2024-07-24,2024-07-26,3d,3,-0.002518119250950912,0,1,1.0
2024-07-29,ACB,cart,2024-07-24,2024-07-25,2024-07-29,3d,3,-0.006975585450921695,0,0,0.0
2024-07-30,ACB,cart,2024-07-25,2024-07-26,2024-07-30,3d,3,-0.005003342323714022,0,0,0.0
2024-07-31,ACB,cart,2024-07-26,2024-07-29,2024-07-31,3d,3,0.00329708090648273,1,0,0.0
2024-08-01,ACB,cart,2024-07-29,2024-07-30,2024-08-01,3d,3,-0.008956681539797673,0,0,0.0
2024-08-02,ACB,cart,2024-07-30,2024-07-31,2024-08-02,3d,3,-0.017288895394309556,0,0,0.0
2024-08-05,ACB,cart,2024-07-31,2024-08-01,2024-08-05,3d,3,-0.05985280146745797,0,0,0.0
2024-08-06,ACB,cart,2024-08-01,2024-08-02,2024-08-06,3d,3,-0.0238823606610713,0,0,0.0
2024-08-07,ACB,cart,2024-08-02,2024-08-05,2024-08-07,3d,3,-0.015536140748758531,0,0,0.0
2024-08-08,ACB,cart,2024-08-05,2024-08-06,2024-08-08,3d,3,-0.017093001798849206,0,0,0.0
2024-08-09,ACB,cart,2024-08-06,2024-08-07,2024-08-09,3d,3,-0.006975585450921806,0,0,0.0
2024-08-12,ACB,cart,2024-08-07,2024-08-08,2024-08-12,3d,3,0.01602292131938632,1,0,0.0
2024-08-13,ACB,cart,2024-08-08,2024-08-09,2024-08-13,3d,3,0.0016594094582005336,1,0,0.0
2024-08-14,ACB,cart,2024-08-09,2024-08-12,2024-08-14,3d,3,-0.008989833756295251,0,1,1.0
2024-08-15,ACB,cart,2024-08-12,2024-08-13,2024-08-15,3d,3,-0.009498513333414227,0,1,1.0
2024-08-16,ACB,cart,2024-08-13,2024-08-14,2024-08-16,3d,3,0.0055626016014656,1,1,1.0
2024-08-19,ACB,cart,2024-08-14,2024-08-15,2024-08-19,3d,3,0.013712423185517464,1,0,0.0
2024-08-20,ACB,cart,2024-08-15,2024-08-16,2024-08-20,3d,3,0.018823826236293195,1,0,0.0
2024-08-21,ACB,cart,2024-08-16,2024-08-19,2024-08-21,3d,3,0.009863731304523782,1,0,0.0
2024-08-22,ACB,cart,2024-08-19,2024-08-20,2024-08-22,3d,3,0.007853051899238572,1,0,0.0
2024-06-24,ACB,lightgbm,2024-06-19,2024-06-20,2024-06-24,3d,3,-0.024889726522748234,0,0,0.22030502664482293
2024-06-25,ACB,lightgbm,2024-06-20,2024-06-21,2024-06-25,3d,3,-0.03902406125765989,0,0,0.4026200064025851
2024-06-26,ACB,lightgbm,2024-06-21,2024-06-24,2024-06-26,3d,3,-0.02678775138596423,0,0,0.03286917289600913
2024-06-27,ACB,lightgbm,2024-06-24,2024-06-25,2024-06-27,3d,3,-0.008956681539797673,0,0,0.10342751489894797
2024-06-28,ACB,lightgbm,2024-06-25,2024-06-26,2024-06-28,3d,3,-0.015395243828644767,0,0,0.005541513495542246
2024-07-01,ACB,lightgbm,2024-06-26,2024-06-27,2024-07-01,3d,3,-0.015395243828644767,0,0,0.013172786767852671
2024-07-02,ACB,lightgbm,2024-06-27,2024-06-28,2024-07-02,3d,3,0.0035141090689629895,1,0,0.11436829683400894
2024-07-03,ACB,lightgbm,2024-06-28,2024-07-01,2024-07-03,3d,3,0.01200576653744112,1,0,0.022981442407000147
2024-07-04,ACB,lightgbm,2024-07-01,2024-07-02,2024-07-04,3d,3,0.008009692434627791,1,0,0.02430175132733518
2024-07-05,ACB,lightgbm,2024-07-02,2024-07-03,2024-07-05,3d,3,-0.0010705839768935244,0,0,0.026655452834979075
2024-07-08,ACB,lightgbm,2024-07-03,2024-07-04,2024-07-08,3d,3,-0.008932283804712893,0,0,0.04296487113895482
2024-07-09,ACB,lightgbm,2024-07-04,2024-07-05,2024-07-09,3d,3,-0.0010705839768935244,0,0,0.008113989886423038
2024-07-10,ACB,lightgbm,2024-07-05,2024-07-08,2024-07-10,3d,3,-0.008932283804712893,0,0,0.00492275696163918
2024-07-11,ACB,lightgbm,2024-07-08,2024-07-09,2024-07-11,3d,3,-0.006975585450921695,0,0,0.00679441882405677
2024-07-12,ACB,lightgbm,2024-07-09,2024-07-10,2024-07-12,3d,3,-0.02735029253986221,0,0,0.014000176776561717
2024-07-15,ACB,lightgbm,2024-07-10,2024-07-11,2024-07-15,3d,3,-0.023086601026201636,0,0,0.009820997917007206
2024-07-16,ACB,lightgbm,2024-07-11,2024-07-12,2024-07-16,3d,3,-0.006975585450921695,0,0,0.007205547576569506
2024-07-17,ACB,lightgbm,2024-07-12,2024-07-15,2024-07-17,3d,3,0.013825923482275737,1,0,0.07952268156368472
2024-07-18,ACB,lightgbm,2024-07-15,2024-07-16,2024-07-18,3d,3,0.026207774037750653,1,0,0.16436012093722963
2024-07-19,ACB,lightgbm,2024-07-16,2024-07-17,2024-07-19,3d,3,0.025799111975082223,1,0,0.020970195325359382
2024-07-22,ACB,lightgbm,2024-07-17,2024-07-18,2024-07-22,3d,3,0.003211768093548617,1,0,0.05042380267928815
2024-07-23,ACB,lightgbm,2024-07-18,2024-07-19,2024-07-23,3d,3,-0.03908593090207435,0,0,0.01665736879029549
