ticker,model_name,observations,accuracy,precision,recall,f1,roc_auc,positive_class_precision,true_negative,false_positive,false_negative,true_positive
ACB,cart,44,0.8636363636363636,0.8,0.4444444444444444,0.5714285714285714,0.7079365079365079,0.8,34,1,5,4
ACB,lightgbm,44,0.7954545454545454,0.0,0.0,0.0,0.7968253968253968,0.0,35,0,9,0
ACB,xgboost,44,0.7954545454545454,0.0,0.0,0.0,0.8380952380952381,0.0,35,0,9,0
DGC,cart,44,0.8409090909090909,0.6923076923076923,0.75,0.72,0.8125,0.6923076923076923,28,4,3,9
DGC,lightgbm,44,0.7272727272727273,0.0,0.0,0.0,0.5052083333333333,0.0,32,0,12,0
DGC,xgboost,44,0.7045454545454546,0.0,0.0,0.0,0.6171875,0.0,31,1,12,0
HPG,cart,44,0.2727272727272727,0.058823529411764705,1.0,0.1111111111111111,0.6190476190476191,0.058823529411764705,10,32,0,2
HPG,lightgbm,44,0.20454545454545456,0.05405405405405406,1.0,0.10256410256410256,0.7857142857142857,0.05405405405405406,7,35,0,2
HPG,xgboost,44,0.22727272727272727,0.05555555555555555,1.0,0.10526315789473684,0.7142857142857144,0.05555555555555555,8,34,0,2
MWG,cart,44,0.5454545454545454,0.7083333333333334,0.5666666666666667,0.6296296296296297,0.5333333333333333,0.7083333333333334,7,7,13,17
MWG,lightgbm,44,0.8181818181818182,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8880952380952382,0.8666666666666667,10,4,4,26
MWG,xgboost,44,0.7954545454545454,0.8181818181818182,0.9,0.8571428571428571,0.8285714285714286,0.8181818181818182,8,6,3,27
OVERALL,cart,176,0.6306818181818182,0.42105263157894735,0.6037735849056604,0.49612403100775193,0.6230250038349441,0.42105263157894735,79,44,21,32
OVERALL,lightgbm,176,0.6363636363636364,0.417910447761194,0.5283018867924528,0.4666666666666667,0.6344531369842001,0.417910447761194,84,39,25,28
OVERALL,xgboost,176,0.6306818181818182,0.4142857142857143,0.5471698113207547,0.4715447154471545,0.6487191287007209,0.4142857142857143,82,41,24,29
