horizon,regime,model_name,signal_bucket,observations,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
5d,bull,cart,moderate_positive,2,0.01203628851163205,0.01203628851163205,0.5,0.5,0.5,0.16666666666666666,1.0
5d,bull,cart,reject,6,0.004167225482324117,0.0022198418229561504,0.5,0.5,0.5,0.5,1.0
5d,bull,cart,strong_or_moderate_positive,2,0.01203628851163205,0.01203628851163205,0.5,0.5,0.5,0.16666666666666666,1.0
5d,bull,cart,strong_positive,0,,,,,,0.0,
5d,bull,cart,weak_or_uncertain,4,0.00768925840597745,0.0043376106994397,0.5,0.5,0.5,0.3333333333333333,1.0
5d,bull,lightgbm,moderate_positive,5,0.00625557021540904,0.0,0.4,0.4,0.4,0.3333333333333333,0.8
5d,bull,lightgbm,reject,3,-0.0029736563605392667,-0.0076009501187648,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6666666666666666
5d,bull,lightgbm,strong_or_moderate_positive,6,0.005212975179507533,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
5d,bull,lightgbm,strong_positive,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5d,bull,lightgbm,weak_or_uncertain,3,0.019158693848563734,0.0215044088536979,1.0,1.0,1.0,0.5,2.0
5d,bull,xgboost,moderate_positive,4,0.01059724054703905,0.00832772543741585,0.5,0.5,0.5,0.3333333333333333,1.0
5d,bull,xgboost,reject,1,0.0086752213988794,0.0086752213988794,1.0,1.0,1.0,0.16666666666666666,2.0
5d,bull,xgboost,strong_or_moderate_positive,5,0.01329230784228406,0.0166554508748317,0.6,0.6,0.6,0.5,1.2
5d,bull,xgboost,strong_positive,1,0.0240725770232641,0.0240725770232641,1.0,1.0,1.0,0.16666666666666666,2.0
5d,bull,xgboost,weak_or_uncertain,6,0.0007827004884698169,-0.0038004750593824,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
5d,sideway,cart,moderate_positive,8,-0.017901251591564575,-0.0114268388598246,0.25,0.25,0.25,0.05128205128205128,0.8461538461538461
5d,sideway,cart,reject,34,-0.005241520218584464,-0.0039555504375864,0.47058823529411764,0.4411764705882353,0.4411764705882353,0.38461538461538464,1.4932126696832577
5d,sideway,cart,strong_or_moderate_positive,33,-0.007554377077777699,-0.0027171367000843,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.28205128205128205,1.1282051282051282
5d,sideway,cart,strong_positive,25,-0.004243377233365899,0.0035731076633758,0.52,0.36,0.36,0.23076923076923078,1.2184615384615383
5d,sideway,cart,weak_or_uncertain,65,-0.007018005430019397,-0.0018323408153916,0.4,0.2,0.2,0.3333333333333333,0.676923076923077
5d,sideway,lightgbm,moderate_positive,20,-0.010523397605711577,-0.01060841041877345,0.35,0.2,0.2,0.10256410256410256,0.676923076923077
5d,sideway,lightgbm,reject,18,0.007409370330923028,0.0095224493852911,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.2564102564102564,1.8803418803418803
5d,sideway,lightgbm,strong_or_moderate_positive,56,-0.014170954568201043,-0.01623953984599675,0.3392857142857143,0.21428571428571427,0.21428571428571427,0.3076923076923077,0.7252747252747253
5d,sideway,lightgbm,strong_positive,36,-0.016197375102917418,-0.01768902896593125,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.20512820512820512,0.752136752136752
5d,sideway,lightgbm,weak_or_uncertain,58,-0.0038529602428819436,-0.00183066514935105,0.4482758620689655,0.29310344827586204,0.29310344827586204,0.4358974358974359,0.9920424403183022
5d,sideway,xgboost,moderate_positive,24,-0.005977115623576179,-0.0076665992874558496,0.4583333333333333,0.25,0.25,0.15384615384615385,0.8461538461538461
5d,sideway,xgboost,reject,14,0.0036543255470665214,0.00843785748022005,0.6428571428571429,0.5,0.5,0.1794871794871795,1.6923076923076923
5d,sideway,xgboost,strong_or_moderate_positive,49,-0.017531495802730196,-0.0178124130253269,0.2857142857142857,0.1836734693877551,0.1836734693877551,0.23076923076923078,0.6216640502354788
5d,sideway,xgboost,strong_positive,25,-0.028623700774718052,-0.0295037997317836,0.12,0.12,0.12,0.07692307692307693,0.40615384615384614
5d,sideway,xgboost,weak_or_uncertain,69,-0.0010984601054340334,0.0,0.4927536231884058,0.3333333333333333,0.3333333333333333,0.5897435897435898,1.1282051282051282
