date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error,entry_date,actual_net_trade_return,actual_profit_label,predicted_profit_label,predicted_profit_probability,actual_return_combined,predicted_return_combined,actual_profit_label_combined,predicted_profit_label_combined,predicted_profit_probability_combined,ranking_group,normalized_predicted_return,return_strength,profit_confidence,combined_score,gated_valid_signal,return_only_signal_label,probability_only_signal_label,combined_signal_label,return_rank_score,profit_probability_rank_score,rank_based_joint_score,benchmark_date,close,m_ret,market_return_lookback,market_volatility_lookback,regime,benchmark_stale_days,benchmark_data_available,fold_id,fold_number,selector_score,signal_active,selector_mode,selection_family,selected_model_name,selected_horizon,selected_combined_method,selected_return_threshold,selected_probability_threshold,selection_reason,prior_utility_score,prior_weighted_rank_score,prior_fold_count,prior_sample_count,fallback_used,selection_regime
2025-01-13,ACB,lightgbm,2024-12-13,2025-01-13,20d,20,-0.0157068062827225,0.0307464891606697,0.0464532954433923,295.7526476562632,2024-12-16,-0.0225728275642581,0,1,0.9651579868175908,-0.0157068062827225,0.0307464891606697,0,1,0.9651579868175908,2025-01-13,0.6498046428395267,0.6498046428395267,0.9651579868175908,0.8074813148285587,True,strong_positive,strong_positive,strong_positive,0.4545454545454546,0.7272727272727273,0.5909090909090909,2024-12-13,1262.57,-0.0037716495048722,0.0361078969611923,0.0068831807165347,bull,0,True,fold_005,5,0.8074813148285587,True,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 4 prior folds and 156 samples,0.9958048974427146,0.9824022346368715,4,156,False,bull
2025-01-13,DGC,lightgbm,2024-12-13,2025-01-13,20d,20,-0.0383322735943318,-0.1200426134904938,0.081710339896162,213.16330140209664,2024-12-16,-0.0458205230685159,0,0,0.034150180740572,-0.0383322735943318,-0.1200426134904938,0,0,0.034150180740572,2025-01-13,0.0515104969725151,0.0515104969725151,0.034150180740572,0.0428303388565435,False,reject,reject,reject,0.0909090909090909,0.1818181818181817,0.1363636363636363,2024-12-13,1262.57,-0.0037716495048722,0.0361078969611923,0.0068831807165347,bull,0,True,fold_005,5,-1.0,False,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 4 prior folds and 156 samples,0.9958048974427146,0.9824022346368715,4,156,False,bull
2025-01-13,HPG,lightgbm,2024-12-13,2025-01-13,20d,20,-0.0480811645346274,0.0471888465236791,0.0952700110583065,198.14414226530303,2024-12-16,-0.0547213557137581,0,1,0.8736714022715927,-0.0480811645346274,0.0471888465236791,0,1,0.8736714022715927,2025-01-13,0.7150438808320737,0.7150438808320737,0.8736714022715927,0.7943576415518332,True,strong_positive,strong_positive,strong_positive,0.6363636363636364,0.5454545454545454,0.5909090909090908,2024-12-13,1262.57,-0.0037716495048722,0.0361078969611923,0.0068831807165347,bull,0,True,fold_005,5,0.7943576415518332,True,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 4 prior folds and 156 samples,0.9958048974427146,0.9824022346368715,4,156,False,bull
2025-01-13,MWG,lightgbm,2024-12-13,2025-01-13,20d,20,-0.0605355064027939,0.0669321091726946,0.1274676155754885,210.5666957295091,2024-12-16,-0.0670888212559881,0,1,0.9718827642379722,-0.0605355064027939,0.0669321091726946,0,1,0.9718827642379722,2025-01-13,0.7933803007426518,0.7933803007426518,0.9718827642379722,0.882631532490312,True,strong_positive,strong_positive,strong_positive,0.8181818181818181,0.8181818181818181,0.8181818181818181,2024-12-13,1262.57,-0.0037716495048722,0.0361078969611923,0.0068831807165347,bull,0,True,fold_005,5,0.882631532490312,True,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 4 prior folds and 156 samples,0.9958048974427146,0.9824022346368715,4,156,False,bull
2025-01-14,ACB,lightgbm,2024-12-16,2025-01-14,20d,20,-0.0195145168967159,0.0140351844910774,0.0335497013877933,171.92176247744797,2024-12-17,-0.0305069696819425,0,1,0.954465781871502,-0.0195145168967159,0.0140351844910774,0,1,0.954465781871502,2025-01-14,0.5834982879516194,0.5834982879516194,0.954465781871502,0.7689820349115607,True,moderate_positive,strong_positive,moderate_positive,0.2727272727272727,0.7272727272727273,0.5,2024-12-16,1263.79,0.0009662830575729,0.0383446168003156,0.0068507362648325,bull,0,True,fold_005,5,0.7689820349115607,True,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 4 prior folds and 156 samples,0.9958048974427146,0.9824022346368715,4,156,False,bull
2025-01-14,DGC,lightgbm,2024-12-16,2025-01-14,20d,20,-0.0571118742092896,-0.0987256349792975,0.0416137607700078,72.8635880824221,2024-12-17,-0.0636890709014021,0,0,0.0104349623132338,-0.0571118742092896,-0.0987256349792975,0,0,0.0104349623132338,2025-01-14,0.1360910351320027,0.1360910351320027,0.0104349623132338,0.0732629987226182,False,reject,reject,reject,0.0909090909090909,0.1818181818181817,0.1363636363636363,2024-12-16,1263.79,0.0009662830575729,0.0383446168003156,0.0068507362648325,bull,0,True,fold_005,5,-1.0,False,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 4 prior folds and 156 samples,0.9958048974427146,0.9824022346368715,4,156,False,bull
2025-01-14,HPG,lightgbm,2024-12-16,2025-01-14,20d,20,-0.0426666666666667,0.0547262624983696,0.0973929291650363,228.26467773055364,2024-12-17,-0.0493446271383491,0,1,0.7973719902125381,-0.0426666666666667,0.0547262624983696,0,1,0.7973719902125381,2025-01-14,0.7449504972475472,0.7449504972475472,0.7973719902125381,0.7711612437300427,True,strong_positive,strong_positive,strong_positive,0.7272727272727273,0.4545454545454546,0.5909090909090909,2024-12-16,1263.79,0.0009662830575729,0.0383446168003156,0.0068507362648325,bull,0,True,fold_005,5,0.7711612437300427,True,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 4 prior folds and 156 samples,0.9958048974427146,0.9824022346368715,4,156,False,bull
2025-01-14,MWG,lightgbm,2024-12-16,2025-01-14,20d,20,-0.062198569765508,0.0654860653654907,0.1276846351309988,205.28548423601487,2024-12-17,-0.0687402837781054,0,1,0.96338033912581,-0.062198569765508,0.0654860653654907,0,1,0.96338033912581,2025-01-14,0.7876427538688647,0.7876427538688647,0.96338033912581,0.8755115464973373,True,strong_positive,strong_positive,strong_positive,0.8181818181818181,0.8181818181818181,0.8181818181818181,2024-12-16,1263.79,0.0009662830575729,0.0383446168003156,0.0068507362648325,bull,0,True,fold_005,5,0.8755115464973373,True,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 4 prior folds and 156 samples,0.9958048974427146,0.9824022346368715,4,156,False,bull
2025-01-15,ACB,lightgbm,2024-12-17,2025-01-15,20d,20,-0.0118764845605701,0.0159209978955435,0.0277974824561136,234.0548022804763,2024-12-18,-0.0210944159895342,0,1,0.9574011275270278,-0.0118764845605701,0.0159209978955435,0,1,0.9574011275270278,2025-01-15,0.5909807326392819,0.5909807326392819,0.9574011275270278,0.7741909300831549,True,moderate_positive,strong_positive,moderate_positive,0.2727272727272727,0.7272727272727273,0.5,2024-12-17,1261.72,-0.0016379303523528,0.0469402149110069,0.0063373860601058,bull,0,True,fold_005,5,0.7741909300831549,True,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 4 prior folds and 156 samples,0.9958048974427146,0.9824022346368715,4,156,False,bull
2025-01-15,DGC,lightgbm,2024-12-17,2025-01-15,20d,20,-0.0577649811049126,-0.0807671908405601,0.0230022097356474,39.82033629314421,2024-12-18,-0.0683612552268457,0,0,0.0390736081189212,-0.0577649811049126,-0.0807671908405601,0,0,0.0390736081189212,2025-01-15,0.2073457333043406,0.2073457333043406,0.0390736081189212,0.1232096707116309,False,reject,reject,reject,0.0909090909090909,0.1818181818181817,0.1363636363636363,2024-12-17,1261.72,-0.0016379303523528,0.0469402149110069,0.0063373860601058,bull,0,True,fold_005,5,-1.0,False,simple_regime_lookup,selector,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 4 prior folds and 156 samples,0.9958048974427146,0.9824022346368715,4,156,False,bull
