ticker,model_name,observations,mae,rmse,mape,directional_accuracy
ACB,cart,37,0.0644475187560726,0.07353006362729768,539.1663443714922,0.2702702702702703
ACB,lightgbm,37,0.06834164184341389,0.07415163236797574,598.1324808891848,0.2702702702702703
ACB,xgboost,37,0.07283320709590657,0.07797477552951597,700.500371176543,0.2702702702702703
DGC,cart,37,0.12774988698990178,0.14859662330888385,1015.4780525629075,0.35135135135135137
DGC,lightgbm,37,0.0975119025802902,0.10307965542644486,1054.1160672618653,0.35135135135135137
DGC,xgboost,37,0.09299104638901287,0.09924567471159428,1016.565588075547,0.35135135135135137
HPG,cart,37,0.0264054743995776,0.032349000752867424,337.55361153161454,0.5945945945945946
HPG,lightgbm,37,0.01691982109195973,0.02010668901358542,161.23997435846343,0.5405405405405406
HPG,xgboost,37,0.017957643774795747,0.021456489142728664,173.7837286287794,0.5135135135135135
MWG,cart,37,0.03299887618193693,0.04062743533103609,207.6720533189228,0.5945945945945946
MWG,lightgbm,37,0.03660622192219799,0.045843750739392126,198.70995937149684,0.4594594594594595
MWG,xgboost,37,0.03562431903790558,0.044147320544147585,164.05600529315905,0.2972972972972973
OVERALL,cart,148,0.06290043908187222,0.08686868403965164,529.0269558734816,0.4527027027027027
OVERALL,lightgbm,148,0.054844896859465454,0.06824552800479783,510.9405486304943,0.40540540540540543
OVERALL,xgboost,148,0.054851554074405194,0.06771103382277834,522.2236207010932,0.3581081081081081
