date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error
2023-12-27,ACB,cart,2023-12-20,2023-12-27,5d,5,0.004299754299754266,-0.023970497848801453,0.02827025214855572,657.4852928264154
2023-12-28,ACB,cart,2023-12-21,2023-12-28,5d,5,0.021446078431372584,-0.03148614609571787,0.052932224527090455,246.8154012234614
2023-12-29,ACB,cart,2023-12-22,2023-12-29,5d,5,0.030098280098280084,-0.020434227330779042,0.050532507429059126,167.8916777438945
2024-01-02,ACB,cart,2023-12-25,2024-01-02,5d,5,0.046979865771812124,-0.03715365239294721,0.08413351816475934,179.08420295070184
2024-01-03,ACB,cart,2023-12-26,2024-01-03,5d,5,0.0753676470588236,-0.04661280298321935,0.12198045004204294,161.84723127529585
2024-01-04,ACB,cart,2023-12-27,2024-01-04,5d,5,0.0862385321100918,-0.023970497848801453,0.11020902995889326,127.79557729275912
2024-01-05,ACB,cart,2023-12-28,2024-01-05,5d,5,0.07138572285542888,-0.03715365239294721,0.10853937524837609,152.04633490675886
2024-01-08,ACB,cart,2023-12-29,2024-01-08,5d,5,0.06082289803220031,-0.023970497848801453,0.08479339588100177,139.41031852200007
2024-01-09,ACB,cart,2024-01-02,2024-01-09,5d,5,0.022727272727272707,-0.05521844660194175,0.07794571932921446,342.96116504854393
2024-01-10,ACB,cart,2024-01-03,2024-01-10,5d,5,0.009686609686609504,-0.05729166666666663,0.06697827635327613,691.4522058823637
2024-01-11,ACB,cart,2024-01-04,2024-01-11,5d,5,-0.0022522522522524513,-0.045427013930951055,0.0431747616786986,1916.9594185340486
2024-01-12,ACB,cart,2024-01-05,2024-01-12,5d,5,0.01399776035834277,-0.13127187864644108,0.14526963900478385,1037.806301050168
2024-01-15,ACB,cart,2024-01-08,2024-01-15,5d,5,-0.001686340640809303,-0.05520304568527912,0.053516705044469814,3173.5406091373247
