horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate
3d,bull,cart,combined_rank_based,rank_based_joint_score,1,,,30,30,-0.0040738261557772435,0.26666666666666666,0.26666666666666666,0.19047619047619047,0.761904761904762
3d,bull,cart,combined_rank_based,rank_based_joint_score,3,,,30,90,-0.000874393201654117,0.35555555555555557,0.35555555555555557,0.7619047619047619,1.015873015873016
3d,bull,cart,combined_rank_based,rank_based_joint_score,5,,,30,120,-5.0989712781856584e-05,0.35,0.35,1.0,1.0
3d,bull,cart,combined_weighted_linear,combined_score,1,,,30,30,-0.0041660293085422845,0.26666666666666666,0.26666666666666666,0.19047619047619047,0.761904761904762
3d,bull,cart,combined_weighted_linear,combined_score,3,,,30,90,-0.0008743932016541167,0.35555555555555557,0.35555555555555557,0.7619047619047619,1.015873015873016
3d,bull,cart,combined_weighted_linear,combined_score,5,,,30,120,-5.0989712781857045e-05,0.35,0.35,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.5,19,19,0.0031370844193597054,0.3684210526315789,0.3684210526315789,0.875,0.9671052631578947
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.55,19,19,0.0031370844193597054,0.3684210526315789,0.3684210526315789,0.875,0.9671052631578947
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.6,19,19,0.0031370844193597054,0.3684210526315789,0.3684210526315789,0.875,0.9671052631578947
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.65,19,19,0.0031370844193597054,0.3684210526315789,0.3684210526315789,0.875,0.9671052631578947
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.5,18,18,0.001615756035192461,0.3333333333333333,0.3333333333333333,1.0,1.0555555555555556
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.55,18,18,0.001615756035192461,0.3333333333333333,0.3333333333333333,1.0,1.0555555555555556
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.6,18,18,0.001615756035192461,0.3333333333333333,0.3333333333333333,1.0,1.0555555555555556
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.65,18,18,0.001615756035192461,0.3333333333333333,0.3333333333333333,1.0,1.0555555555555556
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.5,18,18,0.001615756035192461,0.3333333333333333,0.3333333333333333,1.0,1.0555555555555556
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.55,18,18,0.001615756035192461,0.3333333333333333,0.3333333333333333,1.0,1.0555555555555556
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.6,18,18,0.001615756035192461,0.3333333333333333,0.3333333333333333,1.0,1.0555555555555556
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.65,18,18,0.001615756035192461,0.3333333333333333,0.3333333333333333,1.0,1.0555555555555556
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.5,15,15,0.000892650465711772,0.3333333333333333,0.3333333333333333,1.0,1.0666666666666667
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.55,15,15,0.000892650465711772,0.3333333333333333,0.3333333333333333,1.0,1.0666666666666667
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.6,15,15,0.000892650465711772,0.3333333333333333,0.3333333333333333,1.0,1.0666666666666667
3d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.65,15,15,0.000892650465711772,0.3333333333333333,0.3333333333333333,1.0,1.0666666666666667
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,19,21,0.003702370197931429,0.38095238095238093,0.38095238095238093,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,19,21,0.003702370197931429,0.38095238095238093,0.38095238095238093,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,19,21,0.003702370197931429,0.38095238095238093,0.38095238095238093,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,19,21,0.003702370197931429,0.38095238095238093,0.38095238095238093,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,18,19,0.0011636898913744316,0.3157894736842105,0.3157894736842105,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,18,19,0.0011636898913744316,0.3157894736842105,0.3157894736842105,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,18,19,0.0011636898913744316,0.3157894736842105,0.3157894736842105,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.65,18,19,0.0011636898913744316,0.3157894736842105,0.3157894736842105,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.5,18,19,0.0011636898913744316,0.3157894736842105,0.3157894736842105,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.55,18,19,0.0011636898913744316,0.3157894736842105,0.3157894736842105,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.6,18,19,0.0011636898913744316,0.3157894736842105,0.3157894736842105,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.65,18,19,0.0011636898913744316,0.3157894736842105,0.3157894736842105,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.5,15,16,0.00040101601802040626,0.3125,0.3125,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.55,15,16,0.00040101601802040626,0.3125,0.3125,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.6,15,16,0.00040101601802040626,0.3125,0.3125,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.65,15,16,0.00040101601802040626,0.3125,0.3125,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.5,19,21,0.003702370197931429,0.38095238095238093,0.38095238095238093,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.55,19,21,0.003702370197931429,0.38095238095238093,0.38095238095238093,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.6,19,21,0.003702370197931429,0.38095238095238093,0.38095238095238093,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.0,0.65,19,21,0.003702370197931429,0.38095238095238093,0.38095238095238093,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.5,18,19,0.0011636898913744316,0.3157894736842105,0.3157894736842105,1.0,1.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,5,0.005,0.55,18,19,0.0011636898913744316,0.3157894736842105,0.3157894736842105,1.0,1.0
