horizon,regime,model_name,signal_bucket,observations,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
3d,bull,cart,moderate_positive,3,0.0052312838825959,0.0090562440419448,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.023809523809523808,0.9523809523809524
3d,bull,cart,reject,52,0.0033695982923184573,0.0015547236921994,0.5192307692307693,0.34615384615384615,0.34615384615384615,0.42857142857142855,0.989010989010989
3d,bull,cart,strong_or_moderate_positive,19,0.0011636898913744316,0.0018726591760298,0.5789473684210527,0.3157894736842105,0.3157894736842105,0.14285714285714285,0.9022556390977444
3d,bull,cart,strong_positive,16,0.00040101601802040626,0.0018709090272671998,0.5625,0.3125,0.3125,0.11904761904761904,0.8928571428571429
3d,bull,cart,weak_or_uncertain,49,-0.004151999687152998,-0.0018668326073429,0.4489795918367347,0.3673469387755102,0.3673469387755102,0.42857142857142855,1.0495626822157436
3d,bull,lightgbm,moderate_positive,10,0.00986154230616736,0.0121515183043039,0.8,0.5,0.5,0.11904761904761904,1.4285714285714286
3d,bull,lightgbm,reject,73,-0.003877417562212156,-0.0044728434504792,0.3972602739726027,0.3013698630136986,0.3013698630136986,0.5238095238095238,0.8610567514677103
3d,bull,lightgbm,strong_or_moderate_positive,22,0.00544444668196849,0.00549835114462045,0.6818181818181818,0.45454545454545453,0.45454545454545453,0.23809523809523808,1.2987012987012987
3d,bull,lightgbm,strong_positive,12,0.0017635336618027667,0.0018947330638323,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.11904761904761904,1.1904761904761907
3d,bull,lightgbm,weak_or_uncertain,25,0.006286195580174308,0.0090562440419448,0.64,0.4,0.4,0.23809523809523808,1.142857142857143
3d,bull,xgboost,moderate_positive,8,0.011720324889263577,0.0121515183043039,0.875,0.5,0.5,0.09523809523809523,1.4285714285714286
3d,bull,xgboost,reject,77,-0.0041046609301358715,-0.0024301336573511,0.4155844155844156,0.2987012987012987,0.2987012987012987,0.5476190476190477,0.8534322820037106
3d,bull,xgboost,strong_or_moderate_positive,18,0.007919648154352001,0.0076280466757422,0.7222222222222222,0.4444444444444444,0.4444444444444444,0.19047619047619047,1.2698412698412698
3d,bull,xgboost,strong_positive,10,0.004879106766422739,0.0018947330638323,0.6,0.4,0.4,0.09523809523809523,1.142857142857143
3d,bull,xgboost,weak_or_uncertain,25,0.006695458372332127,0.0045219638242894,0.6,0.44,0.44,0.2619047619047619,1.2571428571428573
3d,sideway,cart,moderate_positive,1,-0.0026024723487312,-0.0026024723487312,0.0,0.0,0.0,0.0,0.0
3d,sideway,cart,reject,18,0.03307426948479905,0.0135581335813971,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.37037037037037035,0.9876543209876544
3d,sideway,cart,strong_or_moderate_positive,9,0.039587289149284506,0.0265025041736226,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.18518518518518517,0.9876543209876544
3d,sideway,cart,strong_positive,8,0.044861009336536466,0.0333088534034128,1.0,0.625,0.625,0.18518518518518517,1.1111111111111112
3d,sideway,cart,weak_or_uncertain,21,0.014486579680845546,0.0100204498977505,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.4444444444444444,1.0158730158730158
3d,sideway,lightgbm,moderate_positive,7,0.036250707467466,0.040115202633203,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.18518518518518517,1.2698412698412698
3d,sideway,lightgbm,reject,20,0.03243190543494614,0.028825397138677003,0.7,0.65,0.65,0.48148148148148145,1.1555555555555557
3d,sideway,lightgbm,strong_or_moderate_positive,10,0.03409149562593602,0.02506782626547675,0.7,0.6,0.6,0.2222222222222222,1.0666666666666667
3d,sideway,lightgbm,strong_positive,3,0.029053334662366065,-0.0099796334012219,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.037037037037037035,0.5925925925925926
3d,sideway,lightgbm,weak_or_uncertain,18,0.014793753411634279,0.0055633589489878996,0.7222222222222222,0.4444444444444444,0.4444444444444444,0.2962962962962963,0.7901234567901234
3d,sideway,xgboost,moderate_positive,13,0.0174309435759971,0.0112469437652811,0.8461538461538461,0.6153846153846154,0.6153846153846154,0.2962962962962963,1.0940170940170941
3d,sideway,xgboost,reject,11,0.04003851990666026,0.0335062689148293,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.25925925925925924,1.1313131313131313
3d,sideway,xgboost,strong_or_moderate_positive,17,0.02900426682131114,0.0265025041736226,0.8235294117647058,0.6470588235294118,0.6470588235294118,0.4074074074074074,1.150326797385621
3d,sideway,xgboost,strong_positive,4,0.06661756736858178,0.07346987377947105,0.75,0.75,0.75,0.1111111111111111,1.3333333333333333
3d,sideway,xgboost,weak_or_uncertain,20,0.016117218571607386,0.0035790661570785,0.6,0.45,0.45,0.3333333333333333,0.8
