horizon,ticker,model_name,regression_observations,regression_mae,regression_rmse,regression_mape,regression_directional_accuracy,classification_observations,classification_accuracy,classification_precision,classification_recall,classification_f1,classification_roc_auc,classification_positive_class_precision,classification_true_negative,classification_false_positive,classification_false_negative,classification_true_positive
20d,ACB,cart,44,0.04038858735887938,0.04771935792831611,370.7467173676318,0.7045454545454546,44,0.8636363636363636,0.8,0.4444444444444444,0.5714285714285714,0.7079365079365079,0.8,34,1,5,4
20d,ACB,lightgbm,44,0.04248000129398932,0.04618057625406638,435.3107278830854,0.7045454545454546,44,0.7954545454545454,0.0,0.0,0.0,0.7968253968253968,0.0,35,0,9,0
20d,ACB,xgboost,44,0.03940641782620655,0.043646500327985935,382.64210632551044,0.7045454545454546,44,0.7954545454545454,0.0,0.0,0.0,0.8380952380952381,0.0,35,0,9,0
20d,DGC,cart,44,0.1481285241043112,0.16623599057199231,467.0390836795826,0.6590909090909091,44,0.8409090909090909,0.6923076923076923,0.75,0.72,0.8125,0.6923076923076923,28,4,3,9
20d,DGC,lightgbm,44,0.09055747822769307,0.10863573767312262,354.1564431753436,0.7272727272727273,44,0.7272727272727273,0.0,0.0,0.0,0.5052083333333333,0.0,32,0,12,0
20d,DGC,xgboost,44,0.060637577907255415,0.07313016203172555,184.8012179062772,0.7272727272727273,44,0.7045454545454546,0.0,0.0,0.0,0.6171875,0.0,31,1,12,0
20d,HPG,cart,44,0.22779586161639911,0.2442912313148451,894.2051638867422,0.09090909090909091,44,0.2727272727272727,0.058823529411764705,1.0,0.1111111111111111,0.6190476190476191,0.058823529411764705,10,32,0,2
20d,HPG,lightgbm,44,0.10312713938710588,0.12725926895327638,249.7116017836132,0.06818181818181818,44,0.20454545454545456,0.05405405405405406,1.0,0.10256410256410256,0.7857142857142857,0.05405405405405406,7,35,0,2
20d,HPG,xgboost,44,0.11676227970477343,0.1330395950446771,314.1258712447967,0.045454545454545456,44,0.22727272727272727,0.05555555555555555,1.0,0.10526315789473684,0.7142857142857144,0.05555555555555555,8,34,0,2
20d,MWG,cart,44,0.1885497370552116,0.19957020630327713,662.1284709104011,0.45454545454545453,44,0.5454545454545454,0.7083333333333334,0.5666666666666667,0.6296296296296297,0.5333333333333333,0.7083333333333334,7,7,13,17
20d,MWG,lightgbm,44,0.07134322479883205,0.08338624983298329,250.70147779090024,0.6590909090909091,44,0.8181818181818182,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8880952380952382,0.8666666666666667,10,4,4,26
20d,MWG,xgboost,44,0.03649472417570198,0.04508783210523771,96.43531974966861,0.7272727272727273,44,0.7954545454545454,0.8181818181818182,0.9,0.8571428571428571,0.8285714285714286,0.8181818181818182,8,6,3,27
20d,OVERALL,cart,176,0.1512156775337003,0.17987357686983796,599.831476913052,0.4772727272727273,176,0.6306818181818182,0.42105263157894735,0.6037735849056604,0.49612403100775193,0.6230250038349441,0.42105263157894735,79,44,21,32
20d,OVERALL,lightgbm,176,0.07687696092690507,0.09628415928733058,321.8252588569507,0.5397727272727273,176,0.6363636363636364,0.417910447761194,0.5283018867924528,0.4666666666666667,0.6344531369842001,0.417910447761194,84,39,25,28
20d,OVERALL,xgboost,176,0.06332524990348434,0.08213629533170627,243.71175179216925,0.5511363636363636,176,0.6306818181818182,0.4142857142857143,0.5471698113207547,0.4715447154471545,0.6487191287007209,0.4142857142857143,82,41,24,29
3d,ACB,cart,44,0.0950249054403757,0.09730009272791618,1281.2201437841502,0.5,44,0.6136363636363636,0.3333333333333333,0.13333333333333333,0.19047619047619047,0.4977011494252873,0.3333333333333333,25,4,13,2
3d,ACB,lightgbm,44,0.03661994945947272,0.041010554622648646,496.33911357831994,0.5,44,0.6363636363636364,0.0,0.0,0.0,0.767816091954023,0.0,28,1,15,0
3d,ACB,xgboost,44,0.03523019927296777,0.03994175851623889,492.5741121926049,0.5,44,0.6590909090909091,0.0,0.0,0.0,0.7724137931034483,0.0,29,0,15,0
3d,DGC,cart,44,0.04123587280028008,0.05424393399194025,254.43279118088086,0.7045454545454546,44,0.5454545454545454,0.4827586206896552,0.7368421052631579,0.5833333333333334,0.5684210526315789,0.4827586206896552,10,15,5,14
3d,DGC,lightgbm,44,0.0633699525171865,0.0696434893214546,377.6921916966552,0.5454545454545454,44,0.5454545454545454,0.3333333333333333,0.05263157894736842,0.09090909090909091,0.47789473684210515,0.3333333333333333,23,2,18,1
3d,DGC,xgboost,44,0.052741672722492,0.061486652282162164,301.56426564934316,0.5454545454545454,44,0.45454545454545453,0.0,0.0,0.0,0.4631578947368421,0.0,20,5,19,0
3d,HPG,cart,44,0.029047703747684336,0.03872018453183072,289.1672450504502,0.5454545454545454,44,0.6818181818181818,0.375,0.6,0.46153846153846156,0.6529411764705882,0.375,24,10,4,6
3d,HPG,lightgbm,44,0.021221472122374258,0.02608491448854688,250.883152835685,0.5,44,0.6818181818181818,0.3,0.3,0.3,0.5264705882352941,0.3,27,7,7,3
3d,HPG,xgboost,44,0.021026965992669476,0.025039252181043206,242.68407926674405,0.5227272727272727,44,0.75,0.45454545454545453,0.5,0.47619047619047616,0.6,0.45454545454545453,28,6,5,5
3d,MWG,cart,44,0.04688129198757876,0.0564439965178494,311.144518409831,0.4772727272727273,44,0.6590909090909091,0.6666666666666666,0.6956521739130435,0.6808510638297872,0.6573498964803313,0.6666666666666666,13,8,7,16
3d,MWG,lightgbm,44,0.02955744914189742,0.039976694871838435,123.44206632654287,0.5227272727272727,44,0.6363636363636364,0.6842105263157895,0.5652173913043478,0.6190476190476191,0.7432712215320911,0.6842105263157895,15,6,10,13
3d,MWG,xgboost,44,0.03100996988283722,0.040783524468462624,162.30704832387806,0.4772727272727273,44,0.6818181818181818,0.8,0.5217391304347826,0.631578947368421,0.7950310559006211,0.8,18,3,11,12
3d,OVERALL,cart,176,0.05304744349397971,0.06537371385516712,531.3034126192454,0.5568181818181818,176,0.625,0.5066666666666667,0.5671641791044776,0.5352112676056338,0.6138573189100369,0.5066666666666667,72,37,29,38
3d,OVERALL,lightgbm,176,0.03769220581023273,0.0469325049727683,310.6531940802411,0.5170454545454546,176,0.625,0.5151515151515151,0.2537313432835821,0.34,0.6202930302615364,0.5151515151515151,93,16,50,17
3d,OVERALL,xgboost,176,0.03500220196774162,0.04377845503239187,298.66413713328245,0.5113636363636364,176,0.6363636363636364,0.5483870967741935,0.2537313432835821,0.3469387755102041,0.6293304121593866,0.5483870967741935,95,14,50,17
5d,ACB,cart,44,0.08942618169302219,0.09618733936621127,636.0935169648799,0.4772727272727273,44,0.6363636363636364,0.4444444444444444,0.26666666666666666,0.3333333333333333,0.5471264367816091,0.4444444444444444,24,5,11,4
5d,ACB,lightgbm,44,0.04626668264145772,0.050888856114713034,367.5146819802992,0.4772727272727273,44,0.6590909090909091,0.0,0.0,0.0,0.5425287356321838,0.0,29,0,15,0
5d,ACB,xgboost,44,0.04256948275365149,0.04735918664511506,324.0726705151086,0.4772727272727273,44,0.6590909090909091,0.0,0.0,0.0,0.5402298850574713,0.0,29,0,15,0
5d,DGC,cart,44,0.0694099599991706,0.08618644804317857,386.13460515465954,0.5454545454545454,44,0.38636363636363635,0.2857142857142857,0.3333333333333333,0.3076923076923077,0.3782051282051282,0.2857142857142857,11,15,12,6
5d,DGC,lightgbm,44,0.101019624795335,0.11299837331590395,620.6517318681201,0.5681818181818182,44,0.5681818181818182,0.42857142857142855,0.16666666666666666,0.24,0.547008547008547,0.42857142857142855,22,4,15,3
5d,DGC,xgboost,44,0.059760371773499736,0.07288978889497892,290.1593253138408,0.5,44,0.5,0.0,0.0,0.0,0.4081196581196581,0.0,22,4,18,0
5d,HPG,cart,44,0.042422158434304295,0.05059312843869294,343.49434307530254,0.4318181818181818,44,0.7045454545454546,0.16666666666666666,0.4,0.23529411764705882,0.5717948717948719,0.16666666666666666,29,10,3,2
5d,HPG,lightgbm,44,0.029718295607966846,0.0355336597353807,235.9117228117011,0.5454545454545454,44,0.5,0.05263157894736842,0.2,0.08333333333333333,0.35384615384615387,0.05263157894736842,21,18,4,1
5d,HPG,xgboost,44,0.024222945027992483,0.030859842168225786,178.28168106894785,0.4772727272727273,44,0.5,0.05263157894736842,0.2,0.08333333333333333,0.2615384615384615,0.05263157894736842,21,18,4,1
5d,MWG,cart,44,0.08504949094294632,0.0978105620087618,525.4786592683388,0.38636363636363635,44,0.6136363636363636,0.64,0.6666666666666666,0.6530612244897959,0.6083333333333333,0.64,11,9,8,16
5d,MWG,lightgbm,44,0.04668109038849022,0.05919515127292037,235.00541469609288,0.4090909090909091,44,0.6136363636363636,0.6521739130434783,0.625,0.6382978723404256,0.5875,0.6521739130434783,12,8,9,15
5d,MWG,xgboost,44,0.04321562373328764,0.05492512938394005,178.3906839355505,0.4090909090909091,44,0.5909090909090909,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.6166666666666667,0.6363636363636364,12,8,10,14
5d,OVERALL,cart,176,0.07157694776736086,0.08486265192405627,471.13000929450794,0.4602272727272727,176,0.5852272727272727,0.417910447761194,0.45161290322580644,0.43410852713178294,0.5547538200339559,0.417910447761194,75,39,34,28
5d,OVERALL,lightgbm,176,0.05592142335831243,0.07093133115400786,367.00178443184114,0.5,176,0.5852272727272727,0.3877551020408163,0.3064516129032258,0.34234234234234234,0.519807583474816,0.3877551020408163,84,30,43,19
5d,OVERALL,xgboost,176,0.042442105822107834,0.05367707513765024,242.4271754061937,0.4659090909090909,176,0.5625,0.3333333333333333,0.24193548387096775,0.2803738317757009,0.4806168647425014,0.3333333333333333,84,30,47,15
