date,ticker,horizon,model_name,actual_return,predicted_return,actual_profit_label,predicted_profit_label,predicted_profit_probability
2024-06-24,ACB,20d,cart,-0.02564102564102566,-0.028151774785801664,0,0,0.0
2024-06-25,ACB,20d,cart,-0.034598750600672745,-0.074385122975405,0,0,0.0
2024-06-26,ACB,20d,cart,-0.018996590355577214,-0.08143712574850293,0,0,0.0
2024-06-27,ACB,20d,cart,-0.0300533204071739,-0.028151774785801664,0,0,0.0
2024-06-28,ACB,20d,cart,-0.03495145631067975,-0.028151774785801664,0,0,0.0
2024-07-01,ACB,20d,cart,-0.04054054054054057,-0.0667506297229219,0,0,0.0
2024-07-02,ACB,20d,cart,-0.018563751831949138,-0.028151774785801664,0,0,0.0
2024-07-03,ACB,20d,cart,-0.003933136676499416,-0.028151774785801664,0,0,0.0
2024-07-04,ACB,20d,cart,-0.007866273352999054,-0.0911835748792269,0,0,0.0
2024-07-05,ACB,20d,cart,-0.012165450121654486,-0.0911835748792269,0,0,0.0
2024-07-08,ACB,20d,cart,-0.006375674350171612,-0.0911835748792269,0,0,0.0
2024-07-09,ACB,20d,cart,0.005946481665014991,-0.028151774785801664,0,0,0.0
2024-07-10,ACB,20d,cart,-0.012189176011701663,-0.0911835748792269,0,0,0.0
2024-07-11,ACB,20d,cart,-0.026061776061776065,-0.0911835748792269,0,0,0.0
2024-07-12,ACB,20d,cart,-0.024330900243308973,-0.09661835748792258,0,0,0.0
2024-07-15,ACB,20d,cart,-0.024378352023403216,-0.0911835748792269,0,0,0.0
2024-07-16,ACB,20d,cart,-0.018039980497318475,-0.028151774785801664,0,0,0.0
2024-07-17,ACB,20d,cart,-0.00631067961165066,-0.028151774785801664,0,0,0.0
2024-07-18,ACB,20d,cart,0.0,-0.028151774785801664,0,0,0.0
2024-07-19,ACB,20d,cart,0.022428083861530723,-0.08578284343131382,1,0,0.0
2024-07-22,ACB,20d,cart,0.02681231380337623,-0.009073233959818627,1,0,0.0
2024-07-23,ACB,20d,cart,-0.0019910403185664505,-0.0217821782178218,0,0,0.0
2024-07-24,ACB,20d,cart,0.003972194637537063,-0.017891373801916965,1,1,1.0
2024-07-25,ACB,20d,cart,0.003998000999500206,-0.0217821782178218,1,1,1.0
2024-07-26,ACB,20d,cart,0.01307847082494984,-0.0159893404397069,1,1,1.0
2024-07-29,ACB,20d,cart,0.015090543259557387,-0.0217821782178218,1,1,1.0
2024-07-30,ACB,20d,cart,0.004479840716774541,-0.025198938992042508,0,1,1.0
2024-07-31,ACB,20d,cart,0.012339585389930852,0.0,1,0,0.0
2024-08-01,ACB,20d,cart,-0.00842418235877096,-0.05896958410924891,0,0,0.0
2024-08-02,ACB,20d,cart,-0.014285714285714235,-0.05896958410924891,0,0,0.0
2024-08-05,ACB,20d,cart,-0.043435340572556935,-0.05896958410924891,0,0,0.0
2024-08-06,ACB,20d,cart,-0.033004926108374466,-0.056627255756067196,0,0,0.0
2024-08-07,ACB,20d,cart,-0.035044422507403805,-0.08578284343131382,0,0,0.0
2024-08-08,ACB,20d,cart,-0.03716551040634286,-0.04471032745591941,0,0,0.0
2024-08-09,ACB,20d,cart,-0.016458852867830553,-0.056627255756067196,0,0,0.0
2024-08-12,ACB,20d,cart,-0.006496751624188057,-0.04195366311834692,0,0,0.0
2024-08-13,ACB,20d,cart,-0.020854021847070636,-0.056627255756067196,0,0,0.0
2024-08-14,ACB,20d,cart,-0.03859306301905219,-0.08578284343131382,0,0,0.0
2024-08-15,ACB,20d,cart,-0.052606177606177584,-0.04195366311834692,0,0,0.0
2024-08-16,ACB,20d,cart,-0.043872198378636096,-0.0911835748792269,0,0,0.0
2024-08-19,ACB,20d,cart,-0.02852998065764023,-0.0911835748792269,0,0,0.0
2024-08-20,ACB,20d,cart,0.0044887780548628076,-0.05896958410924891,0,0,0.0
2024-08-21,ACB,20d,cart,0.008407517309594548,-0.05896958410924891,1,0,0.0
2024-08-22,ACB,20d,cart,0.014932802389248323,-0.04195366311834692,1,0,0.0
2024-06-24,ACB,20d,lightgbm,-0.02564102564102566,-0.07779559760500768,0,0,0.0006738560235936334
2024-06-25,ACB,20d,lightgbm,-0.034598750600672745,-0.08496450280352674,0,0,0.0003849941188830455
2024-06-26,ACB,20d,lightgbm,-0.018996590355577214,-0.0616989491060168,0,0,0.0006856801174182862
2024-06-27,ACB,20d,lightgbm,-0.0300533204071739,-0.0685313607217909,0,0,0.00013481794182428598
2024-06-28,ACB,20d,lightgbm,-0.03495145631067975,-0.06591009638797583,0,0,0.00025739366254303836
2024-07-01,ACB,20d,lightgbm,-0.04054054054054057,-0.07262150178935173,0,0,0.0009285819569701648
2024-07-02,ACB,20d,lightgbm,-0.018563751831949138,-0.06409438596448924,0,0,0.000608317177733399
2024-07-03,ACB,20d,lightgbm,-0.003933136676499416,-0.07944543331179922,0,0,0.00019157180830210401
