ticker,chunk_start,chunk_end,granularity,provider,source,success,rows,exception_type,exception_message
ACB,2026-01-01,2026-05-16,year,repo_adapter,KBS,true,87,,
ACB,2025-01-01,2025-12-31,year,repo_adapter,KBS,true,89,,
ACB,2024-01-01,2024-12-31,year,legacy_vnstock,VCI,true,1316,,
ACB,2023-01-01,2023-12-31,year,legacy_vnstock,VCI,true,320,,
ACB,2022-01-01,2022-12-31,year,repo_adapter,KBS,false,0,,
ACB,2022-01-01,2022-12-31,year,vnstock_data,KBS,false,0,,
ACB,2022-01-01,2022-12-31,year,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb967d0 state=finished raised ValueError>]
ACB,2022-01-01,2022-12-31,year,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb976d0 state=finished raised ValueError>]
ACB,2022-01-01,2022-12-31,year,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb17150 state=finished raised ValueError>]
ACB,2022-12-01,2022-12-31,month,repo_adapter,KBS,false,0,,
ACB,2022-12-01,2022-12-31,month,vnstock_data,KBS,false,0,,
ACB,2022-12-01,2022-12-31,month,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb54ed0 state=finished raised ValueError>]
ACB,2022-12-01,2022-12-31,month,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb56150 state=finished raised ValueError>]
ACB,2022-12-01,2022-12-31,month,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb57250 state=finished raised ValueError>]
ACB,2022-12-27,2022-12-31,5day,repo_adapter,KBS,false,0,,
ACB,2022-12-27,2022-12-31,5day,vnstock_data,KBS,false,0,,
ACB,2022-12-27,2022-12-31,5day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb576d0 state=finished raised ValueError>]
ACB,2022-12-27,2022-12-31,5day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb56b50 state=finished raised ValueError>]
ACB,2022-12-27,2022-12-31,5day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb543d0 state=finished raised ValueError>]
ACB,2022-12-31,2022-12-31,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-31,2022-12-31,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-31,2022-12-31,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb55050 state=finished raised ValueError>]
ACB,2022-12-31,2022-12-31,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb57650 state=finished raised ValueError>]
ACB,2022-12-31,2022-12-31,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb969d0 state=finished raised ValueError>]
ACB,2022-12-30,2022-12-30,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-30,2022-12-30,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-30,2022-12-30,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb95050 state=finished raised ConnectionError>]
ACB,2022-12-30,2022-12-30,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb96550 state=finished raised ValueError>]
ACB,2022-12-30,2022-12-30,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb979d0 state=finished raised ValueError>]
ACB,2022-12-29,2022-12-29,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-29,2022-12-29,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-29,2022-12-29,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb17d50 state=finished raised ValueError>]
ACB,2022-12-29,2022-12-29,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb554d0 state=finished raised ValueError>]
ACB,2022-12-29,2022-12-29,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb57cd0 state=finished raised ValueError>]
ACB,2022-12-28,2022-12-28,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-28,2022-12-28,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-28,2022-12-28,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb54950 state=finished raised ValueError>]
ACB,2022-12-28,2022-12-28,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb56cd0 state=finished raised ValueError>]
ACB,2022-12-28,2022-12-28,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb54450 state=finished raised ValueError>]
ACB,2022-12-27,2022-12-27,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-27,2022-12-27,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-27,2022-12-27,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7faaacd0 state=finished raised ValueError>]
ACB,2022-12-27,2022-12-27,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7faa8250 state=finished raised ValueError>]
ACB,2022-12-27,2022-12-27,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb57150 state=finished raised ValueError>]
ACB,2022-12-22,2022-12-26,5day,repo_adapter,KBS,false,0,,
ACB,2022-12-22,2022-12-26,5day,vnstock_data,KBS,false,0,,
ACB,2022-12-22,2022-12-26,5day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7faa8250 state=finished raised ValueError>]
ACB,2022-12-22,2022-12-26,5day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7faab1d0 state=finished raised ValueError>]
ACB,2022-12-22,2022-12-26,5day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7faabad0 state=finished raised ValueError>]
ACB,2022-12-26,2022-12-26,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-26,2022-12-26,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-26,2022-12-26,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb95dd0 state=finished raised ValueError>]
ACB,2022-12-26,2022-12-26,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb969d0 state=finished raised ValueError>]
ACB,2022-12-26,2022-12-26,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb958d0 state=finished raised ValueError>]
ACB,2022-12-25,2022-12-25,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-25,2022-12-25,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-25,2022-12-25,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb979d0 state=finished raised ConnectionError>]
ACB,2022-12-25,2022-12-25,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7faab3d0 state=finished raised ValueError>]
ACB,2022-12-25,2022-12-25,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb95350 state=finished raised ValueError>]
ACB,2022-12-24,2022-12-24,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-24,2022-12-24,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-24,2022-12-24,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb178d0 state=finished raised ValueError>]
ACB,2022-12-24,2022-12-24,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb15650 state=finished raised ValueError>]
ACB,2022-12-24,2022-12-24,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb95d50 state=finished raised ValueError>]
ACB,2022-12-23,2022-12-23,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-23,2022-12-23,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-23,2022-12-23,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb15c50 state=finished raised ConnectionError>]
ACB,2022-12-23,2022-12-23,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb97150 state=finished raised ValueError>]
ACB,2022-12-23,2022-12-23,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7faab150 state=finished raised ValueError>]
ACB,2022-12-22,2022-12-22,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-22,2022-12-22,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-22,2022-12-22,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb571d0 state=finished raised ValueError>]
ACB,2022-12-22,2022-12-22,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fc24cd0 state=finished raised ValueError>]
ACB,2022-12-22,2022-12-22,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7faa87d0 state=finished raised ValueError>]
ACB,2022-12-17,2022-12-21,5day,repo_adapter,KBS,false,0,,
ACB,2022-12-17,2022-12-21,5day,vnstock_data,KBS,false,0,,
ACB,2022-12-17,2022-12-21,5day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc248d0 state=finished raised ValueError>]
ACB,2022-12-17,2022-12-21,5day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb564d0 state=finished raised ValueError>]
ACB,2022-12-17,2022-12-21,5day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc270d0 state=finished raised ValueError>]
ACB,2022-12-21,2022-12-21,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-21,2022-12-21,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-21,2022-12-21,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7faaa950 state=finished raised ValueError>]
ACB,2022-12-21,2022-12-21,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb15850 state=finished raised ValueError>]
