date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error
2026-01-05,ACB,cart,2025-12-29,2026-01-05,3d,3,0.0,0.007908353628652168,0.007908353628652168,
2026-01-06,ACB,cart,2025-12-30,2026-01-06,3d,3,-0.004149377593361092,-0.0060754373840434,0.0019260597906823078,46.41804095544254
2026-01-07,ACB,cart,2025-12-31,2026-01-07,3d,3,0.027083333333333348,0.007908353628652168,0.01917497970468118,70.79992506343817
2026-01-08,ACB,cart,2026-01-05,2026-01-08,3d,3,0.022916666666666696,0.007908353628652168,0.015008313038014528,65.49082052951786
2026-01-09,ACB,cart,2026-01-06,2026-01-09,3d,3,0.022916666666666696,0.007908353628652168,0.015008313038014528,65.49082052951786
2026-01-12,ACB,cart,2026-01-07,2026-01-12,3d,3,0.034482758620689724,0.007908353628652168,0.026574404992037556,77.06577447690876
2026-01-13,ACB,cart,2026-01-08,2026-01-13,3d,3,0.014256619144602745,0.007908353628652168,0.006348265515950576,44.52854811902509
2026-01-14,ACB,cart,2026-01-09,2026-01-14,3d,3,0.004073319755600657,0.007908353628652168,0.003835033873051511,94.15008158341823
2026-01-15,ACB,cart,2026-01-12,2026-01-15,3d,3,-0.02352941176470591,0.007908353628652168,0.031437765393358075,133.61050292177165
2026-01-16,ACB,cart,2026-01-13,2026-01-16,3d,3,-0.00200803212851397,-0.0060754373840434,0.00406740525552943,202.5567817253743
2026-01-19,ACB,cart,2026-01-14,2026-01-19,3d,3,0.018255578093306468,-0.0060754373840434,0.02433101547734987,133.27989589259298
2026-01-20,ACB,cart,2026-01-15,2026-01-20,3d,3,0.006024096385542244,-0.0060754373840434,0.012099533769585644,200.8522605751192
2026-01-21,ACB,cart,2026-01-16,2026-01-21,3d,3,0.0,-0.0060754373840434,0.0060754373840434,
2026-01-22,ACB,cart,2026-01-19,2026-01-22,3d,3,-0.009960159362549792,-0.0060754373840434,0.003884721978506392,39.00260866420421
2026-01-23,ACB,cart,2026-01-20,2026-01-23,3d,3,0.0,-0.0060754373840434,0.0060754373840434,
2026-01-26,ACB,cart,2026-01-21,2026-01-26,3d,3,-0.002012072434607659,-0.0060754373840434,0.004063364949435741,201.949237986955
2026-01-27,ACB,cart,2026-01-22,2026-01-27,3d,3,-0.006036217303822977,-0.0060754373840434,3.922008022042272e-05,0.6497459956516655
2026-01-28,ACB,cart,2026-01-23,2026-01-28,3d,3,-0.045908183632734634,-0.0060754373840434,0.039832746248691236,86.76611248084463
2026-01-29,ACB,cart,2026-01-26,2026-01-29,3d,3,-0.040322580645161255,-0.0060754373840434,0.03424714326111786,84.93291528757237
2026-01-30,ACB,cart,2026-01-27,2026-01-30,3d,3,-0.024291497975708398,-0.0060754373840434,0.018216060591664997,74.98944943568789
2026-02-02,ACB,cart,2026-01-28,2026-02-02,3d,3,-0.006276150627614996,-0.0060754373840434,0.00020071324357159599,3.1980310142407964
2026-02-03,ACB,cart,2026-01-29,2026-02-03,3d,3,-0.004201680672269004,0.007908353628652168,0.012110034300921172,288.21881636191733
2026-02-04,ACB,cart,2026-01-30,2026-02-04,3d,3,-0.020746887966805017,-0.0060754373840434,0.014671450582761616,70.71639180891086
2026-02-05,ACB,cart,2026-02-02,2026-02-05,3d,3,-0.012631578947368438,-0.0060754373840434,0.006556141563325038,51.90278737632315
2026-02-06,ACB,cart,2026-02-03,2026-02-06,3d,3,-0.029535864978902926,-0.0060754373840434,0.023460427594859525,79.4303048568816
2026-02-09,ACB,cart,2026-02-04,2026-02-09,3d,3,-0.02754237288135597,-0.0060754373840434,0.02146693549731257,77.94148888255015
2026-02-10,ACB,cart,2026-02-05,2026-02-10,3d,3,-0.019189765458422103,-0.0060754373840434,0.013114328074378703,68.34022074315149
2026-02-11,ACB,cart,2026-02-06,2026-02-11,3d,3,0.02826086956521734,-0.0060754373840434,0.034336306949260736,121.49770151276897
2026-02-12,ACB,cart,2026-02-09,2026-02-12,3d,3,0.03921568627450989,-0.0060754373840434,0.045291123658553284,115.49236532931062
2026-02-13,ACB,cart,2026-02-10,2026-02-13,3d,3,0.036956521739130554,-0.0060754373840434,0.04303195912317395,116.43941880388209
2026-02-23,ACB,cart,2026-02-11,2026-02-23,3d,3,0.016913319238900826,-0.0060754373840434,0.022988756622944227,135.92102353315622
2026-02-24,ACB,cart,2026-02-12,2026-02-24,3d,3,0.0062893081761006275,-0.0060754373840434,0.012364745560144028,196.5994544062901
2026-02-25,ACB,cart,2026-02-13,2026-02-25,3d,3,0.02515723270440251,-0.0060754373840434,0.03123267008844591,124.14986360157252
2026-02-26,ACB,cart,2026-02-23,2026-02-26,3d,3,0.016632016632016633,0.004390856339825353,0.012241160292191279,73.59997625680006
2026-02-27,ACB,cart,2026-02-24,2026-02-27,3d,3,0.022916666666666696,0.004390856339825353,0.018525810326841342,80.83989960803486
2026-03-02,ACB,cart,2026-02-25,2026-03-02,3d,3,-0.020449897750511203,-0.0060754373840434,0.014374460366467803,70.29111119202771
2026-03-03,ACB,cart,2026-02-26,2026-03-03,3d,3,-0.03885480572597133,-0.0060754373840434,0.032779368341927934,84.36374273264619
2026-03-04,ACB,cart,2026-02-27,2026-03-04,3d,3,-0.054989816700611094,-0.0060754373840434,0.0489143793165677,88.9517046090174
2026-03-05,ACB,cart,2026-03-02,2026-03-05,3d,3,-0.01670146137787054,-0.0060754373840434,0.01062602399382714,63.62331866304009
2026-03-06,ACB,cart,2026-03-03,2026-03-06,3d,3,-0.008510638297872353,-0.0060754373840434,0.002435200913828953,28.613610737490152
2026-03-09,ACB,cart,2026-03-04,2026-03-09,3d,3,-0.06465517241379315,-0.0060754373840434,0.05857973502974975,90.60332351267955
2026-03-10,ACB,cart,2026-03-05,2026-03-10,3d,3,-0.016985138004246392,-0.0060754373840434,0.010909700620202991,64.2308624014447
2026-03-11,ACB,cart,2026-03-06,2026-03-11,3d,3,-0.0042918454935623185,-0.0060754373840434,0.0017835918904810814,41.557691048208355
2026-03-12,ACB,cart,2026-03-09,2026-03-12,3d,3,0.06682027649769573,-0.0060754373840434,0.07289571388173913,109.0922062919822
2026-03-13,ACB,cart,2026-03-10,2026-03-13,3d,3,0.012958963282937441,-0.0060754373840434,0.019034400666980842,146.88212514686796
2026-03-16,ACB,cart,2026-03-11,2026-03-16,3d,3,0.010775862068965525,-0.0060754373840434,0.016851299453008926,156.38005892392272
2026-03-17,ACB,cart,2026-03-12,2026-03-17,3d,3,0.025917926565874883,-0.0060754373840434,0.03199336394991828,123.44106257343397
2026-03-18,ACB,cart,2026-03-13,2026-03-18,3d,3,0.01279317697228155,-0.0060754373840434,0.01886861435632495,147.4896688852722
2026-03-19,ACB,cart,2026-03-16,2026-03-19,3d,3,0.006396588486140775,-0.0060754373840434,0.012472025870184176,194.97933777054442
2026-03-20,ACB,cart,2026-03-17,2026-03-20,3d,3,-0.03157894736842104,-0.0060754373840434,0.02550350998437764,80.76111495052922
2026-03-23,ACB,cart,2026-03-18,2026-03-23,3d,3,-0.052631578947368474,-0.0060754373840434,0.046556141563325076,88.45666897031755
