horizon,regime,model_name,signal_bucket,observations,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
20d,bull,cart,moderate_positive,0,,,,,,0.0,
20d,bull,cart,reject,16,-0.01983538910191892,-0.01815831545490925,0.0625,0.0,0.0,0.0,0.0
20d,bull,cart,strong_or_moderate_positive,13,0.007734876887959347,-0.006644518272425,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.35714285714285715,1.098901098901099
20d,bull,cart,strong_positive,13,0.007734876887959347,-0.006644518272425,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.35714285714285715,1.098901098901099
20d,bull,cart,weak_or_uncertain,11,0.029644521109689504,0.0334014996591682,0.9090909090909091,0.8181818181818182,0.8181818181818182,0.6428571428571429,2.337662337662338
20d,bull,lightgbm,moderate_positive,4,-0.002922057953668125,-0.01279662681415295,0.25,0.25,0.25,0.07142857142857142,0.7142857142857143
20d,bull,lightgbm,reject,20,-0.00836439217939782,-0.01301556367643465,0.25,0.2,0.2,0.2857142857142857,0.5714285714285715
20d,bull,lightgbm,strong_or_moderate_positive,15,0.016466345529840675,0.0104909777591271,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5714285714285714,1.523809523809524
20d,bull,lightgbm,strong_positive,11,0.02351667406929842,0.0212404418011895,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.5,1.8181818181818183
20d,bull,lightgbm,weak_or_uncertain,5,0.00591391335193992,0.0081463009143807,0.6,0.4,0.4,0.14285714285714285,1.142857142857143
20d,bull,xgboost,moderate_positive,4,0.03732379994211463,0.049761630654427805,0.75,0.75,0.75,0.21428571428571427,2.142857142857143
20d,bull,xgboost,reject,20,-0.008053052531106981,-0.012403869848669199,0.25,0.2,0.2,0.2857142857142857,0.5714285714285715
20d,bull,xgboost,strong_or_moderate_positive,14,0.01452683070889228,0.0019232297433510498,0.5,0.5,0.5,0.5,1.4285714285714286
20d,bull,xgboost,strong_positive,10,0.00540804301560334,-0.00856774801577605,0.4,0.4,0.4,0.2857142857142857,1.142857142857143
20d,bull,xgboost,weak_or_uncertain,6,0.0111603878028335,0.0088761462240415,0.6666666666666666,0.5,0.5,0.21428571428571427,1.4285714285714286
20d,sideway,cart,moderate_positive,2,-0.0580204431311647,-0.0580204431311647,0.5,0.5,0.5,0.02564102564102564,1.7435897435897436
20d,sideway,cart,reject,62,-0.030081953499169155,-0.0252200640425896,0.25806451612903225,0.24193548387096775,0.24193548387096775,0.38461538461538464,0.8436724565756825
20d,sideway,cart,strong_or_moderate_positive,33,-0.043638843345954026,-0.0392477514309076,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.1282051282051282,0.5283605283605284
20d,sideway,cart,strong_positive,31,-0.04271099819852108,-0.0392477514309076,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.10256410256410256,0.44995864350703063
20d,sideway,cart,weak_or_uncertain,41,-0.023344755713995077,-0.0112708265272786,0.4878048780487805,0.4634146341463415,0.4634146341463415,0.48717948717948717,1.616010006253909
20d,sideway,lightgbm,moderate_positive,8,-0.01534733366607495,-0.0243142950729235,0.125,0.125,0.125,0.02564102564102564,0.4358974358974359
20d,sideway,lightgbm,reject,69,-0.043220666083417375,-0.0243783520234032,0.2753623188405797,0.2463768115942029,0.2463768115942029,0.4358974358974359,0.8591601635079897
20d,sideway,lightgbm,strong_or_moderate_positive,49,-0.013305158240698845,-0.0224353763615671,0.3673469387755102,0.3673469387755102,0.3673469387755102,0.46153846153846156,1.2810047095761383
20d,sideway,lightgbm,strong_positive,41,-0.01290668498696692,-0.0224353763615671,0.4146341463414634,0.4146341463414634,0.4146341463414634,0.4358974358974359,1.4459036898061288
20d,sideway,lightgbm,weak_or_uncertain,18,-0.034895512116040354,-0.0448434667744071,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.10256410256410256,0.774928774928775
20d,sideway,xgboost,moderate_positive,11,0.00026049077960237847,0.0159960422163587,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.15384615384615385,1.902097902097902
20d,sideway,xgboost,reject,75,-0.041266626185671194,-0.026061776061776,0.28,0.25333333333333335,0.25333333333333335,0.48717948717948717,0.8834188034188035
20d,sideway,xgboost,strong_or_moderate_positive,41,-0.02091453586849299,-0.0322448979591836,0.3170731707317073,0.3170731707317073,0.3170731707317073,0.3333333333333333,1.1056910569105691
20d,sideway,xgboost,strong_positive,30,-0.02867871230612796,-0.03653504115962655,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.1794871794871795,0.8136752136752138
20d,sideway,xgboost,weak_or_uncertain,20,-0.015490249855260808,-0.02145519841829375,0.35,0.35,0.35,0.1794871794871795,1.2205128205128206
