horizon,regime,model_name,signal_bucket,observations,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
3d,bull,cart,moderate_positive,0,,,,,,0.0,
3d,bull,cart,reject,51,0.007869479369571806,0.0041684949539273,0.6470588235294118,0.4117647058823529,0.4117647058823529,0.6,1.035294117647059
3d,bull,cart,strong_or_moderate_positive,8,0.00705553241310225,0.00807217473884135,0.5,0.5,0.5,0.11428571428571428,1.2571428571428571
3d,bull,cart,strong_positive,8,0.00705553241310225,0.00807217473884135,0.5,0.5,0.5,0.11428571428571428,1.2571428571428571
3d,bull,cart,weak_or_uncertain,29,-0.00015577236600019964,-0.0015432098765432,0.4482758620689655,0.3448275862068966,0.3448275862068966,0.2857142857142857,0.8669950738916257
3d,bull,lightgbm,moderate_positive,2,0.013933576433576601,0.013933576433576601,0.5,0.5,0.5,0.02857142857142857,1.2571428571428571
3d,bull,lightgbm,reject,67,0.005510359594274258,0.0036138358286008,0.582089552238806,0.3880597014925373,0.3880597014925373,0.7428571428571429,0.9756929637526653
3d,bull,lightgbm,strong_or_moderate_positive,2,0.013933576433576601,0.013933576433576601,0.5,0.5,0.5,0.02857142857142857,1.2571428571428571
3d,bull,lightgbm,strong_positive,0,,,,,,0.0,
3d,bull,lightgbm,weak_or_uncertain,19,0.00295837172923399,0.0035629453681709,0.5263157894736842,0.42105263157894735,0.42105263157894735,0.22857142857142856,1.0586466165413533
3d,bull,xgboost,moderate_positive,3,0.002247754115172767,-0.008878504672897,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.02857142857142857,0.8380952380952381
3d,bull,xgboost,reject,60,0.00790632883509046,0.0044519212406012,0.65,0.43333333333333335,0.43333333333333335,0.7428571428571429,1.0895238095238096
3d,bull,xgboost,strong_or_moderate_positive,4,-0.0015132365463218743,-0.0108373566018514,0.25,0.25,0.25,0.02857142857142857,0.6285714285714286
3d,bull,xgboost,strong_positive,1,-0.0127962085308058,-0.0127962085308058,0.0,0.0,0.0,0.0,0.0
3d,bull,xgboost,weak_or_uncertain,24,-0.0006273531408819083,-0.00093283582089555,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.22857142857142856,0.8380952380952381
3d,sideway,cart,moderate_positive,0,,,,,,0.0,
3d,sideway,cart,reject,29,0.013197504679401782,0.0118300338000965,0.6551724137931034,0.5517241379310345,0.5517241379310345,0.5517241379310345,1.1414982164090368
3d,sideway,cart,strong_or_moderate_positive,4,0.011866129207082325,0.01175059508392855,0.75,0.5,0.5,0.06896551724137931,1.0344827586206897
3d,sideway,cart,strong_positive,4,0.011866129207082325,0.01175059508392855,0.75,0.5,0.5,0.06896551724137931,1.0344827586206897
3d,sideway,cart,weak_or_uncertain,27,0.009249262470282073,0.0043880455407969,0.5925925925925926,0.4074074074074074,0.4074074074074074,0.3793103448275862,0.8429118773946359
3d,sideway,lightgbm,moderate_positive,6,0.0066918371237043835,0.01101301172661775,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.13793103448275862,1.379310344827586
3d,sideway,lightgbm,reject,44,0.013094023241071034,0.007341646111665051,0.6136363636363636,0.45454545454545453,0.45454545454545453,0.6896551724137931,0.9404388714733541
3d,sideway,lightgbm,strong_or_moderate_positive,6,0.0066918371237043835,0.01101301172661775,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.13793103448275862,1.379310344827586
3d,sideway,lightgbm,strong_positive,0,,,,,,0.0,
3d,sideway,lightgbm,weak_or_uncertain,10,0.00636341938792451,0.0061660883145876,0.7,0.5,0.5,0.1724137931034483,1.0344827586206897
3d,sideway,xgboost,moderate_positive,5,0.00702412673161992,0.0089877010406811,0.6,0.6,0.6,0.10344827586206896,1.2413793103448276
3d,sideway,xgboost,reject,39,0.011795800992517702,0.0053665220369947,0.6153846153846154,0.46153846153846156,0.46153846153846156,0.6206896551724138,0.9549071618037136
3d,sideway,xgboost,strong_or_moderate_positive,6,0.01001814112752075,0.0143762034615171,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.13793103448275862,1.379310344827586
3d,sideway,xgboost,strong_positive,1,0.0249882131070249,0.0249882131070249,1.0,1.0,1.0,0.034482758620689655,2.0689655172413794
3d,sideway,xgboost,weak_or_uncertain,15,0.010651810250352134,0.0071090047393365,0.6666666666666666,0.4666666666666667,0.4666666666666667,0.2413793103448276,0.9655172413793104
