horizon,regime,model_name,probability_bucket,observations,avg_predicted_probability,realized_profit_rate,calibration_gap
3d,bull,cart,0.50-0.55,0,,,
3d,bull,cart,0.55-0.60,0,,,
3d,bull,cart,0.60-0.65,0,,,
3d,bull,cart,0.65+,26,1.0,0.4230769230769231,-0.5769230769230769
3d,bull,cart,lt_0.50,62,0.0,0.3870967741935484,0.3870967741935484
3d,bull,lightgbm,0.50-0.55,1,0.5438586384834828,0.0,-0.5438586384834828
3d,bull,lightgbm,0.55-0.60,1,0.5865954704488843,1.0,0.41340452955111573
3d,bull,lightgbm,0.60-0.65,2,0.6223676627818437,1.0,0.37763233721815626
3d,bull,lightgbm,0.65+,1,0.7896909732982889,0.0,-0.7896909732982889
3d,bull,lightgbm,lt_0.50,83,0.13241529442351005,0.3855421686746988,0.25312687425118874
3d,bull,xgboost,0.50-0.55,2,0.5051684379577637,0.5,-0.005168437957763672
3d,bull,xgboost,0.55-0.60,4,0.578275516629219,0.5,-0.07827551662921906
3d,bull,xgboost,0.60-0.65,1,0.6341809034347534,0.0,-0.6341809034347534
3d,bull,xgboost,0.65+,3,0.7358222802480062,0.0,-0.7358222802480062
3d,bull,xgboost,lt_0.50,78,0.21207002813044268,0.41025641025641024,0.19818638212596756
3d,sideway,cart,0.50-0.55,0,,,
3d,sideway,cart,0.55-0.60,0,,,
3d,sideway,cart,0.60-0.65,0,,,
3d,sideway,cart,0.65+,15,1.0,0.4,-0.6
3d,sideway,cart,lt_0.50,45,0.0,0.5111111111111111,0.5111111111111111
3d,sideway,lightgbm,0.50-0.55,0,,,
3d,sideway,lightgbm,0.55-0.60,4,0.5772694498444767,1.0,0.4227305501555233
3d,sideway,lightgbm,0.60-0.65,3,0.6274369794241302,0.3333333333333333,-0.2941036460907969
3d,sideway,lightgbm,0.65+,1,0.7816435511975424,1.0,0.21835644880245764
3d,sideway,lightgbm,lt_0.50,52,0.10755267284864467,0.4423076923076923,0.3347550194590476
3d,sideway,xgboost,0.50-0.55,4,0.5298480093479156,0.5,-0.02984800934791565
3d,sideway,xgboost,0.55-0.60,0,,,
3d,sideway,xgboost,0.60-0.65,2,0.6277314126491547,0.0,-0.6277314126491547
3d,sideway,xgboost,0.65+,8,0.7360230982303619,0.625,-0.11102309823036194
3d,sideway,xgboost,lt_0.50,46,0.18841981685355955,0.4782608695652174,0.28984105271165783
