ticker,model_name,observations,mae,rmse,mape,directional_accuracy
ACB,cart,36,0.024369529674026766,0.03119900042607264,264.5774690130458,0.4722222222222222
ACB,lightgbm,36,0.013200908963802155,0.017102511580976396,124.73388942837728,0.6666666666666666
ACB,xgboost,36,0.016634520276824865,0.02056779924547085,197.75953980361038,0.5833333333333334
DGC,cart,36,0.04439835668588959,0.05358228040582705,414.4979395414925,0.5
DGC,lightgbm,36,0.026949006547616245,0.032801877270618604,222.91604093713767,0.3055555555555556
DGC,xgboost,36,0.027760157097716235,0.034136110869837304,329.0550148805225,0.4444444444444444
HPG,cart,36,0.03870191392602943,0.04435562404250693,547.5624740291289,0.3611111111111111
HPG,lightgbm,36,0.03359623755294208,0.03949870213448532,284.3610570013849,0.3333333333333333
HPG,xgboost,36,0.03176977757611862,0.03711569917875234,281.94692147325867,0.2777777777777778
MWG,cart,36,0.05102792566497129,0.06049914024868173,778.9669438396633,0.6388888888888888
MWG,lightgbm,36,0.04572508589050401,0.05688637184452676,392.72147956193817,0.4166666666666667
MWG,xgboost,36,0.044293734466051955,0.05576624921098327,366.341231745339,0.4444444444444444
OVERALL,cart,144,0.03962443148772927,0.04866211502828622,498.79785657513145,0.4930555555555556
OVERALL,lightgbm,144,0.029867809738716125,0.03925769296200656,254.97022074203235,0.4305555555555556
OVERALL,xgboost,144,0.030114547354177918,0.03897357472605299,293.50934685521963,0.4375
