fold_id,horizon,regime,model_name,observations_regression,mae,rmse,directional_accuracy,average_actual_return_x,average_predicted_return,observations_classification,accuracy,precision,recall,f1,roc_auc,positive_class_precision,realized_profit_rate,ranking_method,profit_rate,average_actual_return_y,rank_regression_rmse,rank_classification_f1,rank_combined_profit_rate,overall_rank
fold_003,3d,bull,lightgbm,88,0.03750367901757008,0.04742450482576074,0.4090909090909091,0.005150798960670162,-0.02537470103899785,88,0.6136363636363636,0.6,0.08571428571428572,0.15,0.4657681940700809,0.6,0.3977272727272727,combined_weighted_linear_gated,1.0,0.0370370370370372,1.0,7.0,1.0,3.0
fold_003,5d,bull,cart,80,0.06452044948232097,0.09060273928779704,0.475,0.01134524618560592,-0.04027229148043637,80,0.5875,0.5833333333333334,0.3783783783783784,0.45901639344262296,0.5729101194217474,0.5833333333333334,0.4625,combined_weighted_linear_gated,0.8888888888888888,0.037084975577754156,5.0,2.0,3.0,3.3333333333333335
fold_003,20d,bull,cart,48,0.08799599137661533,0.10976144472472067,0.5625,0.054953672291890736,-0.00629826367968063,48,0.5416666666666666,0.8846153846153846,0.5476190476190477,0.6764705882352942,0.5238095238095238,0.8846153846153846,0.875,combined_rank_based,0.8888888888888888,0.05538235523646129,8.0,1.0,3.0,4.0
fold_003,20d,bull,lightgbm,48,0.09541058121909383,0.10914702488765729,0.3541666666666667,0.054953672291890736,-0.0038554060400778356,48,0.3541666666666667,0.9230769230769231,0.2857142857142857,0.43636363636363634,0.5515873015873016,0.9230769230769231,0.875,combined_weighted_linear_gated,0.9166666666666666,0.03481788618767962,7.0,3.0,2.0,4.0
fold_003,5d,bull,xgboost,80,0.057231797383301294,0.06827044321065164,0.3625,0.01134524618560592,-0.029949132958063264,80,0.575,0.6153846153846154,0.21621621621621623,0.32,0.5405405405405406,0.6153846153846154,0.4625,combined_weighted_linear_gated,0.7,0.01229453226555568,4.0,5.0,4.0,4.333333333333333
fold_003,20d,bull,xgboost,48,0.10853194053359709,0.11796297496704956,0.3541666666666667,0.054953672291890736,-0.011110957255975008,48,0.3541666666666667,0.9230769230769231,0.2857142857142857,0.43636363636363634,0.5476190476190477,0.9230769230769231,0.875,combined_rank_based,0.9166666666666666,0.057128045800336556,9.0,3.0,2.0,4.666666666666667
fold_003,5d,bull,lightgbm,80,0.05296832917859765,0.06560564340261507,0.4375,0.01134524618560592,-0.03467077431750795,80,0.5375,0.5,0.1891891891891892,0.27450980392156865,0.6046511627906976,0.5,0.4625,combined_weighted_linear_gated,0.6666666666666666,0.022563664658722327,3.0,6.0,5.0,4.666666666666667
fold_003,3d,bull,cart,88,0.0803318172220847,0.09529816694526191,0.38636363636363635,0.005150798960670162,-0.05400519857421473,88,0.5568181818181818,0.4230769230769231,0.3142857142857143,0.36065573770491804,0.515633423180593,0.4230769230769231,0.3977272727272727,combined_weighted_linear_gated,0.5,0.00705553241310225,6.0,4.0,6.0,5.333333333333333
fold_003,3d,bull,xgboost,88,0.040897099989027755,0.049227175996947446,0.375,0.005150798960670162,-0.026231823668819133,88,0.5568181818181818,0.3,0.08571428571428572,0.13333333333333333,0.4388140161725067,0.3,0.3977272727272727,combined_weighted_linear_gated,0.5,0.012120414253115702,2.0,8.0,6.0,5.333333333333333
fold_003,3d,sideway,xgboost,60,0.04167825254566982,0.05492498644485551,0.43333333333333335,0.011332037320476615,-0.02433572561494656,60,0.5166666666666667,0.5,0.2413793103448276,0.32558139534883723,0.6017797552836485,0.5,0.48333333333333334,combined_weighted_linear_gated,1.0,0.0249882131070249,1.0,4.0,1.0,2.0
fold_003,3d,sideway,lightgbm,60,0.04220032352517471,0.05535904072069143,0.43333333333333335,0.011332037320476615,-0.024171284337740958,60,0.5833333333333334,0.75,0.20689655172413793,0.32432432432432434,0.5939933259176864,0.75,0.48333333333333334,combined_weighted_linear_gated,1.0,0.0249882131070249,2.0,5.0,1.0,2.6666666666666665
fold_003,5d,sideway,xgboost,68,0.052051267828644936,0.06704692975659245,0.35294117647058826,0.015694837050488752,-0.03132166650646144,68,0.5147058823529411,0.8571428571428571,0.15789473684210525,0.26666666666666666,0.5166666666666666,0.8571428571428571,0.5588235294117647,combined_weighted_linear_gated,1.0,0.03091607040397355,3.0,8.0,1.0,4.0
fold_003,5d,sideway,cart,68,0.06099454449310888,0.08225895214712821,0.4264705882352941,0.015694837050488752,-0.025859499835695465,68,0.5588235294117647,0.75,0.3157894736842105,0.4444444444444444,0.5912280701754387,0.75,0.5588235294117647,combined_weighted_linear_gated,0.75,0.023468827090304074,6.0,2.0,5.0,4.333333333333333
fold_003,5d,sideway,lightgbm,68,0.05705262354283923,0.0712261181865699,0.36764705882352944,0.015694837050488752,-0.034626718354725645,68,0.5147058823529411,0.8571428571428571,0.15789473684210525,0.26666666666666666,0.4736842105263157,0.8571428571428571,0.5588235294117647,combined_weighted_linear_gated,0.8571428571428571,0.02425762379856924,4.0,8.0,2.0,4.666666666666667
fold_003,20d,sideway,lightgbm,100,0.10841744767971342,0.11758742189787935,0.38,0.04216313133710356,-0.028272556299560946,100,0.34,0.5925925925925926,0.22535211267605634,0.32653061224489793,0.4303059737736765,0.5925925925925926,0.71,combined_weighted_linear,0.7866666666666666,0.052427631691339155,8.0,3.0,4.0,5.0
fold_003,20d,sideway,cart,100,0.11783203267654006,0.13558656093676313,0.46,0.04216313133710356,-0.039361931889388274,100,0.49,0.7272727272727273,0.4507042253521127,0.5565217391304348,0.5184555609519185,0.7272727272727273,0.71,combined_rank_based,0.72,0.04724415860315968,9.0,1.0,6.0,5.333333333333333
fold_003,20d,sideway,xgboost,100,0.1013329508855736,0.11067393389176886,0.39,0.04216313133710356,-0.023943946916842814,100,0.32,0.56,0.19718309859154928,0.2916666666666667,0.434191355026712,0.56,0.71,combined_rank_based,0.8,0.05730817976421823,7.0,6.0,3.0,5.333333333333333
fold_003,3d,sideway,cart,60,0.06420492949367203,0.07665115757742275,0.48333333333333334,0.011332037320476615,-0.02865605227544147,60,0.4666666666666667,0.4,0.20689655172413793,0.2727272727272727,0.4582869855394883,0.4,0.48333333333333334,combined_weighted_linear_gated,0.5,0.011866129207082325,5.0,7.0,7.0,6.333333333333333
