fold_id,horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate,rank_in_regime
fold_003,3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,1,1,0.0370370370370372,1.0,1.0,1.0,1.0,1.0
fold_003,3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,1,1,0.0370370370370372,1.0,1.0,1.0,1.0,1.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.5,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.55,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.6,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.65,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.6,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.65,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.5,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.55,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.6,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.65,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.6,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.65,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_rank_based,rank_based_joint_score,3,,,12,36,0.057128045800336556,0.9166666666666666,0.9166666666666666,0.7857142857142857,1.0476190476190477,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear,combined_score,3,,,12,36,0.057128045800336556,0.9166666666666666,0.9166666666666666,0.7857142857142857,1.0476190476190477,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.5,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.55,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.6,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.65,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.5,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.55,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.6,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.65,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.5,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.55,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.6,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.65,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.5,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.55,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.6,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.65,12,12,0.03481788618767962,0.9166666666666666,0.9166666666666666,1.0,1.0,2.0
fold_003,20d,bull,xgboost,predicted_return,predicted_return,3,,,12,36,0.05904277876592393,0.9166666666666666,0.9166666666666666,0.7857142857142857,1.0476190476190477,2.0
fold_003,20d,bull,cart,combined_rank_based,rank_based_joint_score,3,,,12,36,0.05538235523646129,0.8888888888888888,0.8888888888888888,0.7619047619047619,1.0158730158730158,3.0
fold_003,20d,bull,cart,combined_weighted_linear,combined_score,3,,,12,36,0.05538235523646129,0.8888888888888888,0.8888888888888888,0.7619047619047619,1.0158730158730158,3.0
fold_003,20d,bull,cart,predicted_return,predicted_return,3,,,12,36,0.0509801659566369,0.8888888888888888,0.8888888888888888,0.7619047619047619,1.0158730158730158,3.0
fold_003,5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,9,9,0.037084975577754156,0.8888888888888888,0.8888888888888888,1.0,1.0,3.0
fold_003,5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,9,9,0.037084975577754156,0.8888888888888888,0.8888888888888888,1.0,1.0,3.0
