fold_id,fold_number,entity_name,selection_family,status,observations,active_observations,average_actual_return,profit_label_hit_rate,average_predicted_return,average_predicted_profit_probability,average_selector_score,selector_score_std,top_1_avg_return,top_1_profit_rate,top_3_avg_return,top_3_profit_rate,top_5_avg_return,top_5_profit_rate,avg_return_vs_fixed_best_global,profit_rate_vs_fixed_best_global
fold_003,3,context_knn_selector,context_selector,evaluated,216,136,0.0360510126353236,0.6712962962962963,-0.026966555198234706,0.45211949102808374,-0.03362295457404049,0.7854507274626009,0.020948026292636507,0.5925925925925926,0.03386598394269287,0.654320987654321,0.03605101263532359,0.6712962962962963,,
fold_003,3,context_bin_lookup,context_selector,evaluated,216,120,0.03601115218735953,0.6712962962962963,-0.02315403821645572,0.287794636396467,-0.10695249245976707,0.8143415477360535,0.01848189583777969,0.5925925925925926,0.04414283079826738,0.7283950617283951,0.036011152187359535,0.6712962962962963,,
fold_003,3,context_meta_score,context_selector,evaluated,216,143,0.0338892403307339,0.6435185185185185,-0.04569232309778088,0.5860643068575911,-0.07574506392365118,0.752826890558891,0.01893481867571117,0.6296296296296297,0.0331688762825272,0.654320987654321,0.0338892403307339,0.6435185185185185,,
fold_003,3,fixed_best_global_setup,baseline,evaluated,148,36,0.0463114148900075,0.7635135135135135,-0.0197818962160208,0.2933908465689652,-0.5577513287008782,0.7815222893946127,0.0235654424945426,0.6756756756756757,0.0412791692162946,0.7207207207207207,0.0463114148900075,0.7635135135135135,0.0,0.0
fold_003,3,regime_agnostic_top_ranked_setup,baseline,evaluated,148,36,0.0463114148900075,0.7635135135135135,-0.0197818962160208,0.2933908465689652,-0.5577513287008782,0.7815222893946127,0.0235654424945426,0.6756756756756757,0.0412791692162946,0.7207207207207207,0.0463114148900075,0.7635135135135135,0.0,0.0
fold_003,3,naive_global_baseline,baseline,evaluated,148,148,0.0463114148900075,0.7635135135135135,-0.0197818962160208,0.2933908465689652,-0.0197818962160208,0.0759833455351246,0.0212551477886547,0.6756756756756757,0.0593596049177199,0.8558558558558559,0.0463114148900075,0.7635135135135135,0.0,0.0
fold_003,3,fixed_best_regression_model,baseline,evaluated,148,36,0.0463114148900075,0.7635135135135135,-0.0197818962160208,0.2933908465689652,-0.5577513287008782,0.7815222893946127,0.0235654424945426,0.6756756756756757,0.0412791692162946,0.7207207207207207,0.0463114148900075,0.7635135135135135,0.0,0.0
fold_003,3,fixed_best_classifier_model,baseline,evaluated,148,36,0.0463114148900075,0.7635135135135135,-0.0197818962160208,0.2933908465689652,-0.5577513287008782,0.7815222893946127,0.0235654424945426,0.6756756756756757,0.0412791692162946,0.7207207207207207,0.0463114148900075,0.7635135135135135,0.0,0.0
fold_003,3,fixed_best_horizon,baseline,evaluated,148,36,0.0463114148900075,0.7635135135135135,-0.0197818962160208,0.2933908465689652,-0.5577513287008782,0.7815222893946127,0.0235654424945426,0.6756756756756757,0.0412791692162946,0.7207207207207207,0.0463114148900075,0.7635135135135135,0.0,0.0
fold_003,3,fixed_best_combined_method,baseline,evaluated,148,148,0.0463114148900075,0.7635135135135135,-0.0197818962160208,0.2933908465689652,0.2933908465689652,0.3611671308108524,0.0212551477886547,0.6756756756756757,0.0401502607776994,0.7477477477477478,0.0463114148900075,0.7635135135135135,0.0,0.0
