slice_name,baseline,transaction_cost_bps,slippage_bps,timestamp,date,ticker,position,previous_position,turnover_event,actual_return,period_return_proxy,gross_event_return,cost_event_return,net_event_return
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-01-06T14:00:00,2025-01-06,ANV,1,0.0,1.0,-0.0083056478405314,-0.0083056478405314,-0.0083056478405314,0.002,-0.0103056478405314
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-01-08T10:00:00,2025-01-08,ANV,0,1.0,1.0,-0.0027322404371584,-0.0027322404371584,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-01-24T13:00:00,2025-01-24,ANV,1,0.0,1.0,-0.0089285714285715,-0.0089285714285715,-0.0089285714285715,0.002,-0.0109285714285715
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-02-04T09:00:00,2025-02-04,ANV,0,1.0,1.0,-0.0029761904761904,-0.0029761904761904,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-03-04T11:00:00,2025-03-04,ANV,1,0.0,1.0,0.003003003003003,0.003003003003003,0.003003003003003,0.002,0.001003003003003
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-03-05T09:00:00,2025-03-05,ANV,0,1.0,1.0,0.0029850746268658,0.0029850746268658,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-04-04T14:00:00,2025-04-04,ANV,1,0.0,1.0,-0.0693641618497109,-0.0693641618497109,-0.0693641618497109,0.002,-0.07136416184971091
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-04-11T09:00:00,2025-04-11,ANV,0,1.0,1.0,0.0073800738007379,0.0073800738007379,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-04-16T14:00:00,2025-04-16,ANV,1,0.0,1.0,0.0167480809490578,0.0167480809490578,0.0167480809490578,0.002,0.0147480809490578
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-04-17T09:00:00,2025-04-17,ANV,0,1.0,1.0,-0.0164722031571722,-0.0164722031571722,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-05-28T14:00:00,2025-05-28,ANV,1,0.0,1.0,0.0157377049180327,0.0157377049180327,0.0157377049180327,0.002,0.0137377049180327
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-05-29T09:00:00,2025-05-29,ANV,0,1.0,1.0,-0.012265978050355,-0.012265978050355,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-03T14:00:00,2025-07-03,ANV,1,0.0,1.0,-0.0155393053016453,-0.0155393053016453,-0.0155393053016453,0.002,-0.0175393053016453
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-07T09:00:00,2025-07-07,ANV,0,1.0,1.0,-0.0063371356147022,-0.0063371356147022,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-07T14:00:00,2025-07-07,ANV,1,0.0,1.0,0.0021881838074397,0.0021881838074397,0.0021881838074397,0.002,0.00018818380743969992
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-14T09:00:00,2025-07-14,ANV,0,1.0,1.0,-0.004510599909788,-0.004510599909788,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-29T11:00:00,2025-07-29,ANV,1,0.0,1.0,-0.0103092783505155,-0.0103092783505155,-0.0103092783505155,0.002,-0.0123092783505155
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-04T09:00:00,2025-08-04,ANV,0,1.0,1.0,0.0409617097061441,0.0409617097061441,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-11T11:00:00,2025-08-11,ANV,1,0.0,1.0,-0.0149196633511859,-0.0149196633511859,-0.0149196633511859,0.002,-0.0169196633511859
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-15T09:00:00,2025-08-15,ANV,0,1.0,1.0,0.013127413127413,0.013127413127413,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-20T11:00:00,2025-08-20,ANV,1,0.0,1.0,0.0093203883495145,0.0093203883495145,0.0093203883495145,0.002,0.0073203883495144995
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-20T14:00:00,2025-08-20,ANV,0,1.0,1.0,-0.0128885519332827,-0.0128885519332827,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-21T14:00:00,2025-08-21,ANV,1,0.0,1.0,-0.0289452815226011,-0.0289452815226011,-0.0289452815226011,0.002,-0.0309452815226011
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-25T14:00:00,2025-08-25,ANV,0,1.0,1.0,0.056198347107438,0.056198347107438,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-27T14:00:00,2025-08-27,ANV,1,0.0,1.0,0.0034682080924854,0.0034682080924854,0.0034682080924854,0.002,0.0014682080924854
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-28T10:00:00,2025-08-28,ANV,0,1.0,1.0,0.0019025875190257,0.0019025875190257,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-29T14:00:00,2025-08-29,ANV,1,0.0,1.0,0.0148401826484019,0.0148401826484019,0.0148401826484019,0.002,0.0128401826484019
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-03T09:00:00,2025-09-03,ANV,0,1.0,1.0,-0.0071241094863142,-0.0071241094863142,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-03T14:00:00,2025-09-03,ANV,1,0.0,1.0,0.0130819545979221,0.0130819545979221,0.0130819545979221,0.002,0.0110819545979221
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-05T09:00:00,2025-09-05,ANV,0,1.0,1.0,-0.0085929108485498,-0.0085929108485498,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-10T14:00:00,2025-09-10,ANV,1,0.0,1.0,0.0052297347777363,0.0052297347777363,0.0052297347777363,0.002,0.0032297347777362996
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-11T09:00:00,2025-09-11,ANV,0,1.0,1.0,0.020066889632107,0.020066889632107,0.0,0.002,-0.002
