slice_name,source,frequency,model,horizon,confidence_threshold,regime,baseline,transaction_cost_bps,slippage_bps,row_count,gross_return,net_return,cost_adjusted_return,cost_drag,turnover,max_drawdown,profit_factor,win_rate,trade_count,average_trade_return,exposure,benchmark_comparison,status
hourly_stacking_h1_confidence_0.57,official selected confidence slice,hourly,stacking,1,0.57,,model_signal,5,5,2297,0.3754293957288519,0.2415932454643639,0.2415932454643639,-0.13383615026448803,0.0914235959947758,-0.09996305317257037,1.4149064338550645,0.6355555555555555,210,0.0022797293211348083,0.0979538528515455,0.30779974276906963,diagnostic_proxy
hourly_stacking_h1_confidence_0.57,official selected confidence slice,hourly,stacking,1,0.57,,buy_and_hold,5,5,2297,-0.06339543509737955,-0.06620649730470574,-0.06620649730470574,-0.002811062207326187,0.0021767522855899,-0.29882651158594975,0.9998409821481496,0.4262080975185024,5,-6.439082923394904e-07,1.0,0.0,diagnostic_proxy
hourly_stacking_h1_confidence_0.57,official selected confidence slice,hourly,stacking,1,0.57,,flat_no_trade,5,5,2297,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,0.0,0.06620649730470574,diagnostic_proxy
hourly_stacking_h1_confidence_0.57,official selected confidence slice,hourly,stacking,1,0.57,,always_up,5,5,2297,-0.06339543509737955,-0.06620649730470574,-0.06620649730470574,-0.002811062207326187,0.0021767522855899,-0.29882651158594975,0.9998409821481496,0.4262080975185024,5,-6.439082923394904e-07,1.0,0.0,diagnostic_proxy
hourly_stacking_h1_confidence_0.57,official selected confidence slice,hourly,stacking,1,0.57,,moving_average_signal,5,5,2297,0.27699139090045466,-0.006477573536768921,-0.006477573536768921,-0.2834689644372236,0.21506312581628212,-0.22675081374992012,0.9617169691805235,0.4236499068901304,494,6.135788772207699e-05,0.4675663909447105,0.059728923767936815,diagnostic_proxy
hourly_stacking_h1_confidence_0.57,official selected confidence slice,hourly,stacking,1,0.57,,previous_direction_signal,5,5,2297,0.10501795212904486,-0.37395020855043537,-0.37395020855043537,-0.4789681606794802,0.49281671745755334,-0.39383733903320395,0.8417143348109946,0.4177732379979571,1132,-0.00023919540997901074,0.4262080975185024,-0.30774371124572963,diagnostic_proxy
hourly_stacking_h1_confidence_0.57,official selected confidence slice,hourly,stacking,1,0.57,,model_signal,5,10,2297,0.3754293957288519,0.17961208701215248,0.17961208701215248,-0.19581730871669945,0.0914235959947758,-0.10455228076318379,1.2874855490545183,0.6311111111111111,210,0.002046395987801474,0.0979538528515455,0.24722182678746452,diagnostic_proxy
hourly_stacking_h1_confidence_0.57,official selected confidence slice,hourly,stacking,1,0.57,,buy_and_hold,5,10,2297,-0.06339543509737955,-0.06760973977531204,-0.06760973977531204,-0.00421430467793249,0.0021767522855899,-0.2991790890748487,0.9995722916854156,0.4262080975185024,5,-1.7322844351344412e-06,1.0,0.0,diagnostic_proxy
hourly_stacking_h1_confidence_0.57,official selected confidence slice,hourly,stacking,1,0.57,,flat_no_trade,5,10,2297,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,0.0,0.06760973977531204,diagnostic_proxy
hourly_stacking_h1_confidence_0.57,official selected confidence slice,hourly,stacking,1,0.57,,always_up,5,10,2297,-0.06339543509737955,-0.06760973977531204,-0.06760973977531204,-0.00421430467793249,0.0021767522855899,-0.2991790890748487,0.9995722916854156,0.4262080975185024,5,-1.7322844351344412e-06,1.0,0.0,diagnostic_proxy
