model_name,ranking_method,score_column,top_k,ranking_group_mode,return_threshold,probability_threshold,groups_covered,observations,coverage_ratio,average_actual_return,median_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_base_rate
cart,combined_rank_based,rank_based_joint_score,1,date,,,44,44,1.0,0.0019016171702946297,0.00156543519098305,0.4090909090909091,0.4090909090909091,0.2903225806451613,1.1612903225806452
cart,combined_rank_based,rank_based_joint_score,3,date,,,44,132,1.0,-0.003805818997151356,-0.0048288710427172,0.3560606060606061,0.3560606060606061,0.7580645161290323,1.010752688172043
cart,combined_rank_based,rank_based_joint_score,5,date,,,44,176,0.8,-0.004260255984723169,-0.0049875346183823,0.3522727272727273,0.3522727272727273,1.0,1.0
cart,combined_weighted_linear,combined_score,1,date,,,44,44,1.0,0.0019016171702946297,0.00156543519098305,0.4090909090909091,0.4090909090909091,0.2903225806451613,1.1612903225806452
cart,combined_weighted_linear,combined_score,3,date,,,44,132,1.0,-0.003805818997151357,-0.0048288710427172,0.3560606060606061,0.3560606060606061,0.7580645161290323,1.010752688172043
cart,combined_weighted_linear,combined_score,5,date,,,44,176,0.8,-0.004260255984723168,-0.0049875346183823,0.3522727272727273,0.3522727272727273,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.5,24,24,1.0,0.0029561834851073543,-0.0009304050752398502,0.4166666666666667,0.4166666666666667,0.8333333333333334,1.076388888888889
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.55,24,24,1.0,0.0029561834851073543,-0.0009304050752398502,0.4166666666666667,0.4166666666666667,0.8333333333333334,1.076388888888889
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.6,24,24,1.0,0.0029561834851073543,-0.0009304050752398502,0.4166666666666667,0.4166666666666667,0.8333333333333334,1.076388888888889
cart,combined_weighted_linear_gated,combined_score,1,date,0.0,0.65,24,24,1.0,0.0029561834851073543,-0.0009304050752398502,0.4166666666666667,0.4166666666666667,0.8333333333333334,1.076388888888889
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.5,24,24,1.0,0.0029561834851073543,-0.0009304050752398502,0.4166666666666667,0.4166666666666667,0.8333333333333334,1.076388888888889
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.55,24,24,1.0,0.0029561834851073543,-0.0009304050752398502,0.4166666666666667,0.4166666666666667,0.8333333333333334,1.076388888888889
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.6,24,24,1.0,0.0029561834851073543,-0.0009304050752398502,0.4166666666666667,0.4166666666666667,0.8333333333333334,1.076388888888889
cart,combined_weighted_linear_gated,combined_score,1,date,0.005,0.65,24,24,1.0,0.0029561834851073543,-0.0009304050752398502,0.4166666666666667,0.4166666666666667,0.8333333333333334,1.076388888888889
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.5,24,24,1.0,0.0029561834851073543,-0.0009304050752398502,0.4166666666666667,0.4166666666666667,0.9090909090909091,1.1363636363636365
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.55,24,24,1.0,0.0029561834851073543,-0.0009304050752398502,0.4166666666666667,0.4166666666666667,0.9090909090909091,1.1363636363636365
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.6,24,24,1.0,0.0029561834851073543,-0.0009304050752398502,0.4166666666666667,0.4166666666666667,0.9090909090909091,1.1363636363636365
cart,combined_weighted_linear_gated,combined_score,1,date,0.01,0.65,24,24,1.0,0.0029561834851073543,-0.0009304050752398502,0.4166666666666667,0.4166666666666667,0.9090909090909091,1.1363636363636365
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.5,22,22,1.0,0.005441260610629691,0.00407379639499635,0.45454545454545453,0.45454545454545453,1.0,1.1363636363636362
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.55,22,22,1.0,0.005441260610629691,0.00407379639499635,0.45454545454545453,0.45454545454545453,1.0,1.1363636363636362
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.6,22,22,1.0,0.005441260610629691,0.00407379639499635,0.45454545454545453,0.45454545454545453,1.0,1.1363636363636362
cart,combined_weighted_linear_gated,combined_score,1,date,0.02,0.65,22,22,1.0,0.005441260610629691,0.00407379639499635,0.45454545454545453,0.45454545454545453,1.0,1.1363636363636362
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.5,24,31,0.4305555555555556,0.0014950919074398063,-0.0046743533811156,0.3870967741935484,0.3870967741935484,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.55,24,31,0.4305555555555556,0.0014950919074398063,-0.0046743533811156,0.3870967741935484,0.3870967741935484,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.6,24,31,0.4305555555555556,0.0014950919074398063,-0.0046743533811156,0.3870967741935484,0.3870967741935484,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.0,0.65,24,31,0.4305555555555556,0.0014950919074398063,-0.0046743533811156,0.3870967741935484,0.3870967741935484,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.5,24,31,0.4305555555555556,0.0014950919074398063,-0.0046743533811156,0.3870967741935484,0.3870967741935484,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.55,24,31,0.4305555555555556,0.0014950919074398063,-0.0046743533811156,0.3870967741935484,0.3870967741935484,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.6,24,31,0.4305555555555556,0.0014950919074398063,-0.0046743533811156,0.3870967741935484,0.3870967741935484,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.005,0.65,24,31,0.4305555555555556,0.0014950919074398063,-0.0046743533811156,0.3870967741935484,0.3870967741935484,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.5,24,30,0.4166666666666667,0.0011349763676849688,-0.0048330169567807005,0.36666666666666664,0.36666666666666664,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.55,24,30,0.4166666666666667,0.0011349763676849688,-0.0048330169567807005,0.36666666666666664,0.36666666666666664,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.6,24,30,0.4166666666666667,0.0011349763676849688,-0.0048330169567807005,0.36666666666666664,0.36666666666666664,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.01,0.65,24,30,0.4166666666666667,0.0011349763676849688,-0.0048330169567807005,0.36666666666666664,0.36666666666666664,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.5,22,25,0.3787878787878788,0.0036998046454633083,-0.0016296423363925,0.4,0.4,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.55,22,25,0.3787878787878788,0.0036998046454633083,-0.0016296423363925,0.4,0.4,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.6,22,25,0.3787878787878788,0.0036998046454633083,-0.0016296423363925,0.4,0.4,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,3,date,0.02,0.65,22,25,0.3787878787878788,0.0036998046454633083,-0.0016296423363925,0.4,0.4,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.5,24,31,0.25833333333333336,0.0014950919074398063,-0.0046743533811156,0.3870967741935484,0.3870967741935484,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.55,24,31,0.25833333333333336,0.0014950919074398063,-0.0046743533811156,0.3870967741935484,0.3870967741935484,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.6,24,31,0.25833333333333336,0.0014950919074398063,-0.0046743533811156,0.3870967741935484,0.3870967741935484,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.0,0.65,24,31,0.25833333333333336,0.0014950919074398063,-0.0046743533811156,0.3870967741935484,0.3870967741935484,1.0,1.0
cart,combined_weighted_linear_gated,combined_score,5,date,0.005,0.5,24,31,0.25833333333333336,0.0014950919074398063,-0.0046743533811156,0.3870967741935484,0.3870967741935484,1.0,1.0
