experiment_id,regime_column,regime,horizon,mae,rmse,directional_accuracy,prediction_count,rank,is_best_horizon
EXP-FC-003,combined_regime,bear_high_vol,3,3.1230400767182953,5.379526154960469,0.3941798941798942,378,1,True
EXP-FC-003,combined_regime,bear_high_vol,5,3.8573162155863745,6.4748021883079,0.3888888888888889,378,2,False
EXP-FC-003,combined_regime,bear_high_vol,1,1.5050850615054326e+23,1.7512729882308843e+24,0.36507936507936506,378,3,False
EXP-FC-003,combined_regime,bear_low_vol,3,2.925901240131548,5.377211929487251,0.33766233766233766,693,1,True
EXP-FC-003,combined_regime,bear_low_vol,5,3.054096211983072,5.688199945856024,0.3477633477633478,693,2,False
EXP-FC-003,combined_regime,bear_low_vol,1,7.56954115887848e+69,1.6505354041743336e+71,0.34054834054834054,693,3,False
EXP-FC-003,combined_regime,bull_high_vol,3,6.024472416227016,9.766145170329962,0.36764705882352944,476,1,True
EXP-FC-003,combined_regime,bull_high_vol,5,7.9077577144087865,12.558493048600862,0.3658008658008658,462,2,False
EXP-FC-003,combined_regime,bull_high_vol,1,3.315977147151693e+52,5.9924861801197e+53,0.3739495798319328,476,3,False
EXP-FC-003,combined_regime,bull_low_vol,3,2.7023958408377964,5.394167415464191,0.37876802096985585,763,1,True
EXP-FC-003,combined_regime,bull_low_vol,5,2.819384533295397,5.590179307232647,0.37142857142857144,735,2,False
EXP-FC-003,combined_regime,bull_low_vol,1,4.1774251343307836e+83,1.1291822054755586e+85,0.37168141592920356,791,3,False
EXP-FC-003,combined_regime,sideway_high_vol,3,4.367474162133698,6.81242724443398,0.35714285714285715,476,1,True
EXP-FC-003,combined_regime,sideway_high_vol,5,6.094264199499031,10.349597198448949,0.35084033613445376,476,2,False
EXP-FC-003,combined_regime,sideway_high_vol,1,1.020139099014447e+62,1.855471729853334e+63,0.3235294117647059,476,3,False
EXP-FC-003,combined_regime,sideway_low_vol,3,2.8869668561304946,5.802942823543246,0.37010247136829416,1659,1,True
EXP-FC-003,combined_regime,sideway_low_vol,5,3.4563449009565965,7.241413696074729,0.3678724708767627,1631,2,False
EXP-FC-003,combined_regime,sideway_low_vol,1,8.529877925380928e+89,2.9139610330335344e+91,0.3462669018224574,1701,3,False
EXP-FC-003,trend_regime,bear,3,2.995479653044518,5.378028828659867,0.357609710550887,1071,1,True
EXP-FC-003,trend_regime,bear,5,3.3375856250195324,5.977655379094529,0.3622782446311858,1071,2,False
EXP-FC-003,trend_regime,bear,1,4.897938396921369e+69,1.32769012873004e+71,0.3492063492063492,1071,3,False
EXP-FC-003,trend_regime,bull,3,3.9786738472020167,7.386525299008232,0.3744955609362389,1239,1,True
EXP-FC-003,trend_regime,bull,5,4.783318041795302,8.947703922259727,0.3692564745196324,1197,2,False
EXP-FC-003,trend_regime,bull,1,2.608005746847395e+83,8.922035766237523e+84,0.372533543804262,1267,3,False
EXP-FC-003,trend_regime,sideway,3,3.2170471735344877,6.0426342318515545,0.36721311475409835,2135,1,True
EXP-FC-003,trend_regime,sideway,5,4.052286802288443,8.04923262011577,0.3640246796392976,2107,2,False
EXP-FC-003,trend_regime,sideway,1,6.664824231085419e+89,2.575767636458376e+91,0.3412953605879651,2177,3,False
EXP-FC-003,volatility_regime,high_vol,3,4.606823849849034,7.67916584275856,0.37142857142857144,1330,1,True
EXP-FC-003,volatility_regime,high_vol,5,6.088388565737119,10.30307942888877,0.3670212765957447,1316,2,False
EXP-FC-003,volatility_regime,high_vol,1,3.65102414502795e+61,1.11002305130018e+63,0.3533834586466165,1330,3,False
EXP-FC-003,volatility_regime,low_vol,3,2.8504191333197086,5.611960833759074,0.365008025682183,3115,1,True
EXP-FC-003,volatility_regime,low_vol,5,3.2121722263277532,6.541985172003114,0.3641712978097417,3059,2,False
EXP-FC-003,volatility_regime,low_vol,1,4.555518259157375e+89,2.1295173281705832e+91,0.35133437990580846,3185,3,False
