date,ticker,close,daily_return,rolling_return,realized_volatility,trend_regime,volatility_regime,combined_regime,regime_window,regime_policy_id,diagnostics
2023-01-03,FPT,49.74,,,,insufficient_history,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 0.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 0.0}"
2023-01-04,FPT,49.74,0.0,,,insufficient_history,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 1.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 1.0}"
2023-01-05,FPT,50.12,0.0076397265782066626,,,insufficient_history,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 2.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 2.0}"
2023-01-06,FPT,49.93,-0.0037909018355944957,,,insufficient_history,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 3.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 3.0}"
2023-01-09,FPT,49.93,0.0,,,insufficient_history,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 4.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 4.0}"
2023-01-10,FPT,49.99,0.0012016823552973843,,,insufficient_history,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 5.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 5.0}"
2023-01-11,FPT,50.3,0.006201240248049578,,,insufficient_history,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 6.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 6.0}"
2023-01-12,FPT,50.18,-0.0023856858846917905,,,insufficient_history,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 7.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 7.0}"
2023-01-13,FPT,49.74,-0.008768433638899897,,,insufficient_history,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 8.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 8.0}"
2023-01-16,FPT,50.24,0.010052271813429936,,,insufficient_history,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 9.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 9.0}"
2023-01-17,FPT,50.99,0.014928343949044631,0.02513067953357486,0.006754439260043216,sideway,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 10.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 10.0}"
2023-01-18,FPT,51.86,0.017062169052755483,0.04262163248894282,0.0076799400413756205,bull,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 11.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 11.0}"
2023-01-19,FPT,52.17,0.005977632086386464,0.04885404101326936,0.007376881152437543,bull,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 12.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 12.0}"
2023-01-27,FPT,52.23,0.0011500862564690628,0.05006031363088076,0.007128326973571856,bull,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 13.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 13.0}"
2023-01-30,FPT,52.04,-0.0036377560788818375,0.046240450341777456,0.007130409436062241,bull,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 14.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 14.0}"
2023-01-31,FPT,51.92,-0.002305918524212136,0.04382790510655431,0.007027115823810357,bull,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 15.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 15.0}"
2023-02-01,FPT,50.99,-0.017912172573189555,0.02513067953357477,0.00846435049620249,sideway,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 16.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 16.0}"
2023-02-02,FPT,50.93,-0.001176701313983175,0.02392440691596315,0.00823735756448381,sideway,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 17.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 17.0}"
2023-02-03,FPT,49.81,-0.021990967995287547,0.0014073180538804182,0.009636137347929879,sideway,insufficient_history,insufficient_history,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""insufficient_history"": true, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""reason"": ""rolling_window_min_periods_not_met"", ""return_observations"": 18.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 18.0}"
2023-02-06,FPT,50.05,0.0048183095763902895,0.006232408524326748,0.009437503754843235,sideway,high_vol,sideway_high_vol,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""high_vol_threshold"": 0.008305455443999413, ""insufficient_history"": false, ""low_vol_threshold"": 0.007129784697315125, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""return_observations"": 19.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 19.0}"
2023-02-07,FPT,50.18,0.0025974025974027093,0.008845999195818617,0.009211321813077968,sideway,high_vol,sideway_high_vol,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""high_vol_threshold"": 0.00846435049620249, ""insufficient_history"": false, ""low_vol_threshold"": 0.007130409436062241, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""return_observations"": 20.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 20.0}"
2023-02-08,FPT,50.49,0.0061777600637704655,0.015078407720145154,0.00929316296071278,sideway,high_vol,sideway_high_vol,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""high_vol_threshold"": 0.008987230418015324, ""insufficient_history"": false, ""low_vol_threshold"": 0.007204350950974831, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""return_observations"": 20.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 20.0}"
2023-02-09,FPT,50.18,-0.006139829669241426,0.0011971268954513357,0.009270706592930718,sideway,high_vol,sideway_high_vol,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""high_vol_threshold"": 0.009235075725019068, ""insufficient_history"": false, ""low_vol_threshold"": 0.007278292465887422, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""return_observations"": 20.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 20.0}"
2023-02-10,FPT,50.18,0.0,0.005007009813739576,0.009227811664694089,sideway,high_vol,sideway_high_vol,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""high_vol_threshold"": 0.009232101157517752, ""insufficient_history"": false, ""low_vol_threshold"": 0.007352233980800012, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""return_observations"": 20.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 20.0}"
2023-02-13,FPT,50.18,0.0,0.005007009813739576,0.009227811664694089,sideway,high_vol,sideway_high_vol,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""high_vol_threshold"": 0.009227811664694089, ""insufficient_history"": false, ""low_vol_threshold"": 0.007437492930225159, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""return_observations"": 20.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 20.0}"
2023-02-14,FPT,50.24,0.0011956954962135669,0.005001000200040317,0.009227782262815093,sideway,high_vol,sideway_high_vol,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""high_vol_threshold"": 0.009227811664694089, ""insufficient_history"": false, ""low_vol_threshold"": 0.007528410596906582, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""return_observations"": 20.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 20.0}"
2023-02-15,FPT,50.74,0.009952229299363013,0.00874751491053708,0.009382791245875611,sideway,high_vol,sideway_high_vol,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""high_vol_threshold"": 0.009236390650341415, ""insufficient_history"": false, ""low_vol_threshold"": 0.007619328263588005, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""return_observations"": 20.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 20.0}"
2023-02-16,FPT,50.74,0.0,0.011159824631327461,0.00936074363653143,sideway,high_vol,sideway_high_vol,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""high_vol_threshold"": 0.009266417100107055, ""insufficient_history"": false, ""low_vol_threshold"": 0.007735681793686439, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""return_observations"": 20.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 20.0}"
2023-02-17,FPT,50.74,0.0,0.020104543626859848,0.00911382477230146,sideway,low_vol,sideway_low_vol,return_window=20;volatility_window=20;min_periods=10,regime_policy_v1,"{""diagnostic_only"": true, ""high_vol_threshold"": 0.009253548621636066, ""insufficient_history"": false, ""low_vol_threshold"": 0.007902907050618895, ""no_future_data"": true, ""policy_id"": ""regime_policy_v1"", ""return_observations"": 20.0, ""trend_method"": ""rolling_return_threshold"", ""volatility_method"": ""quantile_threshold"", ""volatility_observations"": 20.0}"
