experiment_id,ticker,horizon,model_name,model_type,regime_column,regime,mae,rmse,mape,directional_accuracy,prediction_count,missing_prediction_rate,error_std,small_sample_flag,regime_label_missing_count
EXP-FC-001,ACB,1,bilstm,model,trend_regime,bear,20.558892659382387,20.565200484108146,100.98511175247292,0.45454545454545453,22,0.0,0.5093167693635519,False,0
EXP-FC-001,ACB,1,bilstm,model,trend_regime,bull,21.475053266565638,21.481239290812773,100.9648641137821,0.6451612903225806,31,0.0,0.5154887654707919,False,0
EXP-FC-001,ACB,1,bilstm,model,trend_regime,sideway,20.836913288129786,20.84291324302664,100.94629444076502,0.35526315789473684,76,0.0,0.5000770733552197,False,0
EXP-FC-001,ACB,1,ets,model,trend_regime,bear,0.7748360688402397,0.8322082671932995,3.811371851415932,0.45454545454545453,22,0.0,0.34462387981912396,False,0
EXP-FC-001,ACB,1,ets,model,trend_regime,bull,0.5255764045029772,0.5836456963594736,2.4633513309516153,0.41935483870967744,31,0.0,0.5663051655217423,False,0
EXP-FC-001,ACB,1,ets,model,trend_regime,sideway,0.49553081325538717,0.6071139153168059,2.388217826952985,0.5921052631578947,76,0.0,0.4952160385421851,False,0
EXP-FC-001,ACB,1,lightgbm,model,trend_regime,bear,0.9499973098001345,0.981723716597127,4.644142238737028,0.45454545454545453,22,0.0,0.24756123909405373,False,0
EXP-FC-001,ACB,1,lightgbm,model,trend_regime,bull,1.6334262211765198,1.7159666639059623,7.621645246420231,0.6451612903225806,31,0.0,0.5257949900955255,False,0
EXP-FC-001,ACB,1,lightgbm,model,trend_regime,sideway,1.077720501070738,1.153246127979459,5.179382699822923,0.35526315789473684,76,0.0,0.4104816113682226,False,0
EXP-FC-001,ACB,1,lstm,model,trend_regime,bear,20.176023289439353,20.182044999827877,99.1052254145636,0.45454545454545453,22,0.0,0.49297525199371145,False,0
EXP-FC-001,ACB,1,lstm,model,trend_regime,bull,21.06057040072256,21.066305186173715,99.01777918658826,0.6451612903225806,31,0.0,0.49151662557648823,False,0
EXP-FC-001,ACB,1,lstm,model,trend_regime,sideway,20.460908268137196,20.46675799526256,99.12480070082252,0.35526315789473684,76,0.0,0.4893012155298002,False,0
EXP-FC-001,ACB,1,moving_average_rule,baseline,trend_regime,bear,0.22718181818181823,0.28229417280560387,1.1182947111461712,0.4090909090909091,22,0.0,0.2590074028106992,False,0
EXP-FC-001,ACB,1,moving_average_rule,baseline,trend_regime,bull,0.22767741935483882,0.3021063687917156,1.0622503727904682,0.5483870967741935,31,0.0,0.2975182118263794,False,0
EXP-FC-001,ACB,1,moving_average_rule,baseline,trend_regime,sideway,0.23955263157894718,0.3015183506678717,1.1595183103790028,0.40789473684210525,76,0.0,0.29390195073901704,False,0
EXP-FC-001,ACB,1,persistence,baseline,trend_regime,bear,0.15727272727272698,0.19446897392175902,0.7744168085210309,0.09090909090909091,22,0.0,0.19291371770648869,False,0
EXP-FC-001,ACB,1,persistence,baseline,trend_regime,bull,0.1258064516129032,0.17559116738753175,0.5892346942691657,0.0967741935483871,31,0.0,0.17444843955884554,False,0
EXP-FC-001,ACB,1,persistence,baseline,trend_regime,sideway,0.15368421052631578,0.22132376855257957,0.7442894846704599,0.11842105263157894,76,0.0,0.22010888768442127,False,0
EXP-FC-001,ACB,1,sarimax,model,trend_regime,bear,2.384405465046721e+71,9.263606980741212e+71,1.1518654969083492e+72,0.45454545454545453,22,0.0,8.95148171376631e+71,False,0
EXP-FC-001,ACB,1,sarimax,model,trend_regime,bull,1.0659171875018225e+85,5.703893662910914e+85,5.073379703660012e+85,0.6451612903225806,31,0.0,5.603411770268493e+85,False,0
EXP-FC-001,ACB,1,sarimax,model,trend_regime,sideway,1.909121361983284e+91,1.3785708800652946e+92,8.879521944227305e+91,0.35526315789473684,76,0.0,1.3652875988655983e+92,False,0
EXP-FC-001,ACB,1,xgboost,model,trend_regime,bear,1.0369240535389321,1.0675262586581644,5.0698948257943295,0.45454545454545453,22,0.0,0.25377316666087474,False,0
EXP-FC-001,ACB,1,xgboost,model,trend_regime,bull,1.7269437506891105,1.8059353133269704,8.061282225191606,0.6451612903225806,31,0.0,0.528268528191119,False,0
EXP-FC-001,ACB,1,xgboost,model,trend_regime,sideway,1.1716718422739147,1.2408849913116888,5.634398952034586,0.35526315789473684,76,0.0,0.4086326659544737,False,0
EXP-FC-001,ACB,1,zero_return,baseline,trend_regime,bear,0.15727272727272698,0.19446897392175902,0.7744168085210309,0.09090909090909091,22,0.0,0.19291371770648869,False,0
EXP-FC-001,ACB,1,zero_return,baseline,trend_regime,bull,0.1258064516129032,0.17559116738753175,0.5892346942691657,0.0967741935483871,31,0.0,0.17444843955884554,False,0
EXP-FC-001,ACB,1,zero_return,baseline,trend_regime,sideway,0.15368421052631578,0.22132376855257957,0.7442894846704599,0.11842105263157894,76,0.0,0.22010888768442127,False,0
EXP-FC-001,DGC,1,bilstm,model,trend_regime,bear,103.46976527673355,103.56537058380555,100.13695806796343,0.5294117647058824,34,0.0,4.449006376556033,False,0
EXP-FC-001,DGC,1,bilstm,model,trend_regime,bull,110.2240080526874,110.29686343171778,100.15633625094537,0.40540540540540543,37,0.0,4.008257935326832,False,0
EXP-FC-001,DGC,1,bilstm,model,trend_regime,sideway,106.95265711554167,107.03242767744429,100.16630829268291,0.5,58,0.0,4.1315506111773,False,0
EXP-FC-001,DGC,1,ets,model,trend_regime,bear,17.338667250576112,18.548387626639144,16.98769414818354,0.47058823529411764,34,0.0,6.588877106295088,False,0
