experiment_id,scope,ticker,regime_column,regime,horizon,mae,rmse,directional_accuracy,prediction_count,missing_prediction_rate,small_sample_flag
EXP-FC-003,ticker,ACB,trend_regime,bear,1,3.406293521495316e+70,3.5013143306404506e+71,0.34415584415584416,154,0.0,False
EXP-FC-003,ticker,ACB,trend_regime,bear,3,0.6035027386773468,0.7606819786692778,0.37662337662337664,154,0.0,False
EXP-FC-003,ticker,ACB,trend_regime,bear,5,0.6726597256891039,0.8169697967154045,0.36363636363636365,154,0.0,False
EXP-FC-003,ticker,ACB,trend_regime,bull,1,1.522738839288318e+84,2.1558691624027944e+85,0.4423963133640553,217,0.0,False
EXP-FC-003,ticker,ACB,trend_regime,bull,3,0.7086888545757615,1.0172366327446716,0.4055299539170507,217,0.0,False
EXP-FC-003,ticker,ACB,trend_regime,bull,5,0.7589611700425413,1.035369680659975,0.39631336405529954,217,0.0,False
EXP-FC-003,ticker,ACB,trend_regime,sideway,1,2.7273162314046913e+90,5.210508161897456e+91,0.32894736842105265,532,0.0,False
EXP-FC-003,ticker,ACB,trend_regime,sideway,3,0.6157188609480015,0.801558273220505,0.37065637065637064,518,0.0,False
EXP-FC-003,ticker,ACB,trend_regime,sideway,5,0.6556668339454287,0.8425060880409093,0.35714285714285715,504,0.0,False
EXP-FC-003,ticker,DGC,trend_regime,bear,1,4.837017138819354,7.776960413567438,0.36554621848739494,238,0.0,False
EXP-FC-003,ticker,DGC,trend_regime,bear,3,5.956614939758745,9.180568570726711,0.39915966386554624,238,0.0,False
EXP-FC-003,ticker,DGC,trend_regime,bear,5,6.389457009556501,9.565814719674313,0.4117647058823529,238,0.0,False
EXP-FC-003,ticker,DGC,trend_regime,bull,1,4.79996170981104,7.77093195186167,0.3436293436293436,259,0.0,False
EXP-FC-003,ticker,DGC,trend_regime,bull,3,5.200212896875635,8.623321568781314,0.3551020408163265,245,0.0,False
EXP-FC-003,ticker,DGC,trend_regime,bull,5,5.480005652306542,8.98671106410306,0.3852813852813853,231,0.0,False
EXP-FC-003,ticker,DGC,trend_regime,sideway,1,4.987445707190554,8.546740342656514,0.33497536945812806,406,0.0,False
EXP-FC-003,ticker,DGC,trend_regime,sideway,3,5.802136365283226,9.71685017676758,0.35714285714285715,406,0.0,False
EXP-FC-003,ticker,DGC,trend_regime,sideway,5,6.068181057697465,9.946774691146654,0.3793103448275862,406,0.0,False
EXP-FC-003,ticker,FPT,trend_regime,bear,1,4432894488243414.0,4.542365157125257e+16,0.3523809523809524,105,0.0,False
EXP-FC-003,ticker,FPT,trend_regime,bear,3,5.131966942509794,6.27727633602234,0.3142857142857143,105,0.0,False
EXP-FC-003,ticker,FPT,trend_regime,bear,5,7.065149122141553,9.413432907129208,0.34285714285714286,105,0.0,False
EXP-FC-003,ticker,FPT,trend_regime,bull,1,3.515405441620086e+22,3.071223452120842e+23,0.34173669467787116,357,0.0,False
EXP-FC-003,ticker,FPT,trend_regime,bull,3,7.323932278721213,11.192582332154794,0.37317784256559766,343,0.0,False
EXP-FC-003,ticker,FPT,trend_regime,bull,5,10.018779849524988,14.703402122199297,0.3556231003039514,329,0.0,False
EXP-FC-003,ticker,FPT,trend_regime,sideway,1,2.0190399442111252e+18,1.9613825713194918e+19,0.3378684807256236,441,0.0,False
EXP-FC-003,ticker,FPT,trend_regime,sideway,3,6.3839273030518715,8.565033672156662,0.3673469387755102,441,0.0,False
EXP-FC-003,ticker,FPT,trend_regime,sideway,5,9.760952058694825,14.184942266279304,0.36507936507936506,441,0.0,False
EXP-FC-003,ticker,HPG,trend_regime,bear,1,0.6689653012679753,1.1852674593825996,0.3609022556390977,266,0.0,False
EXP-FC-003,ticker,HPG,trend_regime,bear,3,0.7828655774451511,1.3551533787507726,0.31954887218045114,266,0.0,False
EXP-FC-003,ticker,HPG,trend_regime,bear,5,0.8194711658149564,1.32942465877068,0.3233082706766917,266,0.0,False
EXP-FC-003,ticker,HPG,trend_regime,bull,1,0.7330258450733317,1.3182030605227604,0.39880952380952384,168,0.0,False
EXP-FC-003,ticker,HPG,trend_regime,bull,3,0.8817683803224182,1.501967425856978,0.35714285714285715,168,0.0,False
EXP-FC-003,ticker,HPG,trend_regime,bull,5,0.8840464032691508,1.4237582450222486,0.35403726708074534,161,0.0,False
EXP-FC-003,ticker,HPG,trend_regime,sideway,1,0.7106340607067597,1.3113091474805425,0.34754797441364604,469,0.0,False
EXP-FC-003,ticker,HPG,trend_regime,sideway,3,0.8561652888720074,1.4555967893985557,0.36923076923076925,455,0.0,False
EXP-FC-003,ticker,HPG,trend_regime,sideway,5,0.9170028556541471,1.4457381018717907,0.36607142857142855,448,0.0,False
EXP-FC-003,ticker,MWG,trend_regime,bear,1,1.9488895751922836e+23,1.9420794530186263e+24,0.32792207792207795,308,0.0,False
EXP-FC-003,ticker,MWG,trend_regime,bear,3,3.085864150739764,4.487493794703696,0.36363636363636365,308,0.0,False
EXP-FC-003,ticker,MWG,trend_regime,bear,5,3.2157592546548965,4.633998783258675,0.36363636363636365,308,0.0,False
EXP-FC-003,ticker,MWG,trend_regime,bull,1,2.584094713101981e+25,2.9428096193528544e+26,0.3684210526315789,266,0.0,False
EXP-FC-003,ticker,MWG,trend_regime,bull,3,3.1635090075574634,4.673425705129503,0.37969924812030076,266,0.0,False
EXP-FC-003,ticker,MWG,trend_regime,bull,5,3.3071265445053224,4.60493808359592,0.3590733590733591,259,0.0,False
EXP-FC-003,ticker,MWG,trend_regime,sideway,1,1.3355952899655036e+26,1.35949847389664e+27,0.364741641337386,329,0.0,False
EXP-FC-003,ticker,MWG,trend_regime,sideway,3,3.1394248702775776,4.354991184339048,0.37142857142857144,315,0.0,False
EXP-FC-003,ticker,MWG,trend_regime,sideway,5,3.3397193554240463,4.528046427478693,0.35064935064935066,308,0.0,False
EXP-FC-003,all_tickers,ALL,trend_regime,bear,1,4.897938396921369e+69,1.32769012873004e+71,0.3492063492063492,1071,0.0,False
EXP-FC-003,all_tickers,ALL,trend_regime,bear,3,2.995479653044518,5.378028828659867,0.357609710550887,1071,0.0,False
EXP-FC-003,all_tickers,ALL,trend_regime,bear,5,3.3375856250195324,5.977655379094529,0.3622782446311858,1071,0.0,False
EXP-FC-003,all_tickers,ALL,trend_regime,bull,1,2.608005746847395e+83,8.922035766237523e+84,0.372533543804262,1267,0.0,False
EXP-FC-003,all_tickers,ALL,trend_regime,bull,3,3.9786738472020167,7.386525299008232,0.3744955609362389,1239,0.0,False
EXP-FC-003,all_tickers,ALL,trend_regime,bull,5,4.783318041795302,8.947703922259727,0.3692564745196324,1197,0.0,False
EXP-FC-003,all_tickers,ALL,trend_regime,sideway,1,6.664824231085419e+89,2.575767636458376e+91,0.3412953605879651,2177,0.0,False
EXP-FC-003,all_tickers,ALL,trend_regime,sideway,3,3.2170471735344877,6.0426342318515545,0.36721311475409835,2135,0.0,False
EXP-FC-003,all_tickers,ALL,trend_regime,sideway,5,4.052286802288443,8.04923262011577,0.3640246796392976,2107,0.0,False
EXP-FC-003,ticker,ACB,volatility_regime,high_vol,1,2.312315291851035e+62,2.793496752216803e+63,0.36666666666666664,210,0.0,False
EXP-FC-003,ticker,ACB,volatility_regime,high_vol,3,0.5633405063745306,0.7850684680138527,0.4095238095238095,210,0.0,False
EXP-FC-003,ticker,ACB,volatility_regime,high_vol,5,0.6101288606956276,0.8096157626909177,0.3619047619047619,210,0.0,False
EXP-FC-003,ticker,ACB,volatility_regime,low_vol,1,2.093697785774349e+90,4.565299555590653e+91,0.3564213564213564,693,0.0,False
EXP-FC-003,ticker,ACB,volatility_regime,low_vol,3,0.6588597449656334,0.8726225505690521,0.3711340206185567,679,0.0,False
EXP-FC-003,ticker,ACB,volatility_regime,low_vol,5,0.7076890153650642,0.9139724286109023,0.3699248120300752,665,0.0,False
EXP-FC-003,ticker,DGC,volatility_regime,high_vol,1,4.301401606809661,6.688054698772182,0.3469387755102041,245,0.0,False
EXP-FC-003,ticker,DGC,volatility_regime,high_vol,3,4.762913705535223,7.328378549534944,0.40408163265306124,245,0.0,False
EXP-FC-003,ticker,DGC,volatility_regime,high_vol,5,5.278794019299152,7.696344203702646,0.42448979591836733,245,0.0,False
EXP-FC-003,ticker,DGC,volatility_regime,low_vol,1,5.114680433633835,8.605942452979725,0.34498480243161095,658,0.0,False
EXP-FC-003,ticker,DGC,volatility_regime,low_vol,3,6.0255900960341195,9.926245304252262,0.35403726708074534,644,0.0,False
EXP-FC-003,ticker,DGC,volatility_regime,low_vol,5,6.280871505800218,10.242351477287158,0.3761904761904762,630,0.0,False
EXP-FC-003,ticker,FPT,volatility_regime,high_vol,1,8.00325690870034e+21,9.492118593221326e+22,0.35106382978723405,658,0.0,False
EXP-FC-003,ticker,FPT,volatility_regime,high_vol,3,6.696319842901037,9.738993054355845,0.3586626139817629,658,0.0,False
EXP-FC-003,ticker,FPT,volatility_regime,high_vol,5,9.502520851606763,13.758528969286756,0.35714285714285715,644,0.0,False
EXP-FC-003,ticker,FPT,volatility_regime,low_vol,1,2.9733654051951844e+22,3.365194938504734e+23,0.3142857142857143,245,0.0,False
EXP-FC-003,ticker,FPT,volatility_regime,low_vol,3,6.320773959228992,8.590764762137582,0.37662337662337664,231,0.0,False
EXP-FC-003,ticker,FPT,volatility_regime,low_vol,5,9.623271245749986,14.303189287688534,0.36363636363636365,231,0.0,False
EXP-FC-003,ticker,HPG,volatility_regime,high_vol,1,0.6931064882225074,1.2198066672583379,0.375,112,0.0,False
