experiment_id,horizon,regime_column,regime,model_name,model_type,mae,rmse,mape,directional_accuracy,prediction_count,missing_prediction_rate,error_std,rank,is_best,is_baseline,best_baseline_mae,model_vs_best_baseline_mae_gap,baseline_competitive,small_sample_flag
EXP-FC-001,1,combined_regime,bear_high_vol,persistence,baseline,0.987222222222222,1.6607868505509567,1.2448773535662878,0.07407407407407407,54,0.0,1.6536072822456214,1,True,True,0.987222222222222,0.0,True,False
EXP-FC-001,1,combined_regime,bear_high_vol,zero_return,baseline,0.987222222222222,1.6607868505509567,1.2448773535662878,0.07407407407407407,54,0.0,1.6536072822456214,2,False,True,0.987222222222222,0.0,True,False
EXP-FC-001,1,combined_regime,bear_high_vol,moving_average_rule,baseline,1.6728518518518516,2.585158079556508,2.0492870548696507,0.5370370370370371,54,0.0,2.5716693251601805,3,False,True,0.987222222222222,0.6856296296296296,True,False
EXP-FC-001,1,combined_regime,bear_high_vol,lightgbm,model,2.8099696813900095,3.933831618285426,3.6629876533332215,0.5185185185185185,54,0.0,2.95810625798451,4,False,False,0.987222222222222,1.8227474591677875,False,False
EXP-FC-001,1,combined_regime,bear_high_vol,xgboost,model,3.7188471490365496,5.010095215203942,4.640387425541412,0.48148148148148145,54,0.0,3.505040778551127,5,False,False,0.987222222222222,2.7316249268143276,False,False
EXP-FC-001,1,combined_regime,bear_high_vol,ets,model,8.311814445630642,10.661625381091552,12.185991964434576,0.4444444444444444,54,0.0,6.677124859409276,6,False,False,0.987222222222222,7.32459222340842,False,False
EXP-FC-001,1,combined_regime,bear_high_vol,lstm,model,66.95378361290253,77.4463414551924,99.55635620660503,0.48148148148148145,54,0.0,38.92462799707762,7,False,False,0.987222222222222,65.96656139068031,False,False
EXP-FC-001,1,combined_regime,bear_high_vol,bilstm,model,67.286366718784,77.7542211299262,100.32571420586945,0.48148148148148145,54,0.0,38.96490417422815,8,False,False,0.987222222222222,66.29914449656178,False,False
EXP-FC-001,1,combined_regime,bear_high_vol,sarimax,model,1.0535595430538027e+24,4.633432804643866e+24,1.9780142610760976e+24,0.42592592592592593,54,0.0,4.5847121037096414e+24,9,False,False,0.987222222222222,1.0535595430538027e+24,False,False
EXP-FC-001,1,combined_regime,bear_low_vol,persistence,baseline,0.7927272727272731,1.3671883704903431,1.298153696687204,0.050505050505050504,99,0.0,1.366597174728426,1,True,True,0.7927272727272731,0.0,True,False
EXP-FC-001,1,combined_regime,bear_low_vol,zero_return,baseline,0.7927272727272731,1.3671883704903431,1.298153696687204,0.050505050505050504,99,0.0,1.366597174728426,2,False,True,0.7927272727272731,0.0,True,False
