experiment_id,ticker,horizon,model_name,model_type,sample_size,mean_error,median_error,error_std,min_error,max_error,mean_absolute_error,median_absolute_error,absolute_error_std,notes
EXP-FC-001,ACB,1,bilstm,model,129,-20.942850385021796,-20.948966312408448,0.5960269164762794,-22.140797503590584,-19.55402522265911,20.942850385021796,20.948966312408448,0.5960269164762794,computed_from_predictions
EXP-FC-001,ACB,1,ets,model,129,0.30216564627622855,0.35906098155907884,0.5708070833035325,-0.9331907237743522,1.3558447765736297,0.5503845260580388,0.5269626853395764,0.3379373871220596,computed_from_predictions
EXP-FC-001,ACB,1,lightgbm,model,129,-1.1894799360732646,-1.1217674514302303,0.4905695196256251,-2.2917674514302284,-0.08566989850083928,1.1894799360732646,1.1217674514302303,0.4905695196256251,computed_from_predictions
EXP-FC-001,ACB,1,lstm,model,129,-20.556428086577462,-20.572626040577887,0.5759207081014905,-21.726121031045913,-19.15095465362072,20.556428086577462,20.572626040577887,0.5759207081014905,computed_from_predictions
EXP-FC-001,ACB,1,moving_average_rule,baseline,129,-0.03313178294573515,-0.019999999999999574,0.29662576270171065,-0.9579999999999984,0.7980000000000054,0.23458914728682162,0.19399999999999906,0.1845331680613997,computed_from_predictions
EXP-FC-001,ACB,1,persistence,baseline,129,-0.013023255813953485,0.0,0.20627220914453961,-0.7100000000000009,0.6300000000000026,0.14759689922480615,0.11999999999999744,0.14468235827697443,computed_from_predictions
EXP-FC-001,ACB,1,sarimax,model,129,-1.1247539267764528e+91,-2.2282272635848096e+46,1.0521400889832516e+92,-1.1807972554360315e+93,-0.6380537191853506,1.1247539267764528e+91,2.2282272635848096e+46,1.0521400889832516e+92,computed_from_predictions
EXP-FC-001,ACB,1,xgboost,model,129,-1.28212903458943,-1.2166211700439504,0.49133680558787046,-2.3866211700439486,-0.09862030029296776,1.28212903458943,1.2166211700439504,0.49133680558787046,computed_from_predictions
EXP-FC-001,ACB,1,zero_return,baseline,129,-0.013023255813953485,0.0,0.20627220914453961,-0.7100000000000009,0.6300000000000026,0.14759689922480615,0.11999999999999744,0.14468235827697443,computed_from_predictions
EXP-FC-001,DGC,1,bilstm,model,129,-106.97298007798288,-106.0860127812624,4.8750461240601135,-119.52455276191235,-94.44956039577723,106.97298007798288,106.0860127812624,4.8750461240601135,computed_from_predictions
EXP-FC-001,DGC,1,ets,model,129,17.692386051974143,18.692139188716354,7.931243958235839,-4.586762105967679,29.119100564897067,18.103926876247698,18.692139188716354,6.940676234821641,computed_from_predictions
EXP-FC-001,DGC,1,lightgbm,model,129,-5.095337685422042,-5.257661066063363,2.533746942253862,-11.35199328419094,4.1251633347506385,5.222722208586444,5.257661066063363,2.259538100541962,computed_from_predictions
EXP-FC-001,DGC,1,lstm,model,129,-106.67711668310471,-105.76784481912851,4.853545781597284,-119.17407500684261,-94.2031178021431,106.67711668310471,105.76784481912851,4.853545781597284,computed_from_predictions
EXP-FC-001,DGC,1,moving_average_rule,baseline,129,0.0662480620155037,-0.19200000000000728,2.5770512685607976,-5.53400000000002,12.213999999999999,1.7878914728682174,1.2160000000000082,1.857155386002136,computed_from_predictions
EXP-FC-001,DGC,1,persistence,baseline,129,0.016124031007752036,0.0,1.6216215016747368,-4.980000000000004,6.810000000000002,1.0748837209302324,0.75,1.2143069074780666,computed_from_predictions
EXP-FC-001,DGC,1,sarimax,model,129,0.17869879860194007,0.11491398619172344,1.6723645729506857,-4.804424671232823,7.108055207238166,1.11098866284873,0.7893493308519908,1.262711652161291,computed_from_predictions
EXP-FC-001,DGC,1,xgboost,model,129,-5.799171693787096,-5.947087402343769,2.460751070619957,-12.049271240234376,3.7513497924804824,5.882867050762326,5.947087402343769,2.25334494222117,computed_from_predictions
EXP-FC-001,DGC,1,zero_return,baseline,129,0.016124031007752036,0.0,1.6216215016747368,-4.980000000000004,6.810000000000002,1.0748837209302324,0.75,1.2143069074780666,computed_from_predictions
EXP-FC-001,FPT,1,bilstm,model,129,-115.18496985410536,-113.90464080810547,6.455533911260991,-130.36626108467578,-100.66386022627354,115.18496985410536,113.90464080810547,6.455533911260991,computed_from_predictions
EXP-FC-001,FPT,1,ets,model,129,4.467894028093077,4.595953673655941,4.250010451340892,-8.515111287730974,14.746796006801645,5.202339916932737,4.792352577404685,3.310638197004449,computed_from_predictions
EXP-FC-001,FPT,1,lightgbm,model,129,-15.380493903509715,-14.087750830731522,6.465207927197561,-30.577750830731517,-0.7949230774487859,15.380493903509715,14.087750830731522,6.465207927197561,computed_from_predictions
EXP-FC-001,FPT,1,lstm,model,129,-114.71996990239435,-113.44086190998554,6.45315924620678,-129.89815924048423,-100.17340726613999,114.71996990239435,113.44086190998554,6.45315924620678,computed_from_predictions
EXP-FC-001,FPT,1,moving_average_rule,baseline,129,-0.4236589147286823,-0.36199999999999477,2.493622104788593,-6.832000000000008,6.875999999999991,1.8955968992248058,1.288000000000011,1.6746195010117015,computed_from_predictions
EXP-FC-001,FPT,1,persistence,baseline,129,-0.16395348837209295,-0.25,1.5859066409488485,-5.340000000000003,3.8900000000000006,1.2013178294573645,0.8500000000000085,1.0482442906035236,computed_from_predictions
EXP-FC-001,FPT,1,sarimax,model,129,-9.729370766397694e+22,-3767814369146.29,5.0156803647922895e+23,-4.420903123375356e+24,-2.186311101975363,9.729370766397694e+22,3767814369146.29,5.0156803647922895e+23,computed_from_predictions
EXP-FC-001,FPT,1,xgboost,model,129,-15.443955527608708,-13.921150817871094,6.191409023762015,-30.41115081787109,-3.196843872070332,15.443955527608708,13.921150817871094,6.191409023762015,computed_from_predictions
EXP-FC-001,FPT,1,zero_return,baseline,129,-0.16395348837209295,-0.25,1.5859066409488485,-5.340000000000003,3.8900000000000006,1.2013178294573645,0.8500000000000085,1.0482442906035236,computed_from_predictions
EXP-FC-001,HPG,1,bilstm,model,129,-22.394596629727832,-22.41864161849022,0.8647632572812016,-24.36005446135998,-20.823992467522622,22.394596629727832,22.41864161849022,0.8647632572812016,computed_from_predictions
EXP-FC-001,HPG,1,ets,model,129,2.9388589957276245,3.31526998546045,1.3225275342182161,-0.40310386649080954,4.806604247821966,2.9722716445633193,3.31526998546045,1.2456213495518444,computed_from_predictions
EXP-FC-001,HPG,1,lightgbm,model,129,-0.4848546344983817,-0.4848129736578599,0.28087710862069015,-1.23481297365786,0.35518702634213994,0.4944823994842856,0.4848129736578599,0.26355857668067206,computed_from_predictions
EXP-FC-001,HPG,1,lstm,model,129,-22.119608241114044,-22.136220514774323,0.836063170916116,-24.04119793891907,-20.627339712381364,22.119608241114044,22.136220514774323,0.836063170916116,computed_from_predictions
EXP-FC-001,HPG,1,moving_average_rule,baseline,129,0.033612403100775075,0.003999999999997783,0.37389233433653124,-0.9179999999999993,1.2059999999999995,0.29981395348837203,0.26000000000000156,0.22591340069040108,computed_from_predictions
EXP-FC-001,HPG,1,persistence,baseline,129,0.010930232558139536,0.03999999999999915,0.26428033583242216,-0.9600000000000009,1.0899999999999999,0.20348837209302323,0.1700000000000017,0.16898534940758678,computed_from_predictions
EXP-FC-001,HPG,1,sarimax,model,129,0.03568816929463494,0.05991285455225537,0.2664716851907961,-0.8893407697471254,1.1078530281881456,0.20773007907321026,0.1662458942376297,0.17067225516838716,computed_from_predictions
EXP-FC-001,HPG,1,xgboost,model,129,-0.5307360189275224,-0.5414677429199166,0.2769632045945426,-1.3602418518066415,0.29966629028320213,0.5364033697557081,0.5414677429199166,0.2658209235576369,computed_from_predictions
EXP-FC-001,HPG,1,zero_return,baseline,129,0.010930232558139536,0.03999999999999915,0.26428033583242216,-0.9600000000000009,1.0899999999999999,0.20348837209302323,0.1700000000000017,0.16898534940758678,computed_from_predictions
EXP-FC-001,MWG,1,bilstm,model,129,-63.713429214691004,-64.51783872067928,3.2305535188891645,-69.25238170683384,-56.23631367623806,63.713429214691004,64.51783872067928,3.2305535188891645,computed_from_predictions
EXP-FC-001,MWG,1,ets,model,129,5.398452736178683,4.856004902151852,4.847609326867961,-1.7928807225322458,15.056629757734761,5.65196560246961,4.856004902151852,4.549493703610623,computed_from_predictions
EXP-FC-001,MWG,1,lightgbm,model,129,-5.801732762067519,-6.405830187883467,2.959211255125209,-11.274524275150398,0.44071125379716136,5.812056066481835,6.405830187883467,2.938883899540608,computed_from_predictions
EXP-FC-001,MWG,1,lstm,model,129,-63.279453083972136,-64.04750381827354,3.202566154731677,-68.78652890980244,-55.81578966021538,63.279453083972136,64.04750381827354,3.202566154731677,computed_from_predictions
EXP-FC-001,MWG,1,moving_average_rule,baseline,129,0.052961240310077415,0.11800000000000921,1.3477079273390125,-3.700000000000003,4.060000000000002,1.0430387596899229,0.789999999999992,0.8550974775849277,computed_from_predictions
