experiment_id,horizon,metric_name,model_name,model_type,mean_metric_value,sample_size,context_count,rank_within_horizon,metric_direction,best_baseline_value,model_vs_best_baseline_gap
EXP-FC-001,1,directional_accuracy,ets,model,0.4837209302325582,645,5,1,higher,0.44341085271317826,0.04031007751937993
EXP-FC-001,1,directional_accuracy,lightgbm,model,0.4775193798449612,645,5,2,higher,0.44341085271317826,0.03410852713178292
EXP-FC-001,1,directional_accuracy,bilstm,model,0.47441860465116276,645,5,3,higher,0.44341085271317826,0.031007751937984496
EXP-FC-001,1,directional_accuracy,lstm,model,0.47441860465116276,645,5,4,higher,0.44341085271317826,0.031007751937984496
EXP-FC-001,1,directional_accuracy,xgboost,model,0.47441860465116276,645,5,5,higher,0.44341085271317826,0.031007751937984496
EXP-FC-001,1,directional_accuracy,moving_average_rule,baseline,0.44341085271317826,645,5,6,higher,0.44341085271317826,0.0
EXP-FC-001,1,directional_accuracy,sarimax,model,0.4387596899224806,645,5,7,higher,0.44341085271317826,-0.0046511627906976605
EXP-FC-001,1,directional_accuracy,persistence,baseline,0.0728682170542635,645,5,8,higher,0.44341085271317826,-0.37054263565891477
EXP-FC-001,1,directional_accuracy,zero_return,baseline,0.0728682170542635,645,5,9,higher,0.44341085271317826,-0.37054263565891477
EXP-FC-001,1,mae,persistence,baseline,0.6532403100775193,645,5,1,lower,0.6532403100775193,0.0
EXP-FC-001,1,mae,zero_return,baseline,0.6532403100775193,645,5,2,lower,0.6532403100775193,0.0
EXP-FC-001,1,mae,moving_average_rule,baseline,1.0521860465116277,645,5,3,lower,0.6532403100775193,0.39894573643410847
EXP-FC-001,1,mae,lightgbm,model,5.619846902827106,645,5,4,lower,0.6532403100775193,4.966606592749587
EXP-FC-001,1,mae,xgboost,model,5.855268431316051,645,5,5,lower,0.6532403100775193,5.2020281212385315
EXP-FC-001,1,mae,ets,model,6.496177713254281,645,5,6,lower,0.6532403100775193,5.842937403176761
EXP-FC-001,1,mae,lstm,model,65.47051519943254,645,5,7,lower,0.6532403100775193,64.81727488935502
EXP-FC-001,1,mae,bilstm,model,65.84176523230579,645,5,8,lower,0.6532403100775193,65.18852492222827
EXP-FC-001,1,mae,sarimax,model,2.2495078535529055e+90,645,5,9,lower,0.6532403100775193,2.2495078535529055e+90
EXP-FC-001,1,mape,persistence,baseline,0.9441899375022771,645,5,1,lower,0.9441899375022771,0.0
EXP-FC-001,1,mape,zero_return,baseline,0.9441899375022771,645,5,2,lower,0.9441899375022771,0.0
EXP-FC-001,1,mape,moving_average_rule,baseline,1.4992316056908985,645,5,3,lower,0.9441899375022771,0.5550416681886214
EXP-FC-001,1,mape,lightgbm,model,6.949793443463294,645,5,4,lower,0.9441899375022771,6.005603505961017
EXP-FC-001,1,mape,xgboost,model,7.317216178562821,645,5,5,lower,0.9441899375022771,6.373026241060543
EXP-FC-001,1,mape,ets,model,9.439600828986267,645,5,6,lower,0.9441899375022771,8.49541089148399
EXP-FC-001,1,mape,lstm,model,99.56315656631389,645,5,7,lower,0.9441899375022771,98.61896662881162
EXP-FC-001,1,mape,bilstm,model,100.4550659353774,645,5,8,lower,0.9441899375022771,99.51087599787513
EXP-FC-001,1,mape,sarimax,model,1.0462694961799166e+91,645,5,9,lower,0.9441899375022771,1.0462694961799166e+91
EXP-FC-001,1,missing_prediction_rate,bilstm,model,0.0,645,5,1,lower,0.0,0.0
EXP-FC-001,1,missing_prediction_rate,ets,model,0.0,645,5,2,lower,0.0,0.0
EXP-FC-001,1,missing_prediction_rate,lightgbm,model,0.0,645,5,3,lower,0.0,0.0
EXP-FC-001,1,missing_prediction_rate,lstm,model,0.0,645,5,4,lower,0.0,0.0
EXP-FC-001,1,missing_prediction_rate,moving_average_rule,baseline,0.0,645,5,5,lower,0.0,0.0
EXP-FC-001,1,missing_prediction_rate,persistence,baseline,0.0,645,5,6,lower,0.0,0.0
EXP-FC-001,1,missing_prediction_rate,sarimax,model,0.0,645,5,7,lower,0.0,0.0
EXP-FC-001,1,missing_prediction_rate,xgboost,model,0.0,645,5,8,lower,0.0,0.0
EXP-FC-001,1,missing_prediction_rate,zero_return,baseline,0.0,645,5,9,lower,0.0,0.0
EXP-FC-001,1,rmse,persistence,baseline,0.9162421276236167,645,5,1,lower,0.9162421276236167,0.0
EXP-FC-001,1,rmse,zero_return,baseline,0.9162421276236167,645,5,2,lower,0.9162421276236167,0.0
EXP-FC-001,1,rmse,moving_average_rule,baseline,1.425975313630508,645,5,3,lower,0.9162421276236167,0.5097331860068913
EXP-FC-001,1,rmse,lightgbm,model,6.146893980487432,645,5,4,lower,0.9162421276236167,5.230651852863815
EXP-FC-001,1,rmse,xgboost,model,6.337455716520394,645,5,5,lower,0.9162421276236167,5.421213588896777
EXP-FC-001,1,rmse,ets,model,7.335861131492662,645,5,6,lower,0.9162421276236167,6.419619003869045
EXP-FC-001,1,rmse,lstm,model,65.54982745048983,645,5,7,lower,0.9162421276236167,64.63358532286621
EXP-FC-001,1,rmse,bilstm,model,65.9215260132597,645,5,8,lower,0.9162421276236167,65.00528388563608
EXP-FC-001,1,rmse,sarimax,model,2.1162698134251936e+91,645,5,9,lower,0.9162421276236167,2.1162698134251936e+91
EXP-FC-002,1,directional_accuracy,ets,model,0.4837209302325582,645,5,1,higher,0.0728682170542635,0.4108527131782947
EXP-FC-002,1,directional_accuracy,stacking,model,0.47906976744186053,645,5,2,higher,0.0728682170542635,0.40620155038759703
EXP-FC-002,1,directional_accuracy,lightgbm,model,0.4775193798449612,645,5,3,higher,0.0728682170542635,0.4046511627906977
EXP-FC-002,1,directional_accuracy,xgboost,model,0.47441860465116276,645,5,4,higher,0.0728682170542635,0.40155038759689926
EXP-FC-002,1,directional_accuracy,sarimax,model,0.4387596899224806,645,5,5,higher,0.0728682170542635,0.3658914728682171
EXP-FC-002,1,directional_accuracy,persistence,baseline,0.0728682170542635,645,5,6,higher,0.0728682170542635,0.0
EXP-FC-002,1,directional_accuracy,zero_return,baseline,0.0728682170542635,645,5,7,higher,0.0728682170542635,0.0
EXP-FC-002,1,mae,persistence,baseline,0.6532403100775193,645,5,1,lower,0.6532403100775193,0.0
EXP-FC-002,1,mae,zero_return,baseline,0.6532403100775193,645,5,2,lower,0.6532403100775193,0.0
EXP-FC-002,1,mae,lightgbm,model,5.619846902827106,645,5,3,lower,0.6532403100775193,4.966606592749587
EXP-FC-002,1,mae,xgboost,model,5.855268431316051,645,5,4,lower,0.6532403100775193,5.2020281212385315
EXP-FC-002,1,mae,ets,model,6.496177713254281,645,5,5,lower,0.6532403100775193,5.842937403176761
EXP-FC-002,1,mae,stacking,model,9.67889172472195e+54,645,5,6,lower,0.6532403100775193,9.67889172472195e+54
EXP-FC-002,1,mae,sarimax,model,2.2495078535529055e+90,645,5,7,lower,0.6532403100775193,2.2495078535529055e+90
EXP-FC-002,1,mape,persistence,baseline,0.9441899375022771,645,5,1,lower,0.9441899375022771,0.0
EXP-FC-002,1,mape,zero_return,baseline,0.9441899375022771,645,5,2,lower,0.9441899375022771,0.0
EXP-FC-002,1,mape,lightgbm,model,6.949793443463294,645,5,3,lower,0.9441899375022771,6.005603505961017
EXP-FC-002,1,mape,xgboost,model,7.317216178562821,645,5,4,lower,0.9441899375022771,6.373026241060543
EXP-FC-002,1,mape,ets,model,9.439600828986267,645,5,5,lower,0.9441899375022771,8.49541089148399
EXP-FC-002,1,mape,stacking,model,4.5017531956647733e+55,645,5,6,lower,0.9441899375022771,4.5017531956647733e+55
EXP-FC-002,1,mape,sarimax,model,1.0462694961799166e+91,645,5,7,lower,0.9441899375022771,1.0462694961799166e+91
EXP-FC-002,1,missing_prediction_rate,ets,model,0.0,645,5,1,lower,0.0,0.0
EXP-FC-002,1,missing_prediction_rate,lightgbm,model,0.0,645,5,2,lower,0.0,0.0
EXP-FC-002,1,missing_prediction_rate,persistence,baseline,0.0,645,5,3,lower,0.0,0.0
EXP-FC-002,1,missing_prediction_rate,sarimax,model,0.0,645,5,4,lower,0.0,0.0
EXP-FC-002,1,missing_prediction_rate,stacking,model,0.0,645,5,5,lower,0.0,0.0
EXP-FC-002,1,missing_prediction_rate,xgboost,model,0.0,645,5,6,lower,0.0,0.0
EXP-FC-002,1,missing_prediction_rate,zero_return,baseline,0.0,645,5,7,lower,0.0,0.0
EXP-FC-002,1,rmse,persistence,baseline,0.9162421276236167,645,5,1,lower,0.9162421276236167,0.0
EXP-FC-002,1,rmse,zero_return,baseline,0.9162421276236167,645,5,2,lower,0.9162421276236167,0.0
EXP-FC-002,1,rmse,lightgbm,model,6.146893980487432,645,5,3,lower,0.9162421276236167,5.230651852863815
EXP-FC-002,1,rmse,xgboost,model,6.337455716520394,645,5,4,lower,0.9162421276236167,5.421213588896777
EXP-FC-002,1,rmse,ets,model,7.335861131492662,645,5,5,lower,0.9162421276236167,6.419619003869045
EXP-FC-002,1,rmse,stacking,model,9.105612301859089e+55,645,5,6,lower,0.9162421276236167,9.105612301859089e+55
EXP-FC-002,1,rmse,sarimax,model,2.1162698134251936e+91,645,5,7,lower,0.9162421276236167,2.1162698134251936e+91
EXP-FC-003,1,directional_accuracy,ets,model,0.4837209302325582,645,5,1,higher,0.44341085271317826,0.04031007751937993
EXP-FC-003,1,directional_accuracy,lightgbm,model,0.4775193798449612,645,5,2,higher,0.44341085271317826,0.03410852713178292
EXP-FC-003,1,directional_accuracy,xgboost,model,0.47441860465116276,645,5,3,higher,0.44341085271317826,0.031007751937984496
EXP-FC-003,1,directional_accuracy,moving_average_rule,baseline,0.44341085271317826,645,5,4,higher,0.44341085271317826,0.0
EXP-FC-003,1,directional_accuracy,sarimax,model,0.4387596899224806,645,5,5,higher,0.44341085271317826,-0.0046511627906976605
EXP-FC-003,1,directional_accuracy,persistence,baseline,0.0728682170542635,645,5,6,higher,0.44341085271317826,-0.37054263565891477
EXP-FC-003,1,directional_accuracy,zero_return,baseline,0.0728682170542635,645,5,7,higher,0.44341085271317826,-0.37054263565891477
EXP-FC-003,1,mae,persistence,baseline,0.6532403100775193,645,5,1,lower,0.6532403100775193,0.0
EXP-FC-003,1,mae,zero_return,baseline,0.6532403100775193,645,5,2,lower,0.6532403100775193,0.0
EXP-FC-003,1,mae,moving_average_rule,baseline,1.0521860465116277,645,5,3,lower,0.6532403100775193,0.39894573643410847
EXP-FC-003,1,mae,lightgbm,model,5.619846902827106,645,5,4,lower,0.6532403100775193,4.966606592749587
EXP-FC-003,1,mae,xgboost,model,5.855268431316051,645,5,5,lower,0.6532403100775193,5.2020281212385315
EXP-FC-003,1,mae,ets,model,6.496177713254281,645,5,6,lower,0.6532403100775193,5.842937403176761
EXP-FC-003,1,mae,sarimax,model,2.2495078535529055e+90,645,5,7,lower,0.6532403100775193,2.2495078535529055e+90
EXP-FC-003,1,mape,persistence,baseline,0.9441899375022771,645,5,1,lower,0.9441899375022771,0.0
EXP-FC-003,1,mape,zero_return,baseline,0.9441899375022771,645,5,2,lower,0.9441899375022771,0.0
EXP-FC-003,1,mape,moving_average_rule,baseline,1.4992316056908985,645,5,3,lower,0.9441899375022771,0.5550416681886214
EXP-FC-003,1,mape,lightgbm,model,6.949793443463294,645,5,4,lower,0.9441899375022771,6.005603505961017
EXP-FC-003,1,mape,xgboost,model,7.317216178562821,645,5,5,lower,0.9441899375022771,6.373026241060543
EXP-FC-003,1,mape,ets,model,9.439600828986267,645,5,6,lower,0.9441899375022771,8.49541089148399
EXP-FC-003,1,mape,sarimax,model,1.0462694961799166e+91,645,5,7,lower,0.9441899375022771,1.0462694961799166e+91
EXP-FC-003,1,missing_prediction_rate,ets,model,0.0,645,5,1,lower,0.0,0.0
EXP-FC-003,1,missing_prediction_rate,lightgbm,model,0.0,645,5,2,lower,0.0,0.0
EXP-FC-003,1,missing_prediction_rate,moving_average_rule,baseline,0.0,645,5,3,lower,0.0,0.0
EXP-FC-003,1,missing_prediction_rate,persistence,baseline,0.0,645,5,4,lower,0.0,0.0
EXP-FC-003,1,missing_prediction_rate,sarimax,model,0.0,645,5,5,lower,0.0,0.0
EXP-FC-003,1,missing_prediction_rate,xgboost,model,0.0,645,5,6,lower,0.0,0.0
EXP-FC-003,1,missing_prediction_rate,zero_return,baseline,0.0,645,5,7,lower,0.0,0.0
EXP-FC-003,1,rmse,persistence,baseline,0.9162421276236167,645,5,1,lower,0.9162421276236167,0.0
EXP-FC-003,1,rmse,zero_return,baseline,0.9162421276236167,645,5,2,lower,0.9162421276236167,0.0
EXP-FC-003,1,rmse,moving_average_rule,baseline,1.425975313630508,645,5,3,lower,0.9162421276236167,0.5097331860068913
EXP-FC-003,1,rmse,lightgbm,model,6.146893980487432,645,5,4,lower,0.9162421276236167,5.230651852863815
EXP-FC-003,1,rmse,xgboost,model,6.337455716520394,645,5,5,lower,0.9162421276236167,5.421213588896777
EXP-FC-003,1,rmse,ets,model,7.335861131492662,645,5,6,lower,0.9162421276236167,6.419619003869045
EXP-FC-003,1,rmse,sarimax,model,2.1162698134251936e+91,645,5,7,lower,0.9162421276236167,2.1162698134251936e+91
EXP-FC-003,3,directional_accuracy,ets,model,0.5354330708661418,635,5,1,higher,0.5007874015748032,0.03464566929133861
EXP-FC-003,3,directional_accuracy,sarimax,model,0.5039370078740157,635,5,2,higher,0.5007874015748032,0.0031496062992125706
EXP-FC-003,3,directional_accuracy,moving_average_rule,baseline,0.5007874015748032,635,5,3,higher,0.5007874015748032,0.0
EXP-FC-003,3,directional_accuracy,lightgbm,model,0.4866141732283465,635,5,4,higher,0.5007874015748032,-0.014173228346456679
EXP-FC-003,3,directional_accuracy,xgboost,model,0.4818897637795276,635,5,5,higher,0.5007874015748032,-0.01889763779527559
