experiment_id,run_id,ticker,horizon,model_name,model_type,metric_group,metric_name,metric_value,sample_size,start_date,end_date,notes
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,bilstm,model,forecast,mae,20.9428503850218,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,bilstm,model,forecast,rmse,20.951330037364496,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,bilstm,model,forecast,mape,100.9573769269751,129,2024-07-01,2024-12-30,computed_on_non_zero_denominator
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,bilstm,model,forecast,directional_accuracy,0.4418604651162791,129,2024-07-01,2024-12-30,computed_from_direction_columns
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,bilstm,model,decision_diagnostic,coverage_count,129.0,129,2024-07-01,2024-12-30,non_null_prediction_count
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,bilstm,model,decision_diagnostic,prediction_count,129.0,129,2024-07-01,2024-12-30,row_count
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,bilstm,model,stability,missing_prediction_rate,0.0,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,ets,model,forecast,mae,0.5503845260580388,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,ets,model,forecast,rmse,0.645851998633601,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,ets,model,forecast,mape,2.6489816034037013,129,2024-07-01,2024-12-30,computed_on_non_zero_denominator
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,ets,model,forecast,directional_accuracy,0.5271317829457365,129,2024-07-01,2024-12-30,computed_from_direction_columns
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,ets,model,decision_diagnostic,coverage_count,129.0,129,2024-07-01,2024-12-30,non_null_prediction_count
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,ets,model,decision_diagnostic,prediction_count,129.0,129,2024-07-01,2024-12-30,row_count
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,ets,model,stability,missing_prediction_rate,0.0,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,lightgbm,model,forecast,mae,1.189479936073262,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,lightgbm,model,forecast,rmse,1.2866704985762931,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,lightgbm,model,forecast,mape,5.675001682773504,129,2024-07-01,2024-12-30,computed_on_non_zero_denominator
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,lightgbm,model,forecast,directional_accuracy,0.4418604651162791,129,2024-07-01,2024-12-30,computed_from_direction_columns
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,lightgbm,model,decision_diagnostic,coverage_count,129.0,129,2024-07-01,2024-12-30,non_null_prediction_count
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,lightgbm,model,decision_diagnostic,prediction_count,129.0,129,2024-07-01,2024-12-30,row_count
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,lightgbm,model,stability,missing_prediction_rate,0.0,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,lstm,model,forecast,mae,20.556428086577466,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,lstm,model,forecast,rmse,20.564494166904534,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,lstm,model,forecast,mape,99.09574393152828,129,2024-07-01,2024-12-30,computed_on_non_zero_denominator
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,lstm,model,forecast,directional_accuracy,0.4418604651162791,129,2024-07-01,2024-12-30,computed_from_direction_columns
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,lstm,model,decision_diagnostic,coverage_count,129.0,129,2024-07-01,2024-12-30,non_null_prediction_count
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,lstm,model,decision_diagnostic,prediction_count,129.0,129,2024-07-01,2024-12-30,row_count
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,lstm,model,stability,missing_prediction_rate,0.0,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,moving_average_rule,baseline,forecast,mae,0.2345891472868217,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,moving_average_rule,baseline,forecast,rmse,0.2984703639216713,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,moving_average_rule,baseline,forecast,mape,1.1291134634924385,129,2024-07-01,2024-12-30,computed_on_non_zero_denominator
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,moving_average_rule,baseline,forecast,directional_accuracy,0.4418604651162791,129,2024-07-01,2024-12-30,computed_from_direction_columns
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,moving_average_rule,baseline,decision_diagnostic,coverage_count,129.0,129,2024-07-01,2024-12-30,non_null_prediction_count
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,moving_average_rule,baseline,decision_diagnostic,prediction_count,129.0,129,2024-07-01,2024-12-30,row_count
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,moving_average_rule,baseline,stability,missing_prediction_rate,0.0,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,persistence,baseline,forecast,mae,0.1475968992248061,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,persistence,baseline,forecast,rmse,0.2066829200910524,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,persistence,baseline,forecast,mape,0.7121662491841998,129,2024-07-01,2024-12-30,computed_on_non_zero_denominator
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,persistence,baseline,forecast,directional_accuracy,0.1085271317829457,129,2024-07-01,2024-12-30,computed_from_direction_columns
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,persistence,baseline,decision_diagnostic,coverage_count,129.0,129,2024-07-01,2024-12-30,non_null_prediction_count
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,persistence,baseline,decision_diagnostic,prediction_count,129.0,129,2024-07-01,2024-12-30,row_count
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,persistence,baseline,stability,missing_prediction_rate,0.0,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,sarimax,model,forecast,mae,1.1247539267764527e+91,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,sarimax,model,forecast,rmse,1.0581349067125969e+92,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,sarimax,model,forecast,mape,5.2313474808995835e+91,129,2024-07-01,2024-12-30,computed_on_non_zero_denominator
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,sarimax,model,forecast,directional_accuracy,0.4418604651162791,129,2024-07-01,2024-12-30,computed_from_direction_columns
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,sarimax,model,decision_diagnostic,coverage_count,129.0,129,2024-07-01,2024-12-30,non_null_prediction_count
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,sarimax,model,decision_diagnostic,prediction_count,129.0,129,2024-07-01,2024-12-30,row_count
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,sarimax,model,stability,missing_prediction_rate,0.0,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,xgboost,model,forecast,mae,1.2821290345894276,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,xgboost,model,forecast,rmse,1.373050151255412,129,2024-07-01,2024-12-30,computed
EXP-FC-001,EXP-FC-001-20260509T042203Z-6df35711,ACB,1,xgboost,model,forecast,mape,6.121331438008078,129,2024-07-01,2024-12-30,computed_on_non_zero_denominator
