horizon,regime,model_name,signal_bucket,observations,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
5d,bear,cart,moderate_positive,0,,,,,,0.0,
5d,bear,cart,reject,35,0.011735904786036644,0.0119695321001087,0.5714285714285714,0.5428571428571428,0.5428571428571428,0.3333333333333333,0.9904761904761903
5d,bear,cart,strong_or_moderate_positive,2,-0.1041930245522189,-0.1041930245522189,0.5,0.5,0.5,0.017543859649122806,0.9122807017543859
5d,bear,cart,strong_positive,2,-0.1041930245522189,-0.1041930245522189,0.5,0.5,0.5,0.017543859649122806,0.9122807017543859
5d,bear,cart,weak_or_uncertain,67,-0.004295137047593512,0.0021186440677964,0.5522388059701493,0.5522388059701493,0.5522388059701493,0.6491228070175439,1.0075936108929038
5d,bear,lightgbm,moderate_positive,3,-0.06859623015873006,-0.0438095238095237,0.0,0.0,0.0,0.0,0.0
5d,bear,lightgbm,reject,56,0.0036513521845464017,0.0085154942896632,0.5892857142857143,0.6071428571428571,0.6071428571428571,0.5964912280701754,1.107769423558897
5d,bear,lightgbm,strong_or_moderate_positive,11,-0.005446276000295851,-0.0166666666666666,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.08771929824561403,0.8293460925039872
5d,bear,lightgbm,strong_positive,8,0.018234956809116975,0.0559672576744694,0.625,0.625,0.625,0.08771929824561403,1.1403508771929824
5d,bear,lightgbm,weak_or_uncertain,37,-0.006215412165223374,0.0056603773584904,0.5405405405405406,0.4864864864864865,0.4864864864864865,0.3157894736842105,0.8876244665718349
5d,bear,xgboost,moderate_positive,7,-0.029287802737444083,0.0209876543209877,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.07017543859649122,1.0426065162907268
5d,bear,xgboost,reject,58,0.0037489658780339857,0.0085154942896632,0.5862068965517241,0.5862068965517241,0.5862068965517241,0.5964912280701754,1.069570477918935
5d,bear,xgboost,strong_or_moderate_positive,12,-0.0008241761717480244,0.0338704505371172,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.12280701754385964,1.064327485380117
5d,bear,xgboost,strong_positive,5,0.03902490102022646,0.0794297352342159,0.6,0.6,0.6,0.05263157894736842,1.094736842105263
5d,bear,xgboost,weak_or_uncertain,34,-0.008616278548438697,-0.0007170516384685,0.5,0.47058823529411764,0.47058823529411764,0.2807017543859649,0.8586171310629515
5d,bull,cart,moderate_positive,0,,,,,,0.0,
5d,bull,cart,reject,21,0.003787178091812204,-0.0037453183520598,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.3,1.0857142857142856
5d,bull,cart,strong_or_moderate_positive,0,,,,,,0.0,
5d,bull,cart,strong_positive,0,,,,,,0.0,
5d,bull,cart,weak_or_uncertain,55,0.00715023192676574,0.0018691588785046,0.5454545454545454,0.38181818181818183,0.38181818181818183,0.7,0.9672727272727273
5d,bull,lightgbm,moderate_positive,1,0.0465116279069768,0.0465116279069768,1.0,1.0,1.0,0.03333333333333333,2.533333333333333
5d,bull,lightgbm,reject,47,0.0049581826372717625,0.0,0.46808510638297873,0.3617021276595745,0.3617021276595745,0.5666666666666667,0.9163120567375886
5d,bull,lightgbm,strong_or_moderate_positive,9,0.01903605382215714,0.0219780219780219,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.2,1.6888888888888887
5d,bull,lightgbm,strong_positive,8,0.015601607061554687,0.01795495526145685,0.75,0.625,0.625,0.16666666666666666,1.5833333333333333
5d,bull,lightgbm,weak_or_uncertain,20,0.0034217213774492446,-0.00093109220253875,0.5,0.35,0.35,0.23333333333333334,0.8866666666666666
5d,bull,xgboost,moderate_positive,3,-0.013502168704778402,0.0219780219780219,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.06666666666666667,1.6888888888888887
5d,bull,xgboost,reject,50,-7.066497061461979e-05,-0.00727625088090195,0.38,0.28,0.28,0.4666666666666667,0.7093333333333334
5d,bull,xgboost,strong_or_moderate_positive,10,0.022681206781956557,0.02208251336619,0.8,0.7,0.7,0.23333333333333334,1.7733333333333332
5d,bull,xgboost,strong_positive,7,0.03818836770484297,0.0508196721311473,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.16666666666666666,1.8095238095238095
5d,bull,xgboost,weak_or_uncertain,16,0.015594667288208587,0.010423929215752501,0.75,0.5625,0.5625,0.3,1.425
5d,sideway,cart,moderate_positive,1,-0.0259009009009009,-0.0259009009009009,0.0,0.0,0.0,0.0,0.0
5d,sideway,cart,reject,31,-0.016510468951812518,-0.0112994350282485,0.3548387096774194,0.2903225806451613,0.2903225806451613,0.42857142857142855,1.1059907834101383
5d,sideway,cart,strong_or_moderate_positive,1,-0.0259009009009009,-0.0259009009009009,0.0,0.0,0.0,0.0,0.0
5d,sideway,cart,strong_positive,0,,,,,,0.0,
5d,sideway,cart,weak_or_uncertain,48,-0.011152514446055849,-0.0147997496871089,0.3333333333333333,0.25,0.25,0.5714285714285714,0.9523809523809523
5d,sideway,lightgbm,moderate_positive,2,0.0104893245194135,0.0104893245194135,0.5,0.5,0.5,0.047619047619047616,1.9047619047619047
5d,sideway,lightgbm,reject,45,-0.013522560715301977,-0.0148936170212766,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.5714285714285714,1.0158730158730158
5d,sideway,lightgbm,strong_or_moderate_positive,6,-0.04095798816218341,-0.0174787757722764,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.09523809523809523,1.2698412698412698
5d,sideway,lightgbm,strong_positive,4,-0.06668164450298188,-0.032145365990727245,0.25,0.25,0.25,0.047619047619047616,0.9523809523809523
5d,sideway,lightgbm,weak_or_uncertain,29,-0.007544240367451046,-0.0108303249097473,0.3448275862068966,0.2413793103448276,0.2413793103448276,0.3333333333333333,0.9195402298850575
5d,sideway,xgboost,moderate_positive,2,-6.565025483200012e-06,-6.565025483200012e-06,0.5,0.0,0.0,0.0,0.0
5d,sideway,xgboost,reject,46,-0.02062705044160546,-0.01584551017859375,0.32608695652173914,0.2608695652173913,0.2608695652173913,0.5714285714285714,0.9937888198757763
5d,sideway,xgboost,strong_or_moderate_positive,5,-0.0059642206823462395,-0.00148588410104,0.4,0.2,0.2,0.047619047619047616,0.7619047619047619
5d,sideway,xgboost,strong_positive,3,-0.009935991120254931,-0.0274809160305342,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.047619047619047616,1.2698412698412698
5d,sideway,xgboost,weak_or_uncertain,29,-0.003254507175592663,-0.0148936170212766,0.3448275862068966,0.27586206896551724,0.27586206896551724,0.38095238095238093,1.0509031198686372
