horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate
5d,bear,cart,combined_rank_based,rank_based_joint_score,1,,,26,26,0.0030242507043597155,0.5769230769230769,0.5769230769230769,0.2631578947368421,1.0526315789473681
5d,bear,cart,combined_rank_based,rank_based_joint_score,3,,,26,78,-0.0009918057722502534,0.5769230769230769,0.5769230769230769,0.7894736842105263,1.0526315789473681
5d,bear,cart,combined_rank_based,rank_based_joint_score,5,,,26,104,-0.0008211881132876981,0.5480769230769231,0.5480769230769231,1.0,1.0
5d,bear,cart,combined_weighted_linear,combined_score,1,,,26,26,-0.0354755209063362,0.46153846153846156,0.46153846153846156,0.21052631578947367,0.8421052631578947
5d,bear,cart,combined_weighted_linear,combined_score,3,,,26,78,-0.0013599853580647991,0.5769230769230769,0.5769230769230769,0.7894736842105263,1.0526315789473681
5d,bear,cart,combined_weighted_linear,combined_score,5,,,26,104,-0.0008211881132876981,0.5480769230769231,0.5480769230769231,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.5,9,9,-0.014866654429894944,0.5555555555555556,0.5555555555555556,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.55,9,9,-0.014866654429894944,0.5555555555555556,0.5555555555555556,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.6,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.65,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.5,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.55,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.6,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.65,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.5,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.55,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.6,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.65,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.5,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.55,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,1,0.02,0.6,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0
