date,ticker,model_name,prediction_date,target_date,horizon,horizon_days,actual_return,predicted_return,absolute_error,pct_error
2026-01-05,ACB,cart,2025-12-25,2026-01-05,5d,5,0.0,0.0047567248722220545,0.0047567248722220545,
2026-01-06,ACB,cart,2025-12-26,2026-01-06,5d,5,0.004184100418409997,0.0047567248722220545,0.0005726244538120573,13.685724446108313
2026-01-07,ACB,cart,2025-12-29,2026-01-07,5d,5,0.027083333333333348,0.0047567248722220545,0.022326608461111293,82.4367081641032
2026-01-08,ACB,cart,2025-12-30,2026-01-08,5d,5,0.018672199170124415,0.0047567248722220545,0.01391547429790236,74.5250956843218
2026-01-09,ACB,cart,2025-12-31,2026-01-09,5d,5,0.022916666666666696,0.0047567248722220545,0.01815994179444464,79.24338237575833
2026-01-12,ACB,cart,2026-01-05,2026-01-12,5d,5,0.0625,0.0047567248722220545,0.057743275127777945,92.38924020444472
2026-01-13,ACB,cart,2026-01-06,2026-01-13,5d,5,0.03749999999999987,0.0047567248722220545,0.03274327512777781,87.31540034074115
2026-01-14,ACB,cart,2026-01-07,2026-01-14,5d,5,0.0,0.0047567248722220545,0.0047567248722220545,
2026-01-15,ACB,cart,2026-01-08,2026-01-15,5d,5,0.014256619144602745,0.0047567248722220545,0.00949989427238069,66.63497268198505
2026-01-16,ACB,cart,2026-01-09,2026-01-16,5d,5,0.012219959266802416,0.0047567248722220545,0.0074632343945803615,61.07413479564943
2026-01-19,ACB,cart,2026-01-12,2026-01-19,5d,5,-0.015686274509803866,0.0047567248722220545,0.02044299938202592,130.3241210604157
2026-01-20,ACB,cart,2026-01-13,2026-01-20,5d,5,0.006024096385542244,0.0047567248722220545,0.001267371513320189,21.038367121114877
2026-01-21,ACB,cart,2026-01-14,2026-01-21,5d,5,0.008113590263691739,0.0047567248722220545,0.0033568653914696845,41.373365949863576
2026-01-22,ACB,cart,2026-01-15,2026-01-22,5d,5,-0.00200803212851397,0.0047567248722220545,0.006764757000736025,336.8848986366685
2026-01-23,ACB,cart,2026-01-16,2026-01-23,5d,5,0.008048289738430636,0.0047567248722220545,0.0032915648662085817,40.89769346264136
2026-01-26,ACB,cart,2026-01-19,2026-01-26,5d,5,-0.01195219123505975,0.0047567248722220545,0.016708916107281806,139.79793143092456
2026-01-27,ACB,cart,2026-01-20,2026-01-27,5d,5,-0.013972055888223589,0.0047567248722220545,0.018728780760445644,134.04455944261778
2026-01-28,ACB,cart,2026-01-21,2026-01-28,5d,5,-0.03822937625754541,0.0047567248722220545,0.042986101129767466,112.44259084997029
2026-01-29,ACB,cart,2026-01-22,2026-01-29,5d,5,-0.04225352112676062,0.0047567248722220545,0.047010245998982673,111.25758219759219
2026-01-30,ACB,cart,2026-01-23,2026-01-30,5d,5,-0.03792415169660679,0.0047567248722220545,0.042680876568828845,112.54273242622763
2026-02-02,ACB,cart,2026-01-26,2026-02-02,5d,5,-0.04233870967741937,0.0047567248722220545,0.04709543454964143,111.2349311267721
2026-02-03,ACB,cart,2026-01-27,2026-02-03,5d,5,-0.04048582995951422,0.0047567248722220545,0.045242554831736274,111.74911043438847
2026-02-04,ACB,cart,2026-01-28,2026-02-04,5d,5,-0.012552301255229992,0.0047567248722220545,0.017309026127452047,137.8952414820361
2026-02-05,ACB,cart,2026-01-29,2026-02-05,5d,5,-0.014705882352941235,0.0047567248722220545,0.01946260722516329,132.34572913110983
2026-02-06,ACB,cart,2026-01-30,2026-02-06,5d,5,-0.045643153526971014,0.0047567248722220545,0.05039987839919307,110.42155176550467
2026-02-09,ACB,cart,2026-02-02,2026-02-09,5d,5,-0.03368421052631587,0.0047567248722220545,0.03844093539853793,114.12152696440918
