date,ticker,horizon,model_name,actual_return,predicted_return,actual_profit_label,predicted_profit_label,predicted_profit_probability
2023-06-30,ACB,20d,cart,0.0117647058823529,-0.09090909090909094,0,1,1.0
2023-07-03,ACB,20d,cart,0.014416775884665833,-0.07245386192754621,1,1,1.0
2023-07-04,ACB,20d,cart,0.009150326797385588,-0.07835581245985879,1,1,1.0
2023-07-05,ACB,20d,cart,0.004566210045662045,-0.07835581245985879,0,0,0.0
2023-07-06,ACB,20d,cart,0.00461741424802109,-0.07245386192754621,0,0,0.0
2023-07-07,ACB,20d,cart,0.007275132275132323,-0.07245386192754621,0,0,0.0
2023-07-10,ACB,20d,cart,0.023255813953488413,-0.07892930679478383,1,0,0.0
2023-07-11,ACB,20d,cart,0.01846965699208436,-0.08304498269896188,1,0,0.0
2023-07-12,ACB,20d,cart,0.009216589861751112,-0.07892930679478383,1,0,0.0
2023-07-13,ACB,20d,cart,0.013788575180564644,-0.07892930679478383,1,0,0.0
2023-07-14,ACB,20d,cart,0.009150326797385588,-0.09090909090909094,1,0,0.0
2023-07-17,ACB,20d,cart,0.016458196181698526,-0.07245386192754621,1,0,0.0
2023-07-18,ACB,20d,cart,0.016458196181698526,-0.08304498269896188,1,0,0.0
2023-07-19,ACB,20d,cart,0.013788575180564644,-0.07892930679478383,1,0,0.0
2023-07-20,ACB,20d,cart,0.016458196181698526,-0.08304498269896188,1,0,0.0
2023-07-21,ACB,20d,cart,0.009108653220559537,-0.08375634517766495,0,0,0.0
2023-07-24,ACB,20d,cart,-0.008962868117797673,-0.07835581245985879,0,1,1.0
2023-07-25,ACB,20d,cart,0.00449293966623876,-0.07835581245985879,0,1,1.0
2023-07-26,ACB,20d,cart,0.0,-0.08304498269896188,0,0,0.0
2023-07-27,ACB,20d,cart,0.011711125569290992,-0.03256704980842906,1,0,0.0
2023-07-28,ACB,20d,cart,0.006459948320413522,-0.038277511961722466,0,0,0.0
2023-07-31,ACB,20d,cart,0.0406976744186045,-0.07892930679478383,1,0,0.0
2023-08-01,ACB,20d,cart,0.03886010362694292,-0.07892930679478383,1,0,0.0
2023-08-02,ACB,20d,cart,0.05259740259740253,-0.08375634517766495,1,0,0.0
2023-08-03,ACB,20d,cart,0.08076165462902174,-0.07892930679478383,1,0,0.0
2023-08-04,ACB,20d,cart,0.12409717662508202,-0.08375634517766495,1,0,0.0
2023-08-07,ACB,20d,cart,0.08246753246753258,-0.08375634517766495,1,1,1.0
2023-08-08,ACB,20d,cart,0.0634715025906738,-0.060723514211886376,1,0,0.0
2023-08-09,ACB,20d,cart,0.061969993476842955,-0.060723514211886376,1,0,0.0
2023-08-10,ACB,20d,cart,0.0408031088082903,-0.18250950570342195,1,1,1.0
2023-08-11,ACB,20d,cart,0.0408031088082903,-0.07835581245985879,1,1,1.0
2023-08-14,ACB,20d,cart,0.04792746113989632,-0.07892930679478383,1,1,1.0
2023-08-15,ACB,20d,cart,0.03886010362694292,-0.07835581245985879,1,1,1.0
2023-08-16,ACB,20d,cart,0.0408031088082903,-0.08375634517766495,1,0,0.0
2023-08-17,ACB,20d,cart,0.0317357512953369,-0.07835581245985879,1,0,0.0
2023-08-18,ACB,20d,cart,-0.009026434558349505,-0.07245386192754621,0,0,0.0
2023-08-21,ACB,20d,cart,-0.0025839793281654533,-0.05346912794398484,0,0,0.0
2023-08-22,ACB,20d,cart,-0.010862619808306717,-0.08375634517766495,0,1,1.0
2023-08-23,ACB,20d,cart,-0.020447284345047945,-0.07835581245985879,0,1,1.0
2023-08-24,ACB,20d,cart,-0.004501607717041778,-0.05346912794398484,0,1,1.0
2023-08-25,ACB,20d,cart,-0.011553273427471145,-0.08304498269896188,0,1,1.0
2023-08-28,ACB,20d,cart,-0.03910614525139655,-0.08825283243887894,0,1,1.0
2023-06-30,ACB,20d,lightgbm,0.0117647058823529,-0.11235043345761744,0,0,0.02031333607333182
2023-07-03,ACB,20d,lightgbm,0.014416775884665833,-0.0819598664071961,1,0,0.0641176891241545
2023-07-04,ACB,20d,lightgbm,0.009150326797385588,-0.08611378706992157,1,0,0.0031409337760536973
2023-07-05,ACB,20d,lightgbm,0.004566210045662045,-0.08883179595685181,0,0,0.005350654918552934
2023-07-06,ACB,20d,lightgbm,0.00461741424802109,-0.08525309206988164,0,0,0.012392117567190376
2023-07-07,ACB,20d,lightgbm,0.007275132275132323,-0.060506581093978114,0,0,0.008975231833420702
2023-07-10,ACB,20d,lightgbm,0.023255813953488413,-0.059146034908037076,1,0,0.021874394845704477
2023-07-11,ACB,20d,lightgbm,0.01846965699208436,-0.06865766261123367,1,0,0.008721778698440765
2023-07-12,ACB,20d,lightgbm,0.009216589861751112,-0.06664722278872198,1,0,0.005648710535779046
2023-07-13,ACB,20d,lightgbm,0.013788575180564644,-0.08445584171206182,1,0,0.004469368733479636
2023-07-14,ACB,20d,lightgbm,0.009150326797385588,-0.06393522762808905,1,0,0.00750271329760056
2023-07-17,ACB,20d,lightgbm,0.016458196181698526,-0.07096422073337502,1,0,0.0039128892143685265
2023-07-18,ACB,20d,lightgbm,0.016458196181698526,-0.08058147721979378,1,0,0.004346445051025984
2023-07-19,ACB,20d,lightgbm,0.013788575180564644,-0.10576675736210589,1,0,0.009749667720689794
2023-07-20,ACB,20d,lightgbm,0.016458196181698526,-0.09778237634109821,1,0,0.006341853890354839
2023-07-21,ACB,20d,lightgbm,0.009108653220559537,-0.06439919409813837,0,0,0.008539929268762228
2023-07-24,ACB,20d,lightgbm,-0.008962868117797673,-0.06826293635568455,0,0,0.0045571874724524356
2023-07-25,ACB,20d,lightgbm,0.00449293966623876,-0.0619871273510529,0,0,0.015220897408909858
2023-07-26,ACB,20d,lightgbm,0.0,-0.0620568197401378,0,0,0.006559334401527503
2023-07-27,ACB,20d,lightgbm,0.011711125569290992,-0.022152121429963274,1,0,0.03302527105759682
2023-07-28,ACB,20d,lightgbm,0.006459948320413522,-0.10049536165639886,0,0,0.007872445683547653
2023-07-31,ACB,20d,lightgbm,0.0406976744186045,-0.13472010865933245,1,0,0.007890247112197114
2023-08-01,ACB,20d,lightgbm,0.03886010362694292,-0.13164915240111508,1,0,0.0209255298454882
2023-08-02,ACB,20d,lightgbm,0.05259740259740253,-0.13352823436520875,1,0,0.02458319717580764
2023-08-03,ACB,20d,lightgbm,0.08076165462902174,-0.13585925567547485,1,0,0.021771806387592713
2023-08-04,ACB,20d,lightgbm,0.12409717662508202,-0.12878692129951583,1,0,0.021702962071437584
2023-08-07,ACB,20d,lightgbm,0.08246753246753258,-0.10257962377434911,1,0,0.004776669166561036
2023-08-08,ACB,20d,lightgbm,0.0634715025906738,-0.10297423011785299,1,0,0.015842584501980433
2023-08-09,ACB,20d,lightgbm,0.061969993476842955,-0.11158704944536994,1,0,0.016100702643184583
2023-08-10,ACB,20d,lightgbm,0.0408031088082903,-0.11225775102401848,1,0,0.006621052425707299
2023-08-11,ACB,20d,lightgbm,0.0408031088082903,-0.10360332146385565,1,0,0.004402266922981519
2023-08-14,ACB,20d,lightgbm,0.04792746113989632,-0.08656447328259567,1,0,0.008545035489204923
2023-08-15,ACB,20d,lightgbm,0.03886010362694292,-0.09414906061710931,1,0,0.02304828289456216
2023-08-16,ACB,20d,lightgbm,0.0408031088082903,-0.08266083028472847,1,0,0.01339902481394699
2023-08-17,ACB,20d,lightgbm,0.0317357512953369,-0.09822907252619063,1,0,0.014439678387102488
2023-08-18,ACB,20d,lightgbm,-0.009026434558349505,-0.11140440588436715,0,0,0.0225753700265935
2023-08-21,ACB,20d,lightgbm,-0.0025839793281654533,-0.10456926617437266,0,0,0.017813939221145055
2023-08-22,ACB,20d,lightgbm,-0.010862619808306717,-0.09013195333330813,0,0,0.032574786148855964
2023-08-23,ACB,20d,lightgbm,-0.020447284345047945,-0.10976080599842604,0,0,0.006505543555849132
2023-08-24,ACB,20d,lightgbm,-0.004501607717041778,-0.10866831828865138,0,0,0.025252233271397882
2023-08-25,ACB,20d,lightgbm,-0.011553273427471145,-0.09898590890501989,0,0,0.013107037822533016
2023-08-28,ACB,20d,lightgbm,-0.03910614525139655,-0.09946981545559419,0,0,0.05186152973887971
2023-06-30,ACB,20d,xgboost,0.0117647058823529,-0.06555845588445663,0,0,0.0328744500875473
2023-07-03,ACB,20d,xgboost,0.014416775884665833,-0.04643772169947624,1,0,0.1290285736322403
2023-07-04,ACB,20d,xgboost,0.009150326797385588,-0.08102478086948395,1,0,0.08808835595846176
2023-07-05,ACB,20d,xgboost,0.004566210045662045,-0.0784662589430809,0,0,0.014002573676407337
2023-07-06,ACB,20d,xgboost,0.00461741424802109,-0.08068206906318665,0,0,0.018619906157255173
2023-07-07,ACB,20d,xgboost,0.007275132275132323,-0.06963828206062317,0,0,0.02517182007431984
2023-07-10,ACB,20d,xgboost,0.023255813953488413,-0.06802940368652344,1,0,0.013726876117289066
2023-07-11,ACB,20d,xgboost,0.01846965699208436,-0.06328441947698593,1,0,0.01488454733043909
2023-07-12,ACB,20d,xgboost,0.009216589861751112,-0.0735890194773674,1,0,0.01053265854716301
2023-07-13,ACB,20d,xgboost,0.013788575180564644,-0.0738859474658966,1,0,0.010662485845386982
2023-07-14,ACB,20d,xgboost,0.009150326797385588,-0.08650544285774231,1,0,0.0334685780107975
2023-07-17,ACB,20d,xgboost,0.016458196181698526,-0.08099394291639328,1,0,0.022586537525057793
2023-07-18,ACB,20d,xgboost,0.016458196181698526,-0.07887935638427734,1,0,0.01907248981297016
2023-07-19,ACB,20d,xgboost,0.013788575180564644,-0.10589286684989929,1,0,0.014088686555624008
2023-07-20,ACB,20d,xgboost,0.016458196181698526,-0.11023171246051788,1,0,0.013919149525463581
2023-07-21,ACB,20d,xgboost,0.009108653220559537,-0.08381813764572144,0,0,0.01726665534079075
2023-07-24,ACB,20d,xgboost,-0.008962868117797673,-0.06526356190443039,0,0,0.06699074804782867
2023-07-25,ACB,20d,xgboost,0.00449293966623876,-0.05778910592198372,0,0,0.07629255950450897
2023-07-26,ACB,20d,xgboost,0.0,-0.05378584563732147,0,0,0.05836788937449455
2023-07-27,ACB,20d,xgboost,0.011711125569290992,-0.03313136845827103,1,0,0.04680348187685013
2023-07-28,ACB,20d,xgboost,0.006459948320413522,-0.0834566131234169,0,0,0.022242926061153412
2023-07-31,ACB,20d,xgboost,0.0406976744186045,-0.10979492962360382,1,0,0.02785332314670086
2023-08-01,ACB,20d,xgboost,0.03886010362694292,-0.11744704842567444,1,0,0.027800649404525757
2023-08-02,ACB,20d,xgboost,0.05259740259740253,-0.1104254499077797,1,0,0.01831071451306343
2023-08-03,ACB,20d,xgboost,0.08076165462902174,-0.12263674288988113,1,0,0.016626130789518356
2023-08-04,ACB,20d,xgboost,0.12409717662508202,-0.08924196660518646,1,0,0.026767587289214134
2023-08-07,ACB,20d,xgboost,0.08246753246753258,-0.09693871438503265,1,0,0.0183486957103014
2023-08-08,ACB,20d,xgboost,0.0634715025906738,-0.0931519940495491,1,0,0.058505117893218994
2023-08-09,ACB,20d,xgboost,0.061969993476842955,-0.1106112003326416,1,0,0.03542232885956764
2023-08-10,ACB,20d,xgboost,0.0408031088082903,-0.10187914967536926,1,0,0.017729049548506737
2023-08-11,ACB,20d,xgboost,0.0408031088082903,-0.09618561714887619,1,0,0.009238060563802719
2023-08-14,ACB,20d,xgboost,0.04792746113989632,-0.10909576714038849,1,0,0.03178532049059868
2023-08-15,ACB,20d,xgboost,0.03886010362694292,-0.12020039558410645,1,0,0.034533802419900894
2023-08-16,ACB,20d,xgboost,0.0408031088082903,-0.12274492532014847,1,0,0.0311117060482502
2023-08-17,ACB,20d,xgboost,0.0317357512953369,-0.10527262091636658,1,0,0.020786268636584282
2023-08-18,ACB,20d,xgboost,-0.009026434558349505,-0.07813689857721329,0,0,0.04162374138832092
2023-08-21,ACB,20d,xgboost,-0.0025839793281654533,-0.08127293735742569,0,0,0.022580884397029877
2023-08-22,ACB,20d,xgboost,-0.010862619808306717,-0.08169487118721008,0,0,0.0763445645570755
2023-08-23,ACB,20d,xgboost,-0.020447284345047945,-0.08172041922807693,0,0,0.049700431525707245
2023-08-24,ACB,20d,xgboost,-0.004501607717041778,-0.0853595957159996,0,0,0.05937156826257706
2023-08-25,ACB,20d,xgboost,-0.011553273427471145,-0.0982537567615509,0,0,0.034518051892519
2023-08-28,ACB,20d,xgboost,-0.03910614525139655,-0.029436228796839714,0,0,0.11288836598396301
2023-06-30,DGC,20d,cart,0.1331890615778084,0.16514097400219696,1,0,0.0
2023-07-03,DGC,20d,cart,0.07946026986506749,0.015867158671586612,1,1,1.0
2023-07-04,DGC,20d,cart,0.08371920726060367,-0.04052936311000832,1,1,1.0
2023-07-05,DGC,20d,cart,0.10269576379974321,-0.033612143742255296,1,1,1.0
2023-07-06,DGC,20d,cart,0.14398348038295472,0.015796058805129798,1,0,0.0
2023-07-07,DGC,20d,cart,0.07442513603651046,-0.028761061946902644,1,1,1.0
2023-07-10,DGC,20d,cart,0.051176369568950886,-0.04052936311000832,1,1,1.0
2023-07-11,DGC,20d,cart,0.06217982688570922,-0.04052936311000832,1,1,1.0
2023-07-12,DGC,20d,cart,0.10066630650099029,0.02633758489315885,1,0,0.0
2023-07-13,DGC,20d,cart,0.13911040226829696,0.032754342431761785,1,1,1.0
2023-07-14,DGC,20d,cart,0.16612554112554134,0.30245507466464194,1,1,1.0
2023-07-17,DGC,20d,cart,0.16648570394498718,0.27415553809897886,1,1,1.0
2023-07-18,DGC,20d,cart,0.1255502729353759,0.30245507466464194,1,1,1.0
2023-07-19,DGC,20d,cart,0.1145887671709267,0.30245507466464194,1,1,1.0
2023-07-20,DGC,20d,cart,0.104547742909884,0.21895946377274167,1,1,1.0
2023-07-21,DGC,20d,cart,0.1178765264586159,0.30245507466464194,1,1,1.0
2023-07-24,DGC,20d,cart,0.1139931740614335,0.193842287150487,1,1,1.0
2023-07-25,DGC,20d,cart,0.10382144064930676,0.30245507466464194,1,1,1.0
2023-07-26,DGC,20d,cart,0.10093141405588502,0.30245507466464194,1,1,1.0
2023-07-27,DGC,20d,cart,0.1316807313642756,0.27415553809897886,1,1,1.0
2023-07-28,DGC,20d,cart,0.13802083333333326,0.27415553809897886,1,1,1.0
2023-07-31,DGC,20d,cart,0.12864583333333335,-0.081455120601028,1,1,1.0
2023-08-01,DGC,20d,cart,0.14800888736968054,-0.081455120601028,1,1,1.0
2023-08-02,DGC,20d,cart,0.11258938965574594,0.11777535441657583,1,1,1.0
2023-08-03,DGC,20d,cart,0.0978011158516574,-0.08707753479125235,1,1,1.0
2023-08-04,DGC,20d,cart,0.09884005881391933,-0.08707753479125235,1,1,1.0
2023-08-07,DGC,20d,cart,0.09001797091978436,0.11777535441657583,1,1,1.0
2023-08-08,DGC,20d,cart,0.12007317478795931,-0.081455120601028,1,1,1.0
2023-08-09,DGC,20d,cart,0.09309554973821998,0.11777535441657583,1,1,1.0
2023-08-10,DGC,20d,cart,0.042159303049159824,0.02633758489315885,1,1,1.0
2023-08-11,DGC,20d,cart,0.023665893271461735,-0.05616248653639011,1,1,1.0
2023-08-14,DGC,20d,cart,0.028079429103319953,-0.08707753479125235,1,1,1.0
2023-08-15,DGC,20d,cart,0.07916145181476852,0.02633758489315885,1,1,1.0
2023-08-16,DGC,20d,cart,0.06630265210608433,-0.081455120601028,1,1,1.0
2023-08-17,DGC,20d,cart,0.03707079914919498,-0.05616248653639011,1,1,1.0
2023-08-18,DGC,20d,cart,-0.03428918221817623,-0.08707753479125235,0,1,1.0
2023-08-21,DGC,20d,cart,-0.031862745098039214,0.02633758489315885,0,1,1.0
2023-08-22,DGC,20d,cart,-0.018075980392156965,-0.21813818365542503,0,0,0.0
2023-08-23,DGC,20d,cart,0.005537609598523341,-0.21813818365542503,0,0,0.0
2023-08-24,DGC,20d,cart,0.053441043964579826,-0.18156492248062028,1,0,0.0
2023-08-25,DGC,20d,cart,0.09916094584286794,-0.21813818365542503,1,0,0.0
2023-08-28,DGC,20d,cart,0.16382095062298085,-0.21813818365542503,1,0,0.0
2023-06-30,DGC,20d,lightgbm,0.1331890615778084,0.17933894670194336,1,1,0.983679129668415
2023-07-03,DGC,20d,lightgbm,0.07946026986506749,0.16416351349620967,1,1,0.9520126437611608
2023-07-04,DGC,20d,lightgbm,0.08371920726060367,0.1450536273577999,1,1,0.8881469836998181
2023-07-05,DGC,20d,lightgbm,0.10269576379974321,0.17251434213069666,1,1,0.9782069121234067
2023-07-06,DGC,20d,lightgbm,0.14398348038295472,0.16500183428854173,1,1,0.967073780930933
2023-07-07,DGC,20d,lightgbm,0.07442513603651046,0.12489353295407378,1,1,0.6417132173952432
2023-07-10,DGC,20d,lightgbm,0.051176369568950886,0.13269436068690646,1,1,0.9682567724359122
2023-07-11,DGC,20d,lightgbm,0.06217982688570922,0.15235196611851493,1,1,0.9078071877819536
2023-07-12,DGC,20d,lightgbm,0.10066630650099029,0.16115802598503134,1,1,0.9127456341384804
2023-07-13,DGC,20d,lightgbm,0.13911040226829696,0.15310189583548048,1,1,0.732775538585201
